gene_symbol	gene_code	associations	mean_prediction
ANKRD16	HGNC:23471	0	 0.090
ANKRD17	HGNC:23575	0	 0.103
ANKRD18A	HGNC:23643	0	 0.089
ANKRD18B	HGNC:23644	0	 0.086
ANKRD2	HGNC:495	0	 0.098
ANKRD20A1	HGNC:23665	0	 0.089
ANKRD20A2	HGNC:31979	0	 0.086
ANKRD20A3	HGNC:31981	0	 0.085
ANKRD20A4	HGNC:31982	0	 0.082
ANKRD22	HGNC:28321	0	 0.096
ANKRD23	HGNC:24470	0	 0.088
ANKRD24	HGNC:29424	0	 0.092
ANKRD26	HGNC:29186	0	 0.094
ANKRD27	HGNC:25310	0	 0.106
ANKRD28	HGNC:29024	0	 0.123
ANKRD29	HGNC:27110	0	 0.092
ANKRD30A	HGNC:17234	0	 0.086
ANKRD30B	HGNC:24165	0	 0.089
ANKRD30BL	HGNC:35167	0	 0.083
ANKRD31	HGNC:26853	0	 0.088
ANKRD32	HGNC:25408	0	 0.100
ANKRD33	HGNC:13788	0	 0.089
ANKRD33B	HGNC:35240	0	 0.101
ANKRD34A	HGNC:27639	0	 0.087
ANKRD34B	HGNC:33736	0	 0.085
ANKRD34C	HGNC:33888	0	 0.088
ANKRD35	HGNC:26323	0	 0.090
ANKRD36	HGNC:24079	0	 0.090
ANKRD36B	HGNC:29333	0	 0.094
ANKRD36C	HGNC:32946	0	 0.088
ANKRD37	HGNC:29593	0	 0.093
ANKRD39	HGNC:28640	0	 0.093
ANKRD40	HGNC:28233	0	 0.095
ANKRD42	HGNC:26752	0	 0.092
ANKRD44	HGNC:25259	0	 0.101
ANKRD45	HGNC:24786	0	 0.088
ANKRD46	HGNC:27229	0	 0.103
ANKRD49	HGNC:25970	0	 0.095
ANKRD50	HGNC:29223	0	 0.096
ANKRD52	HGNC:26614	0	 0.087
ANKRD53	HGNC:25691	0	 0.091
ANKRD54	HGNC:25185	0	 0.090
ANKRD55	HGNC:25681	2	 0.623
ANKRD6	HGNC:17280	0	 0.099
ANKRD60	HGNC:16217	0	 0.082
ANKRD61	HGNC:22467	0	 0.083
ANKRD62	HGNC:35241	0	 0.082
ANKRD63	HGNC:40027	0	 0.086
ANKRD65	HGNC:42950	0	 0.083
ANKRD66	HGNC:44669	0	 0.082
ANKRD7	HGNC:18588	0	 0.094
ANKRD9	HGNC:20096	0	 0.089
ANKS1A	HGNC:20961	1	 0.185
ANKS1B	HGNC:24600	0	 0.104
ANKS3	HGNC:29422	0	 0.088
ANKS4B	HGNC:26795	0	 0.087
ANKS6	HGNC:26724	0	 0.091
ANKUB1	HGNC:29642	0	 0.084
ANKZF1	HGNC:25527	0	 0.101
ANLN	HGNC:14082	0	 0.112
ANO1	HGNC:21625	0	 0.105
ANO10	HGNC:25519	0	 0.092
ANO2	HGNC:1183	0	 0.089
ANO3	HGNC:14004	0	 0.095
ANO4	HGNC:23837	0	 0.092
ANO5	HGNC:27337	0	 0.092
ANO6	HGNC:25240	1	 0.416
ANO7	HGNC:31677	0	 0.086
ANO8	HGNC:29329	0	 0.087
ANO9	HGNC:20679	0	 0.086
ANP32A	HGNC:13233	0	 0.331
ANP32B	HGNC:16677	0	 0.105
ANP32D	HGNC:16676	0	 0.087
ANP32E	HGNC:16673	0	 0.111
ANPEP	HGNC:500	0	 0.152
ANTXR1	HGNC:21014	0	 0.098
ANTXR2	HGNC:21732	0	 0.106
ANTXRL	HGNC:27277	0	 0.082
ANXA1	HGNC:533	0	 0.183
ANXA10	HGNC:534	0	 0.100
ANXA11	HGNC:535	0	 0.111
ANXA13	HGNC:536	0	 0.096
ANXA2	HGNC:537	0	 0.151
ANXA2R	HGNC:33463	0	 0.091
ANXA3	HGNC:541	1	 0.381
ANXA4	HGNC:542	0	 0.137
ANXA5	HGNC:543	0	 0.137
ANXA6	HGNC:544	0	 0.112
ANXA7	HGNC:545	0	 0.116
ANXA8	HGNC:546	0	 0.093
ANXA8L1	HGNC:23334	0	 0.082
ANXA8L2	HGNC:23335	0	 0.093
ANXA9	HGNC:547	0	 0.106
AOAH	HGNC:548	0	 0.110
AOC1	HGNC:80	0	 0.102
AOC2	HGNC:549	0	 0.098
AOC3	HGNC:550	0	 0.116
AOX1	HGNC:553	0	 0.113
AP1AR	HGNC:28808	0	 0.099
AP1B1	HGNC:554	0	 0.119
AP1G1	HGNC:555	0	 0.123
AP1G2	HGNC:556	0	 0.114
AP1M1	HGNC:13667	0	 0.113
AP1M2	HGNC:558	0	 0.116
AP1S1	HGNC:559	0	 0.113
AP1S2	HGNC:560	0	 0.128
AP1S3	HGNC:18971	0	 0.100
AP2A1	HGNC:561	0	 0.127
AP2A2	HGNC:562	0	 0.116
AP2B1	HGNC:563	0	 0.126
AP2M1	HGNC:564	0	 0.129
AP2S1	HGNC:565	0	 0.124
AP3B1	HGNC:566	0	 0.131
AP3B2	HGNC:567	0	 0.103
AP3D1	HGNC:568	0	 0.116
AP3M1	HGNC:569	0	 0.106
AP3M2	HGNC:570	0	 0.110
AP3S1	HGNC:2013	0	 0.135
AP3S2	HGNC:571	1	 0.202
AP4B1	HGNC:572	0	 0.104
AP4E1	HGNC:573	0	 0.100
AP4M1	HGNC:574	0	 0.103
AP4S1	HGNC:575	0	 0.101
AP5B1	HGNC:25104	0	 0.096
AP5M1	HGNC:20192	0	 0.095
AP5S1	HGNC:15875	0	 0.093
AP5Z1	HGNC:22197	0	 0.092
APAF1	HGNC:576	0	 0.205
APBA1	HGNC:578	0	 0.112
APBA2	HGNC:579	0	 0.114
APBA3	HGNC:580	0	 0.101
APBB1	HGNC:581	0	 0.120
APBB1IP	HGNC:17379	0	 0.106
APBB2	HGNC:582	0	 0.117
APBB3	HGNC:20708	0	 0.100
APC	HGNC:583	0	 0.164
APC2	HGNC:24036	0	 0.112
APCDD1	HGNC:15718	0	 0.093
APCDD1L	HGNC:26892	0	 0.087
APCS	HGNC:584	0	 0.114
APEH	HGNC:586	0	 0.098
APELA	HGNC:48925	0	 0.086
APEX1	HGNC:587	0	 0.124
APEX2	HGNC:17889	0	 0.096
APH1A	HGNC:29509	0	 0.125
APH1B	HGNC:24080	0	 0.105
API5	HGNC:594	0	 0.109
APIP	HGNC:17581	0	 0.097
APITD1	HGNC:23163	0	 0.095
APLF	HGNC:28724	0	 0.088
APLN	HGNC:16665	0	 0.098
APLNR	HGNC:339	0	 0.115
APLP1	HGNC:597	0	 0.118
APLP2	HGNC:598	0	 0.130
APMAP	HGNC:13238	0	 0.105
APOA1	HGNC:600	0	 0.430
APOA1BP	HGNC:18453	0	 0.094
APOA2	HGNC:601	0	 0.220
APOA4	HGNC:602	0	 0.109
APOA5	HGNC:17288	0	 0.151
APOB	HGNC:603	1	 0.458
APOBEC1	HGNC:604	0	 0.112
APOBEC2	HGNC:605	0	 0.098
APOBEC3A	HGNC:17343	0	 0.103
APOBEC3A_B	HGNC:44196	0	 0.083
APOBEC3B	HGNC:17352	0	 0.106
APOBEC3C	HGNC:17353	0	 0.097
APOBEC3D	HGNC:17354	0	 0.086
APOBEC3F	HGNC:17356	0	 0.103
APOBEC3G	HGNC:17357	0	 0.126
APOBEC3H	HGNC:24100	0	 0.082
APOBEC4	HGNC:32152	0	 0.087
APOBR	HGNC:24087	0	 0.108
APOC1	HGNC:607	1	 0.454
APOC2	HGNC:609	0	 0.370
APOC3	HGNC:610	0	 0.187
APOC4	HGNC:611	0	 0.100
APOD	HGNC:612	0	 0.119
APOE	HGNC:613	1	 0.577
APOF	HGNC:615	0	 0.102
APOH	HGNC:616	0	 0.105
APOL1	HGNC:618	0	 0.116
APOL2	HGNC:619	0	 0.104
APOL3	HGNC:14868	0	 0.119
APOL4	HGNC:14867	0	 0.087
APOL5	HGNC:14869	0	 0.087
APOL6	HGNC:14870	0	 0.103
APOLD1	HGNC:25268	0	 0.103
APOM	HGNC:13916	0	 0.107
APOO	HGNC:28727	0	 0.099
APOOL	HGNC:24009	0	 0.096
APOPT1	HGNC:20492	0	 0.094
APP	HGNC:620	0	 0.321
APPBP2	HGNC:622	0	 0.117
APPL1	HGNC:24035	0	 0.121
APPL2	HGNC:18242	0	 0.114
APRT	HGNC:626	0	 0.109
APTX	HGNC:15984	0	 0.106
AQP1	HGNC:633	0	 0.125
AQP10	HGNC:16029	0	 0.085
AQP11	HGNC:19940	0	 0.094
AQP12A	HGNC:19941	0	 0.086
AQP12B	HGNC:6096	0	 0.082
AQP2	HGNC:634	0	 0.106
AQP3	HGNC:636	0	 0.138
AQP4	HGNC:637	0	 0.114
AQP5	HGNC:638	0	 0.112
AQP6	HGNC:639	0	 0.101
AQP7	HGNC:640	0	 0.107
AQP8	HGNC:642	0	 0.106
AQP9	HGNC:643	0	 0.137
AQR	HGNC:29513	0	 0.098
AR	HGNC:644	0	 0.168
ARAF	HGNC:646	0	 0.121
ARAP1	HGNC:16925	1	 0.247
ARAP2	HGNC:16924	0	 0.127
ARAP3	HGNC:24097	0	 0.118
ARC	HGNC:648	0	 0.104
ARCN1	HGNC:649	0	 0.113
AREG	HGNC:651	0	 0.127
AREGB	HGNC:34509	0	 0.088
AREL1	HGNC:20363	0	 0.099
ARF1	HGNC:652	0	 0.120
ARF3	HGNC:654	0	 0.116
ARF4	HGNC:655	0	 0.112
ARF5	HGNC:658	0	 0.104
ARF6	HGNC:659	0	 0.141
ARFGAP1	HGNC:15852	0	 0.106
ARFGAP2	HGNC:13504	0	 0.107
ARFGAP3	HGNC:661	0	 0.118
ARFGEF1	HGNC:15772	0	 0.112
ARFGEF2	HGNC:15853	0	 0.110
ARFIP1	HGNC:21496	0	 0.107
ARFIP2	HGNC:17160	0	 0.117
ARFRP1	HGNC:662	0	 0.099
ARG1	HGNC:663	0	 0.108
ARG2	HGNC:664	0	 0.113
ARGFX	HGNC:30146	0	 0.082
ARGLU1	HGNC:25482	0	 0.107
ARHGAP1	HGNC:673	0	 0.118
ARHGAP10	HGNC:26099	0	 0.102
ARHGAP11A	HGNC:15783	0	 0.101
ARHGAP11B	HGNC:15782	0	 0.084
ARHGAP12	HGNC:16348	0	 0.107
ARHGAP15	HGNC:21030	0	 0.119
ARHGAP17	HGNC:18239	0	 0.101
ARHGAP18	HGNC:21035	0	 0.105
ARHGAP19	HGNC:23724	0	 0.098
ARHGAP20	HGNC:18357	0	 0.103
ARHGAP21	HGNC:23725	0	 0.112
ARHGAP22	HGNC:30320	0	 0.109
ARHGAP23	HGNC:29293	0	 0.092
ARHGAP24	HGNC:25361	0	 0.111
ARHGAP25	HGNC:28951	0	 0.119
ARHGAP26	HGNC:17073	0	 0.116
ARHGAP27	HGNC:31813	0	 0.107
ARHGAP28	HGNC:25509	0	 0.096
ARHGAP29	HGNC:30207	0	 0.115
ARHGAP30	HGNC:27414	0	 0.103
ARHGAP31	HGNC:29216	1	 0.409
ARHGAP32	HGNC:17399	0	 0.104
ARHGAP33	HGNC:23085	0	 0.094
ARHGAP35	HGNC:4591	0	 0.120
ARHGAP36	HGNC:26388	0	 0.095
ARHGAP39	HGNC:29351	0	 0.091
ARHGAP4	HGNC:674	0	 0.125
ARHGAP40	HGNC:16226	0	 0.084
ARHGAP42	HGNC:26545	0	 0.237
ARHGAP44	HGNC:29096	0	 0.100
ARHGAP5	HGNC:675	0	 0.138
ARHGAP6	HGNC:676	0	 0.111
ARHGAP8	HGNC:677	0	 0.097
ARHGAP9	HGNC:14130	0	 0.100
ARHGDIA	HGNC:678	0	 0.130
ARHGDIB	HGNC:679	0	 0.166
ARHGDIG	HGNC:680	0	 0.108
ARHGEF1	HGNC:681	0	 0.125
ARHGEF10	HGNC:14103	0	 0.106
ARHGEF10L	HGNC:25540	0	 0.116
ARHGEF11	HGNC:14580	0	 0.126
ARHGEF12	HGNC:14193	0	 0.127
ARHGEF15	HGNC:15590	0	 0.099
ARHGEF16	HGNC:15515	0	 0.102
ARHGEF17	HGNC:21726	0	 0.108
ARHGEF18	HGNC:17090	0	 0.117
ARHGEF19	HGNC:26604	0	 0.091
ARHGEF2	HGNC:682	0	 0.143
ARHGEF25	HGNC:30275	0	 0.101
ARHGEF26	HGNC:24490	0	 0.091
ARHGEF28	HGNC:30322	0	 0.095
ARHGEF3	HGNC:683	0	 0.127
ARHGEF33	HGNC:37252	0	 0.083
ARHGEF35	HGNC:33846	0	 0.083
ARHGEF37	HGNC:34430	0	 0.090
ARHGEF38	HGNC:25968	0	 0.091
ARHGEF39	HGNC:25909	0	 0.091
ARHGEF4	HGNC:684	0	 0.117
ARHGEF40	HGNC:25516	0	 0.103
ARHGEF5	HGNC:13209	1	 0.199
ARHGEF6	HGNC:685	0	 0.135
ARHGEF7	HGNC:15607	0	 0.120
ARHGEF9	HGNC:14561	0	 0.102
ARID1A	HGNC:11110	0	 0.135
ARID1B	HGNC:18040	0	 0.101
ARID2	HGNC:18037	0	 0.096
ARID3A	HGNC:3031	0	 0.103
ARID3B	HGNC:14350	0	 0.106
ARID3C	HGNC:21209	0	 0.085
ARID4A	HGNC:9885	0	 0.123
ARID4B	HGNC:15550	0	 0.114
ARID5A	HGNC:17361	0	 0.122
ARID5B	HGNC:17362	2	 2.447
ARIH1	HGNC:689	0	 0.121
ARIH2	HGNC:690	0	 0.122
ARIH2OS	HGNC:34425	0	 0.084
ARL1	HGNC:692	0	 0.102
ARL10	HGNC:22042	0	 0.089
ARL11	HGNC:24046	0	 0.088
ARL13A	HGNC:31709	0	 0.089
ARL13B	HGNC:25419	0	 0.090
ARL14	HGNC:22974	0	 0.091
ARL14EP	HGNC:26798	0	 0.095
ARL14EPL	HGNC:44201	0	 0.082
ARL15	HGNC:25945	0	 0.095
ARL16	HGNC:27902	0	 0.090
ARL17A	HGNC:24096	0	 0.090
ARL17B	HGNC:32387	0	 0.083
ARL2	HGNC:693	0	 0.106
ARL2BP	HGNC:17146	0	 0.106
ARL3	HGNC:694	0	 0.110
ARL4A	HGNC:695	0	 0.128
ARL4C	HGNC:698	0	 0.143
ARL4D	HGNC:656	0	 0.109
ARL5A	HGNC:696	0	 0.107
ARL5B	HGNC:23052	0	 0.110
ARL5C	HGNC:31111	0	 0.087
ARL6	HGNC:13210	0	 0.096
ARL6IP1	HGNC:697	0	 0.107
ARL6IP4	HGNC:18076	0	 0.094
ARL6IP5	HGNC:16937	0	 0.116
ARL6IP6	HGNC:24048	0	 0.097
ARL8A	HGNC:25192	0	 0.092
ARL8B	HGNC:25564	0	 0.115
ARL9	HGNC:23592	0	 0.086
ARMC1	HGNC:17684	0	 0.099
ARMC10	HGNC:21706	0	 0.090
ARMC12	HGNC:21099	0	 0.085
ARMC2	HGNC:23045	1	 0.170
ARMC3	HGNC:30964	0	 0.090
ARMC4	HGNC:25583	0	 0.088
ARMC5	HGNC:25781	0	 0.091
ARMC6	HGNC:25049	0	 0.097
ARMC7	HGNC:26168	0	 0.097
ARMC8	HGNC:24999	0	 0.107
ARMC9	HGNC:20730	0	 0.097
ARMCX1	HGNC:18073	0	 0.105
ARMCX2	HGNC:16869	0	 0.111
ARMCX3	HGNC:24065	0	 0.106
ARMCX4	HGNC:28615	0	 0.096
ARMCX5	HGNC:25772	0	 0.094
ARMCX6	HGNC:26094	0	 0.101
ARMS2	HGNC:32685	1	 0.154
ARNT	HGNC:700	0	 0.122
ARNT2	HGNC:16876	0	 0.130
ARNTL	HGNC:701	0	 0.125
ARNTL2	HGNC:18984	0	 0.100
ARPC1A	HGNC:703	0	 0.110
ARPC1B	HGNC:704	0	 0.117
ARPC2	HGNC:705	0	 0.118
ARPC3	HGNC:706	0	 0.120
ARPC4	HGNC:707	0	 0.116
ARPC5	HGNC:708	0	 0.121
ARPC5L	HGNC:23366	0	 0.106
ARPP19	HGNC:16967	0	 0.118
ARPP21	HGNC:16968	0	 0.105
ARR3	HGNC:710	0	 0.101
ARRB1	HGNC:711	0	 0.168
ARRB2	HGNC:712	0	 0.144
ARRDC1	HGNC:28633	0	 0.097
ARRDC2	HGNC:25225	0	 0.095
ARRDC3	HGNC:29263	0	 0.115
ARRDC4	HGNC:28087	0	 0.106
ARRDC5	HGNC:31407	0	 0.084
ARSA	HGNC:713	0	 0.100
ARSB	HGNC:714	0	 0.116
ARSD	HGNC:717	0	 0.091
ARSE	HGNC:719	0	 0.093
ARSF	HGNC:721	0	 0.094
ARSG	HGNC:24102	0	 0.104
ARSH	HGNC:32488	0	 0.087
ARSI	HGNC:32521	0	 0.089
ARSJ	HGNC:26286	0	 0.096
ARSK	HGNC:25239	0	 0.095
ART1	HGNC:723	0	 0.109
ART3	HGNC:725	0	 0.115
ART4	HGNC:726	0	 0.093
ART5	HGNC:24049	0	 0.091
ARTN	HGNC:727	0	 0.103
ARV1	HGNC:29561	0	 0.093
ARVCF	HGNC:728	0	 0.107
ARX	HGNC:18060	0	 0.095
AS3MT	HGNC:17452	0	 0.094
ASAH1	HGNC:735	0	 0.131
ASAH2	HGNC:18860	0	 0.101
ASAH2B	HGNC:23456	0	 0.087
ASAP1	HGNC:2720	0	 0.120
ASAP2	HGNC:2721	0	 0.112
ASAP3	HGNC:14987	0	 0.095
ASB1	HGNC:16011	0	 0.098
ASB10	HGNC:17185	0	 0.086
ASB11	HGNC:17186	0	 0.096
ASB12	HGNC:19763	0	 0.096
ASB13	HGNC:19765	0	 0.110
ASB14	HGNC:19766	0	 0.085
ASB15	HGNC:19767	0	 0.099
ASB16	HGNC:19768	0	 0.096
ASB17	HGNC:19769	0	 0.091
ASB18	HGNC:19770	0	 0.084
ASB2	HGNC:16012	0	 0.112
ASB3	HGNC:16013	0	 0.100
ASB4	HGNC:16009	0	 0.101
ASB5	HGNC:17180	0	 0.097
ASB6	HGNC:17181	0	 0.103
ASB7	HGNC:17182	0	 0.102
ASB8	HGNC:17183	0	 0.103
ASB9	HGNC:17184	0	 0.098
ASCC1	HGNC:24268	0	 0.098
ASCC2	HGNC:24103	0	 0.102
ASCC3	HGNC:18697	0	 0.102
ASCL1	HGNC:738	0	 0.109
ASCL2	HGNC:739	0	 0.101
ASCL3	HGNC:740	0	 0.098
ASCL4	HGNC:24311	0	 0.091
ASCL5	HGNC:33169	0	 0.082
ASF1A	HGNC:20995	0	 0.119
ASF1B	HGNC:20996	0	 0.103
ASGR1	HGNC:742	0	 0.120
ASGR2	HGNC:743	0	 0.109
ASH1L	HGNC:19088	0	 0.111
ASH2L	HGNC:744	0	 0.108
ASIC1	HGNC:100	0	 0.109
ASIC2	HGNC:99	0	 0.111
ASIC3	HGNC:101	0	 0.096
ASIC4	HGNC:21263	0	 0.100
ASIC5	HGNC:17537	0	 0.087
ASIP	HGNC:745	0	 0.103
ASL	HGNC:746	0	 0.107
ASMT	HGNC:750	0	 0.091
ASMTL	HGNC:751	0	 0.100
ASNA1	HGNC:752	0	 0.105
ASNS	HGNC:753	0	 0.135
ASNSD1	HGNC:24910	0	 0.094
ASPA	HGNC:756	0	 0.106
ASPDH	HGNC:33856	0	 0.088
ASPG	HGNC:20123	0	 0.087
ASPH	HGNC:757	0	 0.130
ASPHD1	HGNC:27380	0	 0.097
ASPHD2	HGNC:30437	0	 0.091
ASPM	HGNC:19048	0	 0.103
ASPN	HGNC:14872	0	 0.101
ASPRV1	HGNC:26321	0	 0.094
ASPSCR1	HGNC:13825	0	 0.094
ASRGL1	HGNC:16448	0	 0.103
ASS1	HGNC:758	0	 0.126
ASTE1	HGNC:25021	0	 0.087
ASTL	HGNC:31704	0	 0.086
ASTN1	HGNC:773	0	 0.102
ASTN2	HGNC:17021	1	 0.172
ASUN	HGNC:20174	0	 0.100
ASXL1	HGNC:18318	0	 0.114
ASXL2	HGNC:23805	0	 0.107
ASXL3	HGNC:29357	0	 0.085
ASZ1	HGNC:1350	0	 0.086
ATAD1	HGNC:25903	0	 0.096
ATAD2	HGNC:30123	0	 0.106
ATAD2B	HGNC:29230	0	 0.098
ATAD3A	HGNC:25567	0	 0.095
ATAD3B	HGNC:24007	0	 0.087
ATAD3C	HGNC:32151	0	 0.085
ATAD5	HGNC:25752	0	 0.097
ATAT1	HGNC:21186	0	 0.098
ATCAY	HGNC:779	0	 0.091
ATE1	HGNC:782	0	 0.095
ATF1	HGNC:783	0	 0.123
ATF2	HGNC:784	0	 0.156
ATF3	HGNC:785	0	 0.165
ATF4	HGNC:786	0	 0.151
ATF5	HGNC:790	0	 0.130
ATF6	HGNC:791	0	 0.127
ATF6B	HGNC:2349	0	 0.106
ATF7	HGNC:792	0	 0.112
ATF7IP	HGNC:20092	0	 0.122
ATF7IP2	HGNC:20397	0	 0.096
ATG10	HGNC:20315	0	 0.093
ATG12	HGNC:588	0	 0.127
ATG13	HGNC:29091	0	 0.102
ATG14	HGNC:19962	0	 0.100
ATG16L1	HGNC:21498	1	 0.322
ATG16L2	HGNC:25464	0	 0.091
ATG2A	HGNC:29028	0	 0.103
ATG2B	HGNC:20187	0	 0.091
ATG3	HGNC:20962	0	 0.112
ATG4A	HGNC:16489	0	 0.098
ATG4B	HGNC:20790	0	 0.103
ATG4C	HGNC:16040	0	 0.095
ATG4D	HGNC:20789	0	 0.103
ATG5	HGNC:589	0	 0.116
ATG7	HGNC:16935	0	 0.107
ATG9A	HGNC:22408	0	 0.099
ATG9B	HGNC:21899	0	 0.092
ATHL1	HGNC:26210	0	 0.100
ATIC	HGNC:794	0	 0.110
ATL1	HGNC:11231	0	 0.100
ATL2	HGNC:24047	0	 0.098
ATL3	HGNC:24526	0	 0.100
ATM	HGNC:795	0	 0.623
ATMIN	HGNC:29034	0	 0.095
ATN1	HGNC:3033	0	 0.112
ATOH1	HGNC:797	0	 0.102
ATOH7	HGNC:13907	0	 0.091
ATOH8	HGNC:24126	0	 0.105
ATOX1	HGNC:798	0	 0.111
ATP10A	HGNC:13542	0	 0.106
ATP10B	HGNC:13543	0	 0.098
ATP10D	HGNC:13549	0	 0.110
ATP11A	HGNC:13552	0	 0.108
ATP11B	HGNC:13553	0	 0.113
ATP11C	HGNC:13554	0	 0.097
ATP12A	HGNC:13816	0	 0.102
ATP13A1	HGNC:24215	0	 0.102
ATP13A2	HGNC:30213	0	 0.113
ATP13A3	HGNC:24113	0	 0.105
ATP13A4	HGNC:25422	0	 0.088
ATP13A5	HGNC:31789	0	 0.086
ATP1A1	HGNC:799	0	 0.135
ATP1A2	HGNC:800	0	 0.120
ATP1A3	HGNC:801	0	 0.109
ATP1A4	HGNC:14073	0	 0.100
ATP1B1	HGNC:804	0	 0.151
ATP1B2	HGNC:805	0	 0.112
ATP1B3	HGNC:806	0	 0.125
ATP1B4	HGNC:808	0	 0.099
ATP2A1	HGNC:811	0	 0.123
ATP2A2	HGNC:812	0	 0.155
ATP2A3	HGNC:813	0	 0.145
ATP2B1	HGNC:814	1	 0.385
ATP2B2	HGNC:815	0	 0.124
ATP2B3	HGNC:816	0	 0.107
ATP2B4	HGNC:817	0	 0.128
ATP2C1	HGNC:13211	0	 0.121
ATP2C2	HGNC:29103	0	 0.095
ATP4A	HGNC:819	0	 0.105
ATP4B	HGNC:820	0	 0.095
ATP5A1	HGNC:823	0	 0.117
ATP5B	HGNC:830	0	 0.114
ATP5C1	HGNC:833	0	 0.113
ATP5D	HGNC:837	0	 0.107
ATP5E	HGNC:838	0	 0.105
ATP5F1	HGNC:840	0	 0.106
ATP5G1	HGNC:841	0	 0.110
ATP5G2	HGNC:842	0	 0.115
ATP5G3	HGNC:843	0	 0.112
ATP5H	HGNC:845	0	 0.104
ATP5I	HGNC:846	0	 0.100
ATP5J	HGNC:847	0	 0.112
ATP5J2	HGNC:848	0	 0.109
ATP5L	HGNC:14247	0	 0.100
ATP5L2	HGNC:13213	0	 0.083
ATP5O	HGNC:850	0	 0.108
ATP5S	HGNC:18799	0	 0.096
ATP5SL	HGNC:25496	0	 0.090
ATP6AP1	HGNC:868	0	 0.113
ATP6AP1L	HGNC:28091	0	 0.086
ATP6AP2	HGNC:18305	0	 0.116
ATP6V0A1	HGNC:865	0	 0.115
ATP6V0A2	HGNC:18481	0	 0.109
ATP6V0A4	HGNC:866	0	 0.107
ATP6V0B	HGNC:861	0	 0.122
ATP6V0C	HGNC:855	0	 0.120
ATP6V0D1	HGNC:13724	0	 0.110
ATP6V0D2	HGNC:18266	0	 0.097
ATP6V0E1	HGNC:863	0	 0.113
ATP6V0E2	HGNC:21723	0	 0.103
ATP6V1A	HGNC:851	0	 0.123
ATP6V1B1	HGNC:853	0	 0.104
ATP6V1B2	HGNC:854	0	 0.118
ATP6V1C1	HGNC:856	0	 0.116
ATP6V1C2	HGNC:18264	0	 0.097
ATP6V1D	HGNC:13527	0	 0.112
ATP6V1E1	HGNC:857	0	 0.118
ATP6V1E2	HGNC:18125	0	 0.092
ATP6V1F	HGNC:16832	0	 0.111
ATP6V1G1	HGNC:864	0	 0.109
ATP6V1G2	HGNC:862	0	 0.103
ATP6V1G3	HGNC:18265	0	 0.092
ATP6V1H	HGNC:18303	0	 0.114
ATP7A	HGNC:869	0	 0.112
ATP7B	HGNC:870	0	 0.111
ATP8A1	HGNC:13531	0	 0.114
ATP8A2	HGNC:13533	0	 0.110
ATP8B1	HGNC:3706	0	 0.115
ATP8B2	HGNC:13534	0	 0.101
ATP8B3	HGNC:13535	0	 0.093
ATP8B4	HGNC:13536	0	 0.101
ATP9A	HGNC:13540	0	 0.107
ATP9B	HGNC:13541	0	 0.096
ATPAF1	HGNC:18803	0	 0.095
ATPAF2	HGNC:18802	0	 0.099
ATPIF1	HGNC:871	0	 0.117
ATR	HGNC:882	0	 0.120
ATRAID	HGNC:24090	0	 0.102
ATRIP	HGNC:33499	0	 0.087
ATRN	HGNC:885	0	 0.110
ATRNL1	HGNC:29063	0	 0.106
ATRX	HGNC:886	0	 0.123
ATXN1	HGNC:10548	0	 0.174
ATXN10	HGNC:10549	0	 0.110
ATXN1L	HGNC:33279	0	 0.099
ATXN2	HGNC:10555	0	 0.114
ATXN2L	HGNC:31326	0	 0.103
ATXN3	HGNC:7106	0	 0.115
ATXN3L	HGNC:24173	0	 0.091
ATXN7	HGNC:10560	0	 0.111
ATXN7L1	HGNC:22210	0	 0.105
ATXN7L2	HGNC:28713	0	 0.097
ATXN7L3	HGNC:25416	0	 0.093
ATXN7L3B	HGNC:37931	0	 0.096
ATXN8	HGNC:32925	0	 0.082
AUH	HGNC:890	0	 0.120
AUNIP	HGNC:28363	0	 0.086
AUP1	HGNC:891	0	 0.104
AURKA	HGNC:11393	0	 0.128
AURKAIP1	HGNC:24114	0	 0.104
AURKB	HGNC:11390	0	 0.115
AURKC	HGNC:11391	0	 0.100
AUTS2	HGNC:14262	0	 0.120
AVEN	HGNC:13509	0	 0.102
AVIL	HGNC:14188	0	 0.097
AVL9	HGNC:28994	0	 0.100
AVP	HGNC:894	0	 0.104
AVPI1	HGNC:30898	0	 0.104
AVPR1A	HGNC:895	0	 0.123
AVPR1B	HGNC:896	0	 0.120
AVPR2	HGNC:897	0	 0.111
AWAT1	HGNC:23252	0	 0.083
AWAT2	HGNC:23251	0	 0.087
AXDND1	HGNC:26564	0	 0.088
AXIN1	HGNC:903	0	 0.139
AXIN2	HGNC:904	0	 0.116
AXL	HGNC:905	0	 0.139
AZGP1	HGNC:910	0	 0.106
AZI1	HGNC:29511	0	 0.094
AZI2	HGNC:24002	0	 0.104
AZIN1	HGNC:16432	0	 0.115
AZU1	HGNC:913	0	 0.106
B2M	HGNC:914	0	 0.217
B3GALNT1	HGNC:918	0	 0.102
B3GALNT2	HGNC:28596	0	 0.095
B3GALT1	HGNC:916	0	 0.096
B3GALT2	HGNC:917	0	 0.110
B3GALT4	HGNC:919	0	 0.105
B3GALT5	HGNC:920	0	 0.108
B3GALT6	HGNC:17978	0	 0.101
B3GALTL	HGNC:20207	0	 0.090
B3GAT1	HGNC:921	0	 0.109
B3GAT2	HGNC:922	0	 0.092
B3GAT3	HGNC:923	0	 0.101
