doid_id	doid_name	bto_id	bto_name	r_scaled
DOID:3459	breast carcinoma	BTO:0001260	smooth muscle	22.0
DOID:3459	breast carcinoma	BTO:0000958	spermatogonium	20.0
DOID:3459	breast carcinoma	BTO:0001279	spinal cord	22.0
DOID:3459	breast carcinoma	BTO:0001264	spinal ganglion	0.0
DOID:3459	breast carcinoma	BTO:0001325	superior cervical ganglion	13.0
DOID:3459	breast carcinoma	BTO:0001355	temporal lobe	18.0
DOID:3459	breast carcinoma	BTO:0001363	testis	26.0
DOID:3459	breast carcinoma	BTO:0001365	thalamus	13.0
DOID:3459	breast carcinoma	BTO:0001374	thymus	23.0
DOID:3459	breast carcinoma	BTO:0001379	thyroid gland	26.0
DOID:3459	breast carcinoma	BTO:0001385	tongue	23.0
DOID:3459	breast carcinoma	BTO:0001387	tonsil	21.0
DOID:3459	breast carcinoma	BTO:0001388	trachea	21.0
DOID:3459	breast carcinoma	BTO:0001231	trigeminal ganglion	19.0
DOID:3459	breast carcinoma	BTO:0001424	uterus	32.0
DOID:3459	breast carcinoma	BTO:0000084	vermiform appendix	20.0
DOID:10608	celiac disease	BTO:0000776	B-lymphocyte	29.0
DOID:10608	celiac disease	BTO:0000755	Leydig cell	0.0
DOID:10608	celiac disease	BTO:0000443	adipocyte	0.0
DOID:10608	celiac disease	BTO:0000045	adrenal cortex	29.0
DOID:10608	celiac disease	BTO:0000047	adrenal gland	23.0
DOID:10608	celiac disease	BTO:0001042	amygdala	0.0
DOID:10608	celiac disease	BTO:0000089	blood	26.0
DOID:10608	celiac disease	BTO:0000141	bone marrow	25.0
DOID:10608	celiac disease	BTO:0000142	brain	23.0
DOID:10608	celiac disease	BTO:0002320	cardiac muscle fiber	0.0
DOID:10608	celiac disease	BTO:0001539	cardiac myocyte	0.0
DOID:10608	celiac disease	BTO:0000211	caudate nucleus	0.0
DOID:10608	celiac disease	BTO:0000232	cerebellum	26.0
DOID:10608	celiac disease	BTO:0000269	colon	31.0
DOID:10608	celiac disease	BTO:0000289	cytotoxic T-lymphocyte	32.0
DOID:10608	celiac disease	BTO:0002042	dendritic cell	29.0
DOID:10608	celiac disease	BTO:0001176	endothelial cell	20.0
DOID:10608	celiac disease	BTO:0004911	erythroid progenitor cell	0.0
DOID:10608	celiac disease	BTO:0000562	heart	19.0
DOID:10608	celiac disease	BTO:0002417	helper T-lymphocyte	30.0
DOID:10608	celiac disease	BTO:0000725	hematopoietic stem cell	26.0
DOID:10608	celiac disease	BTO:0001073	hypophysis	26.0
DOID:10608	celiac disease	BTO:0000614	hypothalamus	21.0
DOID:10608	celiac disease	BTO:0000671	kidney	22.0
DOID:10608	celiac disease	BTO:0000759	liver	28.0
DOID:10608	celiac disease	BTO:0000763	lung	19.0
DOID:10608	celiac disease	BTO:0000784	lymph node	29.0
DOID:10608	celiac disease	BTO:0000041	medulla oblongata	0.0
DOID:10608	celiac disease	BTO:0000876	monocyte	27.0
DOID:10608	celiac disease	BTO:0004730	myeloid progenitor cell	35.0
DOID:10608	celiac disease	BTO:0000914	natural killer cell	29.0
DOID:10608	celiac disease	BTO:0000293	occipital lobe	28.0
DOID:10608	celiac disease	BTO:0000961	olfactory bulb	0.0
DOID:10608	celiac disease	BTO:0000975	ovary	20.0
DOID:10608	celiac disease	BTO:0000988	pancreas	29.0
DOID:10608	celiac disease	BTO:0000991	pancreatic islet	36.0
DOID:10608	celiac disease	BTO:0001067	pineal gland	0.0
DOID:10608	celiac disease	BTO:0001078	placenta	23.0
DOID:10608	celiac disease	BTO:0001101	pons	24.0
DOID:10608	celiac disease	BTO:0001129	prostate gland	13.0
DOID:10608	celiac disease	BTO:0001175	retina	0.0
DOID:10608	celiac disease	BTO:0001203	salivary gland	26.0
DOID:10608	celiac disease	BTO:0001235	seminiferous tubule	30.0
DOID:10608	celiac disease	BTO:0001103	skeletal muscle	18.0
DOID:10608	celiac disease	BTO:0001253	skin	27.0
DOID:10608	celiac disease	BTO:0000651	small intestine	41.0
DOID:10608	celiac disease	BTO:0001260	smooth muscle	28.0
DOID:10608	celiac disease	BTO:0000958	spermatogonium	0.0
DOID:10608	celiac disease	BTO:0001279	spinal cord	20.0
DOID:10608	celiac disease	BTO:0001264	spinal ganglion	0.0
DOID:10608	celiac disease	BTO:0001325	superior cervical ganglion	0.0
DOID:10608	celiac disease	BTO:0001355	temporal lobe	20.0
DOID:10608	celiac disease	BTO:0001363	testis	0.0
DOID:10608	celiac disease	BTO:0001365	thalamus	0.0
DOID:10608	celiac disease	BTO:0001374	thymus	25.0
DOID:10608	celiac disease	BTO:0001379	thyroid gland	29.0
DOID:10608	celiac disease	BTO:0001385	tongue	24.0
DOID:10608	celiac disease	BTO:0001387	tonsil	23.0
DOID:10608	celiac disease	BTO:0001388	trachea	0.0
DOID:10608	celiac disease	BTO:0001231	trigeminal ganglion	0.0
DOID:10608	celiac disease	BTO:0001424	uterus	19.0
DOID:10608	celiac disease	BTO:0000084	vermiform appendix	33.0
DOID:3620	central nervous system cancer	BTO:0000776	B-lymphocyte	32.0
DOID:3620	central nervous system cancer	BTO:0000755	Leydig cell	0.0
DOID:3620	central nervous system cancer	BTO:0000443	adipocyte	33.0
DOID:3620	central nervous system cancer	BTO:0000045	adrenal cortex	0.0
DOID:3620	central nervous system cancer	BTO:0000047	adrenal gland	0.0
DOID:3620	central nervous system cancer	BTO:0001042	amygdala	0.0
DOID:3620	central nervous system cancer	BTO:0000089	blood	0.0
DOID:3620	central nervous system cancer	BTO:0000141	bone marrow	0.0
DOID:3620	central nervous system cancer	BTO:0000142	brain	38.0
DOID:3620	central nervous system cancer	BTO:0002320	cardiac muscle fiber	0.0
DOID:3620	central nervous system cancer	BTO:0001539	cardiac myocyte	0.0
DOID:3620	central nervous system cancer	BTO:0000211	caudate nucleus	0.0
DOID:3620	central nervous system cancer	BTO:0000232	cerebellum	41.0
DOID:3620	central nervous system cancer	BTO:0000269	colon	30.0
DOID:3620	central nervous system cancer	BTO:0000289	cytotoxic T-lymphocyte	0.0
DOID:3620	central nervous system cancer	BTO:0002042	dendritic cell	0.0
DOID:3620	central nervous system cancer	BTO:0001176	endothelial cell	30.0
DOID:3620	central nervous system cancer	BTO:0004911	erythroid progenitor cell	0.0
DOID:3620	central nervous system cancer	BTO:0000562	heart	0.0
DOID:3620	central nervous system cancer	BTO:0002417	helper T-lymphocyte	0.0
DOID:3620	central nervous system cancer	BTO:0000725	hematopoietic stem cell	0.0
DOID:3620	central nervous system cancer	BTO:0001073	hypophysis	0.0
DOID:3620	central nervous system cancer	BTO:0000614	hypothalamus	0.0
DOID:3620	central nervous system cancer	BTO:0000671	kidney	24.0
DOID:3620	central nervous system cancer	BTO:0000759	liver	21.0
DOID:3620	central nervous system cancer	BTO:0000763	lung	28.0
DOID:3620	central nervous system cancer	BTO:0000784	lymph node	28.0
DOID:3620	central nervous system cancer	BTO:0000041	medulla oblongata	0.0
DOID:3620	central nervous system cancer	BTO:0000876	monocyte	0.0
DOID:3620	central nervous system cancer	BTO:0004730	myeloid progenitor cell	0.0
DOID:3620	central nervous system cancer	BTO:0000914	natural killer cell	0.0
DOID:3620	central nervous system cancer	BTO:0000293	occipital lobe	0.0
DOID:3620	central nervous system cancer	BTO:0000961	olfactory bulb	0.0
DOID:3620	central nervous system cancer	BTO:0000975	ovary	27.0
DOID:3620	central nervous system cancer	BTO:0000988	pancreas	27.0
DOID:3620	central nervous system cancer	BTO:0000991	pancreatic islet	0.0
DOID:3620	central nervous system cancer	BTO:0001067	pineal gland	43.0
DOID:3620	central nervous system cancer	BTO:0001078	placenta	0.0
DOID:3620	central nervous system cancer	BTO:0001101	pons	37.0
DOID:3620	central nervous system cancer	BTO:0001129	prostate gland	26.0
DOID:3620	central nervous system cancer	BTO:0001175	retina	33.0
DOID:3620	central nervous system cancer	BTO:0001203	salivary gland	0.0
DOID:3620	central nervous system cancer	BTO:0001235	seminiferous tubule	0.0
DOID:3620	central nervous system cancer	BTO:0001103	skeletal muscle	0.0
DOID:3620	central nervous system cancer	BTO:0001253	skin	24.0
DOID:3620	central nervous system cancer	BTO:0000651	small intestine	0.0
DOID:3620	central nervous system cancer	BTO:0001260	smooth muscle	32.0
DOID:3620	central nervous system cancer	BTO:0000958	spermatogonium	0.0
DOID:3620	central nervous system cancer	BTO:0001279	spinal cord	39.0
DOID:3620	central nervous system cancer	BTO:0001264	spinal ganglion	0.0
DOID:3620	central nervous system cancer	BTO:0001325	superior cervical ganglion	0.0
DOID:3620	central nervous system cancer	BTO:0001355	temporal lobe	39.0
DOID:3620	central nervous system cancer	BTO:0001363	testis	0.0
DOID:3620	central nervous system cancer	BTO:0001365	thalamus	32.0
DOID:3620	central nervous system cancer	BTO:0001374	thymus	30.0
DOID:3620	central nervous system cancer	BTO:0001379	thyroid gland	0.0
DOID:3620	central nervous system cancer	BTO:0001385	tongue	0.0
DOID:3620	central nervous system cancer	BTO:0001387	tonsil	0.0
DOID:3620	central nervous system cancer	BTO:0001388	trachea	0.0
DOID:3620	central nervous system cancer	BTO:0001231	trigeminal ganglion	0.0
DOID:3620	central nervous system cancer	BTO:0001424	uterus	0.0
DOID:3620	central nervous system cancer	BTO:0000084	vermiform appendix	0.0
DOID:3455	cerebrovascular accident	BTO:0000776	B-lymphocyte	18.0
DOID:3455	cerebrovascular accident	BTO:0000755	Leydig cell	18.0
DOID:3455	cerebrovascular accident	BTO:0000443	adipocyte	22.0
DOID:3455	cerebrovascular accident	BTO:0000045	adrenal cortex	23.0
DOID:3455	cerebrovascular accident	BTO:0000047	adrenal gland	24.0
DOID:3455	cerebrovascular accident	BTO:0001042	amygdala	25.0
DOID:3455	cerebrovascular accident	BTO:0000089	blood	22.0
DOID:3455	cerebrovascular accident	BTO:0000141	bone marrow	23.0
DOID:3455	cerebrovascular accident	BTO:0000142	brain	34.0
DOID:3455	cerebrovascular accident	BTO:0002320	cardiac muscle fiber	28.0
DOID:3455	cerebrovascular accident	BTO:0001539	cardiac myocyte	26.0
DOID:3455	cerebrovascular accident	BTO:0000211	caudate nucleus	31.0
DOID:3455	cerebrovascular accident	BTO:0000232	cerebellum	30.0
DOID:3455	cerebrovascular accident	BTO:0000269	colon	22.0
DOID:3455	cerebrovascular accident	BTO:0000289	cytotoxic T-lymphocyte	13.0
DOID:3455	cerebrovascular accident	BTO:0002042	dendritic cell	17.0
DOID:3455	cerebrovascular accident	BTO:0001176	endothelial cell	29.0
DOID:3455	cerebrovascular accident	BTO:0004911	erythroid progenitor cell	25.0
DOID:3455	cerebrovascular accident	BTO:0000562	heart	36.0
DOID:3455	cerebrovascular accident	BTO:0002417	helper T-lymphocyte	12.0
DOID:3455	cerebrovascular accident	BTO:0000725	hematopoietic stem cell	22.0
DOID:3455	cerebrovascular accident	BTO:0001073	hypophysis	26.0
DOID:3455	cerebrovascular accident	BTO:0000614	hypothalamus	25.0
DOID:3455	cerebrovascular accident	BTO:0000671	kidney	27.0
DOID:3455	cerebrovascular accident	BTO:0000759	liver	23.0
DOID:3455	cerebrovascular accident	BTO:0000763	lung	26.0
DOID:3455	cerebrovascular accident	BTO:0000784	lymph node	18.0
DOID:3455	cerebrovascular accident	BTO:0000041	medulla oblongata	30.0
DOID:3455	cerebrovascular accident	BTO:0000876	monocyte	26.0
DOID:3455	cerebrovascular accident	BTO:0004730	myeloid progenitor cell	0.0
DOID:3455	cerebrovascular accident	BTO:0000914	natural killer cell	20.0
DOID:3455	cerebrovascular accident	BTO:0000293	occipital lobe	32.0
DOID:3455	cerebrovascular accident	BTO:0000961	olfactory bulb	26.0
DOID:3455	cerebrovascular accident	BTO:0000975	ovary	21.0
DOID:3455	cerebrovascular accident	BTO:0000988	pancreas	22.0
DOID:3455	cerebrovascular accident	BTO:0000991	pancreatic islet	21.0
DOID:3455	cerebrovascular accident	BTO:0001067	pineal gland	23.0
DOID:3455	cerebrovascular accident	BTO:0001078	placenta	21.0
DOID:3455	cerebrovascular accident	BTO:0001101	pons	34.0
DOID:3455	cerebrovascular accident	BTO:0001129	prostate gland	22.0
DOID:3455	cerebrovascular accident	BTO:0001175	retina	23.0
DOID:3455	cerebrovascular accident	BTO:0001203	salivary gland	18.0
DOID:3455	cerebrovascular accident	BTO:0001235	seminiferous tubule	0.0
DOID:3455	cerebrovascular accident	BTO:0001103	skeletal muscle	28.0
DOID:3455	cerebrovascular accident	BTO:0001253	skin	24.0
DOID:3455	cerebrovascular accident	BTO:0000651	small intestine	21.0
DOID:3455	cerebrovascular accident	BTO:0001260	smooth muscle	29.0
DOID:3455	cerebrovascular accident	BTO:0000958	spermatogonium	0.0
DOID:3455	cerebrovascular accident	BTO:0001279	spinal cord	30.0
DOID:3455	cerebrovascular accident	BTO:0001264	spinal ganglion	23.0
DOID:3455	cerebrovascular accident	BTO:0001325	superior cervical ganglion	25.0
DOID:3455	cerebrovascular accident	BTO:0001355	temporal lobe	32.0
DOID:3455	cerebrovascular accident	BTO:0001363	testis	17.0
DOID:3455	cerebrovascular accident	BTO:0001365	thalamus	34.0
DOID:3455	cerebrovascular accident	BTO:0001374	thymus	15.0
DOID:3455	cerebrovascular accident	BTO:0001379	thyroid gland	19.0
DOID:3455	cerebrovascular accident	BTO:0001385	tongue	27.0
DOID:3455	cerebrovascular accident	BTO:0001387	tonsil	19.0
DOID:3455	cerebrovascular accident	BTO:0001388	trachea	23.0
DOID:3455	cerebrovascular accident	BTO:0001231	trigeminal ganglion	23.0
DOID:3455	cerebrovascular accident	BTO:0001424	uterus	21.0
DOID:3455	cerebrovascular accident	BTO:0000084	vermiform appendix	16.0
DOID:10211	cholelithiasis	BTO:0000776	B-lymphocyte	21.0
DOID:10211	cholelithiasis	BTO:0000755	Leydig cell	21.0
DOID:10211	cholelithiasis	BTO:0000443	adipocyte	24.0
DOID:10211	cholelithiasis	BTO:0000045	adrenal cortex	24.0
DOID:10211	cholelithiasis	BTO:0000047	adrenal gland	25.0
DOID:10211	cholelithiasis	BTO:0001042	amygdala	0.0
DOID:10211	cholelithiasis	BTO:0000089	blood	0.0
DOID:10211	cholelithiasis	BTO:0000141	bone marrow	23.0
DOID:10211	cholelithiasis	BTO:0000142	brain	15.0
DOID:10211	cholelithiasis	BTO:0002320	cardiac muscle fiber	22.0
DOID:10211	cholelithiasis	BTO:0001539	cardiac myocyte	0.0
DOID:10211	cholelithiasis	BTO:0000211	caudate nucleus	23.0
DOID:10211	cholelithiasis	BTO:0000232	cerebellum	0.0
DOID:10211	cholelithiasis	BTO:0000269	colon	32.0
DOID:10211	cholelithiasis	BTO:0000289	cytotoxic T-lymphocyte	0.0
DOID:10211	cholelithiasis	BTO:0002042	dendritic cell	0.0
DOID:10211	cholelithiasis	BTO:0001176	endothelial cell	15.0
DOID:10211	cholelithiasis	BTO:0004911	erythroid progenitor cell	0.0
DOID:10211	cholelithiasis	BTO:0000562	heart	26.0
DOID:10211	cholelithiasis	BTO:0002417	helper T-lymphocyte	25.0
DOID:10211	cholelithiasis	BTO:0000725	hematopoietic stem cell	0.0
DOID:10211	cholelithiasis	BTO:0001073	hypophysis	0.0
DOID:10211	cholelithiasis	BTO:0000614	hypothalamus	20.0
DOID:10211	cholelithiasis	BTO:0000671	kidney	25.0
DOID:10211	cholelithiasis	BTO:0000759	liver	34.0
DOID:10211	cholelithiasis	BTO:0000763	lung	23.0
DOID:10211	cholelithiasis	BTO:0000784	lymph node	28.0
DOID:10211	cholelithiasis	BTO:0000041	medulla oblongata	0.0
DOID:10211	cholelithiasis	BTO:0000876	monocyte	18.0
DOID:10211	cholelithiasis	BTO:0004730	myeloid progenitor cell	0.0
DOID:10211	cholelithiasis	BTO:0000914	natural killer cell	0.0
DOID:10211	cholelithiasis	BTO:0000293	occipital lobe	0.0
DOID:10211	cholelithiasis	BTO:0000961	olfactory bulb	0.0
DOID:10211	cholelithiasis	BTO:0000975	ovary	25.0
DOID:10211	cholelithiasis	BTO:0000988	pancreas	36.0
DOID:10211	cholelithiasis	BTO:0000991	pancreatic islet	27.0
DOID:10211	cholelithiasis	BTO:0001067	pineal gland	0.0
DOID:10211	cholelithiasis	BTO:0001078	placenta	0.0
DOID:10211	cholelithiasis	BTO:0001101	pons	0.0
DOID:10211	cholelithiasis	BTO:0001129	prostate gland	19.0
DOID:10211	cholelithiasis	BTO:0001175	retina	0.0
DOID:10211	cholelithiasis	BTO:0001203	salivary gland	21.0
DOID:10211	cholelithiasis	BTO:0001235	seminiferous tubule	0.0
DOID:10211	cholelithiasis	BTO:0001103	skeletal muscle	0.0
DOID:10211	cholelithiasis	BTO:0001253	skin	23.0
DOID:10211	cholelithiasis	BTO:0000651	small intestine	31.0
DOID:10211	cholelithiasis	BTO:0001260	smooth muscle	25.0
DOID:10211	cholelithiasis	BTO:0000958	spermatogonium	0.0
DOID:10211	cholelithiasis	BTO:0001279	spinal cord	20.0
DOID:10211	cholelithiasis	BTO:0001264	spinal ganglion	0.0
DOID:10211	cholelithiasis	BTO:0001325	superior cervical ganglion	0.0
DOID:10211	cholelithiasis	BTO:0001355	temporal lobe	0.0
DOID:10211	cholelithiasis	BTO:0001363	testis	0.0
DOID:10211	cholelithiasis	BTO:0001365	thalamus	0.0
DOID:10211	cholelithiasis	BTO:0001374	thymus	0.0
DOID:10211	cholelithiasis	BTO:0001379	thyroid gland	0.0
DOID:10211	cholelithiasis	BTO:0001385	tongue	0.0
DOID:10211	cholelithiasis	BTO:0001387	tonsil	22.0
DOID:10211	cholelithiasis	BTO:0001388	trachea	25.0
DOID:10211	cholelithiasis	BTO:0001231	trigeminal ganglion	0.0
DOID:10211	cholelithiasis	BTO:0001424	uterus	26.0
DOID:10211	cholelithiasis	BTO:0000084	vermiform appendix	29.0
DOID:784	chronic kidney failure	BTO:0000776	B-lymphocyte	27.0
DOID:784	chronic kidney failure	BTO:0000755	Leydig cell	29.0
DOID:784	chronic kidney failure	BTO:0000443	adipocyte	28.0
DOID:784	chronic kidney failure	BTO:0000045	adrenal cortex	17.0
DOID:784	chronic kidney failure	BTO:0000047	adrenal gland	25.0
DOID:784	chronic kidney failure	BTO:0001042	amygdala	0.0
DOID:784	chronic kidney failure	BTO:0000089	blood	27.0
DOID:784	chronic kidney failure	BTO:0000141	bone marrow	28.0
DOID:784	chronic kidney failure	BTO:0000142	brain	23.0
DOID:784	chronic kidney failure	BTO:0002320	cardiac muscle fiber	25.0
DOID:784	chronic kidney failure	BTO:0001539	cardiac myocyte	26.0
DOID:784	chronic kidney failure	BTO:0000211	caudate nucleus	16.0
DOID:784	chronic kidney failure	BTO:0000232	cerebellum	20.0
DOID:784	chronic kidney failure	BTO:0000269	colon	25.0
DOID:784	chronic kidney failure	BTO:0000289	cytotoxic T-lymphocyte	18.0
DOID:784	chronic kidney failure	BTO:0002042	dendritic cell	21.0
DOID:784	chronic kidney failure	BTO:0001176	endothelial cell	28.0
DOID:784	chronic kidney failure	BTO:0004911	erythroid progenitor cell	38.0
DOID:784	chronic kidney failure	BTO:0000562	heart	30.0
DOID:784	chronic kidney failure	BTO:0002417	helper T-lymphocyte	28.0
DOID:784	chronic kidney failure	BTO:0000725	hematopoietic stem cell	26.0
DOID:784	chronic kidney failure	BTO:0001073	hypophysis	23.0
DOID:784	chronic kidney failure	BTO:0000614	hypothalamus	23.0
DOID:784	chronic kidney failure	BTO:0000671	kidney	39.0
DOID:784	chronic kidney failure	BTO:0000759	liver	28.0
DOID:784	chronic kidney failure	BTO:0000763	lung	25.0
DOID:784	chronic kidney failure	BTO:0000784	lymph node	22.0
DOID:784	chronic kidney failure	BTO:0000041	medulla oblongata	18.0
DOID:784	chronic kidney failure	BTO:0000876	monocyte	30.0
DOID:784	chronic kidney failure	BTO:0004730	myeloid progenitor cell	27.0
DOID:784	chronic kidney failure	BTO:0000914	natural killer cell	26.0
DOID:784	chronic kidney failure	BTO:0000293	occipital lobe	20.0
DOID:784	chronic kidney failure	BTO:0000961	olfactory bulb	15.0
DOID:784	chronic kidney failure	BTO:0000975	ovary	20.0
DOID:784	chronic kidney failure	BTO:0000988	pancreas	31.0
DOID:784	chronic kidney failure	BTO:0000991	pancreatic islet	28.0
DOID:784	chronic kidney failure	BTO:0001067	pineal gland	22.0
DOID:784	chronic kidney failure	BTO:0001078	placenta	21.0
DOID:784	chronic kidney failure	BTO:0001101	pons	25.0
DOID:784	chronic kidney failure	BTO:0001129	prostate gland	23.0
DOID:784	chronic kidney failure	BTO:0001175	retina	20.0
DOID:784	chronic kidney failure	BTO:0001203	salivary gland	22.0
DOID:784	chronic kidney failure	BTO:0001235	seminiferous tubule	0.0
DOID:784	chronic kidney failure	BTO:0001103	skeletal muscle	28.0
DOID:784	chronic kidney failure	BTO:0001253	skin	28.0
DOID:784	chronic kidney failure	BTO:0000651	small intestine	24.0
DOID:784	chronic kidney failure	BTO:0001260	smooth muscle	29.0
DOID:784	chronic kidney failure	BTO:0000958	spermatogonium	22.0
DOID:784	chronic kidney failure	BTO:0001279	spinal cord	24.0
DOID:784	chronic kidney failure	BTO:0001264	spinal ganglion	0.0
DOID:784	chronic kidney failure	BTO:0001325	superior cervical ganglion	0.0
DOID:784	chronic kidney failure	BTO:0001355	temporal lobe	17.0
DOID:784	chronic kidney failure	BTO:0001363	testis	22.0
DOID:784	chronic kidney failure	BTO:0001365	thalamus	19.0
DOID:784	chronic kidney failure	BTO:0001374	thymus	21.0
DOID:784	chronic kidney failure	BTO:0001379	thyroid gland	27.0
DOID:784	chronic kidney failure	BTO:0001385	tongue	22.0
DOID:784	chronic kidney failure	BTO:0001387	tonsil	18.0
DOID:784	chronic kidney failure	BTO:0001388	trachea	22.0
DOID:784	chronic kidney failure	BTO:0001231	trigeminal ganglion	0.0
DOID:784	chronic kidney failure	BTO:0001424	uterus	20.0
DOID:784	chronic kidney failure	BTO:0000084	vermiform appendix	23.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000776	B-lymphocyte	44.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000755	Leydig cell	25.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000443	adipocyte	23.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000045	adrenal cortex	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000047	adrenal gland	25.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001042	amygdala	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000089	blood	42.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000141	bone marrow	40.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000142	brain	23.0
DOID:1040	chronic lymphocytic leukemia	BTO:0002320	cardiac muscle fiber	19.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001539	cardiac myocyte	20.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000211	caudate nucleus	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000232	cerebellum	21.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000269	colon	29.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000289	cytotoxic T-lymphocyte	33.0
DOID:1040	chronic lymphocytic leukemia	BTO:0002042	dendritic cell	32.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001176	endothelial cell	26.0
DOID:1040	chronic lymphocytic leukemia	BTO:0004911	erythroid progenitor cell	37.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000562	heart	19.0
DOID:1040	chronic lymphocytic leukemia	BTO:0002417	helper T-lymphocyte	34.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000725	hematopoietic stem cell	37.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001073	hypophysis	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000614	hypothalamus	17.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000671	kidney	25.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000759	liver	26.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000763	lung	28.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000784	lymph node	35.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000041	medulla oblongata	22.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000876	monocyte	35.0
DOID:1040	chronic lymphocytic leukemia	BTO:0004730	myeloid progenitor cell	37.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000914	natural killer cell	35.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000293	occipital lobe	24.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000961	olfactory bulb	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000975	ovary	26.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000988	pancreas	25.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000991	pancreatic islet	19.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001067	pineal gland	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001078	placenta	23.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001101	pons	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001129	prostate gland	29.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001175	retina	18.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001203	salivary gland	27.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001235	seminiferous tubule	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001103	skeletal muscle	16.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001253	skin	29.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000651	small intestine	23.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001260	smooth muscle	19.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000958	spermatogonium	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001279	spinal cord	22.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001264	spinal ganglion	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001325	superior cervical ganglion	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001355	temporal lobe	21.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001363	testis	28.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001365	thalamus	18.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001374	thymus	33.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001379	thyroid gland	26.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001385	tongue	24.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001387	tonsil	39.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001388	trachea	21.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001231	trigeminal ganglion	0.0
DOID:1040	chronic lymphocytic leukemia	BTO:0001424	uterus	23.0
DOID:1040	chronic lymphocytic leukemia	BTO:0000084	vermiform appendix	25.0
DOID:8552	chronic myeloid leukemia	BTO:0000776	B-lymphocyte	32.0
DOID:8552	chronic myeloid leukemia	BTO:0000755	Leydig cell	0.0
DOID:8552	chronic myeloid leukemia	BTO:0000443	adipocyte	30.0
DOID:8552	chronic myeloid leukemia	BTO:0000045	adrenal cortex	0.0
DOID:8552	chronic myeloid leukemia	BTO:0000047	adrenal gland	0.0
DOID:8552	chronic myeloid leukemia	BTO:0001042	amygdala	0.0
DOID:8552	chronic myeloid leukemia	BTO:0000089	blood	43.0
DOID:8552	chronic myeloid leukemia	BTO:0000141	bone marrow	39.0
DOID:8552	chronic myeloid leukemia	BTO:0000142	brain	22.0
DOID:8552	chronic myeloid leukemia	BTO:0002320	cardiac muscle fiber	0.0
DOID:8552	chronic myeloid leukemia	BTO:0001539	cardiac myocyte	28.0
DOID:8552	chronic myeloid leukemia	BTO:0000211	caudate nucleus	0.0
DOID:8552	chronic myeloid leukemia	BTO:0000232	cerebellum	21.0
DOID:8552	chronic myeloid leukemia	BTO:0000269	colon	29.0
DOID:8552	chronic myeloid leukemia	BTO:0000289	cytotoxic T-lymphocyte	38.0
