disease_code	disease_name	gene_code	gene_symbol	status
DOID:10652	Alzheimer's disease	HGNC:37	ABCA7	HC_primary
DOID:10652	Alzheimer's disease	HGNC:613	APOE	HC_primary
DOID:10652	Alzheimer's disease	HGNC:1052	BIN1	HC_primary
DOID:10652	Alzheimer's disease	HGNC:14258	CD2AP	HC_primary
DOID:10652	Alzheimer's disease	HGNC:1659	CD33	HC_primary
DOID:10652	Alzheimer's disease	HGNC:2095	CLU	HC_primary
DOID:10652	Alzheimer's disease	HGNC:2334	CR1	HC_primary
DOID:10652	Alzheimer's disease	HGNC:3385	EPHA1	HC_primary
DOID:10652	Alzheimer's disease	HGNC:13375	MS4A6A	HC_primary
DOID:10652	Alzheimer's disease	HGNC:21055	MTHFD1L	HC_primary
DOID:10652	Alzheimer's disease	HGNC:15514	PICALM	HC_primary
DOID:10652	Alzheimer's disease	HGNC:11185	SORL1	HC_primary
DOID:10652	Alzheimer's disease	HGNC:607	APOC1	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:998	BCL3	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:31948	CEACAM16	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:33480	CYP27C1	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:2895	EDAR	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:13371	MS4A4A	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:14284	MS4A4E	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:27607	PPP1R37	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:9707	PVRL2	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:19000	SCARA3	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:18001	TOMM40	HC_secondary
DOID:10652	Alzheimer's disease	HGNC:13202	ADAMTS9	LC_primary
DOID:10652	Alzheimer's disease	HGNC:25681	ANKRD55	LC_primary
DOID:10652	Alzheimer's disease	HGNC:18357	ARHGAP20	LC_primary
DOID:10652	Alzheimer's disease	HGNC:26744	C5orf64	LC_primary
DOID:10652	Alzheimer's disease	HGNC:2510	CTNNA2	LC_primary
DOID:10652	Alzheimer's disease	HGNC:19986	CYCS	LC_primary
DOID:10652	Alzheimer's disease	HGNC:23111	DCHS2	LC_primary
DOID:10652	Alzheimer's disease	HGNC:16286	ELMO1	LC_primary
DOID:10652	Alzheimer's disease	HGNC:30389	EXOC4	LC_primary
DOID:10652	Alzheimer's disease	HGNC:14074	FMN2	LC_primary
DOID:10652	Alzheimer's disease	HGNC:14458	GAB2	LC_primary
DOID:10652	Alzheimer's disease	HGNC:19698	KCNV2	LC_primary
DOID:10652	Alzheimer's disease	HGNC:6619	LIPC	LC_primary
DOID:10652	Alzheimer's disease	HGNC:7141	MLN	LC_primary
DOID:10652	Alzheimer's disease	HGNC:7158	MMP12	LC_primary
DOID:10652	Alzheimer's disease	HGNC:7189	MOBP	LC_primary
DOID:10652	Alzheimer's disease	HGNC:8616	PAX2	LC_primary
DOID:10652	Alzheimer's disease	HGNC:8792	PDE7B	LC_primary
DOID:10652	Alzheimer's disease	HGNC:14942	PPP1R3B	LC_primary
DOID:10652	Alzheimer's disease	HGNC:24903	PRRC2C	LC_primary
DOID:10652	Alzheimer's disease	HGNC:9971	RFC3	LC_primary
DOID:10652	Alzheimer's disease	HGNC:19182	SASH1	LC_primary
DOID:10652	Alzheimer's disease	HGNC:11001	SLC28A1	LC_primary
DOID:10652	Alzheimer's disease	HGNC:11252	SPON1	LC_primary
DOID:10652	Alzheimer's disease	HGNC:18695	ST18	LC_primary
DOID:10652	Alzheimer's disease	HGNC:26242	TTLL7	LC_primary
DOID:10652	Alzheimer's disease	HGNC:29315	VAT1L	LC_primary
DOID:10652	Alzheimer's disease	HGNC:17574	ALPK3	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:3694	FGG	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:3817	FOXL1	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:17113	HIF1AN	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:5185	HRK	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:29676	KIAA0020	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:21244	LEMD2	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:6685	LRAT	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:7173	MMP3	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:8659	PCDH7	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:9530	PSMA1	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:32417	RGPD4	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:25905	RNFT2	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:17271	RRAS2	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:21180	SAMD5	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:23400	SEC11C	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:12698	VLDLR	LC_secondary
DOID:10652	Alzheimer's disease	HGNC:28986	ZNF592	LC_secondary
DOID:9206	Barrett's esophagus	HGNC:3809	FOXF1	HC_primary
DOID:9206	Barrett's esophagus	HGNC:5358	IRF8	HC_secondary
DOID:9206	Barrett's esophagus	HGNC:8178	OR12D2	HC_secondary
DOID:9206	Barrett's esophagus	HGNC:13963	OR12D3	HC_secondary
DOID:9206	Barrett's esophagus	HGNC:26504	AGBL1	LC_primary
DOID:9206	Barrett's esophagus	HGNC:26598	C12orf36	LC_secondary
DOID:9206	Barrett's esophagus	HGNC:4586	GRIN2B	LC_secondary
DOID:9206	Barrett's esophagus	HGNC:19952	PLSCR5	LC_secondary
DOID:13241	Behcet's disease	HGNC:1602	CCR1	HC_primary
DOID:13241	Behcet's disease	HGNC:18173	ERAP1	HC_primary
DOID:13241	Behcet's disease	HGNC:5962	IL10	HC_primary
DOID:13241	Behcet's disease	HGNC:6377	KLRC4	HC_primary
DOID:13241	Behcet's disease	HGNC:17202	PSORS1C1	HC_primary
DOID:13241	Behcet's disease	HGNC:11365	STAT4	HC_primary
DOID:13241	Behcet's disease	HGNC:17925	TFCP2L1	HC_primary
DOID:13241	Behcet's disease	HGNC:13927	C6orf15	HC_secondary
DOID:13241	Behcet's disease	HGNC:1604	CCR3	HC_secondary
DOID:13241	Behcet's disease	HGNC:27780	HCG22	HC_secondary
DOID:13241	Behcet's disease	HGNC:5972	IL12RB2	HC_secondary
DOID:13241	Behcet's disease	HGNC:19100	IL23R	HC_secondary
DOID:13241	Behcet's disease	HGNC:7090	MICA	HC_secondary
DOID:13241	Behcet's disease	HGNC:7091	MICB	HC_secondary
DOID:13241	Behcet's disease	HGNC:5969	IL12A	LC_primary
DOID:13241	Behcet's disease	HGNC:15678	SCHIP1	LC_secondary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:7454	MTMR7	HC_primary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:7895	NPAS2	HC_primary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:9449	PRNP	HC_primary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:15748	PRND	HC_secondary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:16714	PKNOX2	LC_primary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:10577	STMN2	LC_primary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:6023	IL7	LC_secondary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:4504	LGR5	LC_secondary
DOID:11949	Creutzfeldt-Jakob syndrome	HGNC:11855	TSPAN8	LC_secondary
DOID:8778	Crohn's disease	HGNC:208	ADAM30	HC_primary
DOID:8778	Crohn's disease	HGNC:25681	ANKRD55	HC_primary
DOID:8778	Crohn's disease	HGNC:21498	ATG16L1	HC_primary
DOID:8778	Crohn's disease	HGNC:14078	BACH2	HC_primary
DOID:8778	Crohn's disease	HGNC:18071	C11orf30	HC_primary
DOID:8778	Crohn's disease	HGNC:33838	C5orf56	HC_primary
DOID:8778	Crohn's disease	HGNC:16391	CARD9	HC_primary
DOID:8778	Crohn's disease	HGNC:1607	CCR6	HC_primary
DOID:8778	Crohn's disease	HGNC:21050	CDKAL1	HC_primary
DOID:8778	Crohn's disease	HGNC:2074	CLN3	HC_primary
DOID:8778	Crohn's disease	HGNC:21747	CPEB4	HC_primary
DOID:8778	Crohn's disease	HGNC:28404	DENND1B	HC_primary
DOID:8778	Crohn's disease	HGNC:2978	DNMT3A	HC_primary
DOID:8778	Crohn's disease	HGNC:29499	ERAP2	HC_primary
DOID:8778	Crohn's disease	HGNC:3574	FADS1	HC_primary
DOID:8778	Crohn's disease	HGNC:4013	FUT2	HC_primary
DOID:8778	Crohn's disease	HGNC:4196	GCKR	HC_primary
DOID:8778	Crohn's disease	HGNC:4517	GPR65	HC_primary
DOID:8778	Crohn's disease	HGNC:4943	HLA-DQA2	HC_primary
DOID:8778	Crohn's disease	HGNC:17087	ICOSLG	HC_primary
DOID:8778	Crohn's disease	HGNC:5440	IFNGR2	HC_primary
DOID:8778	Crohn's disease	HGNC:5962	IL10	HC_primary
DOID:8778	Crohn's disease	HGNC:5970	IL12B	HC_primary
DOID:8778	Crohn's disease	HGNC:19100	IL23R	HC_primary
DOID:8778	Crohn's disease	HGNC:6008	IL2RA	HC_primary
DOID:8778	Crohn's disease	HGNC:29597	IRGM	HC_primary
DOID:8778	Crohn's disease	HGNC:18259	ITLN1	HC_primary
DOID:8778	Crohn's disease	HGNC:6192	JAK2	HC_primary
DOID:8778	Crohn's disease	HGNC:6465	KSR1	HC_primary
DOID:8778	Crohn's disease	HGNC:26789	LACC1	HC_primary
DOID:8778	Crohn's disease	HGNC:7380	MST1	HC_primary
DOID:8778	Crohn's disease	HGNC:7451	MTMR3	HC_primary
DOID:8778	Crohn's disease	HGNC:14362	MUC19	HC_primary
DOID:8778	Crohn's disease	HGNC:7836	NKX2-3	HC_primary
DOID:8778	Crohn's disease	HGNC:5331	NOD2	HC_primary
DOID:8778	Crohn's disease	HGNC:16038	ORMDL3	HC_primary
DOID:8778	Crohn's disease	HGNC:9355	PRDX5	HC_primary
DOID:8778	Crohn's disease	HGNC:9596	PTGER4	HC_primary
DOID:8778	Crohn's disease	HGNC:9650	PTPN2	HC_primary
DOID:8778	Crohn's disease	HGNC:9652	PTPN22	HC_primary
DOID:8778	Crohn's disease	HGNC:26505	PUS10	HC_primary
DOID:8778	Crohn's disease	HGNC:9928	RBX1	HC_primary
DOID:8778	Crohn's disease	HGNC:30362	SBSPON	HC_primary
DOID:8778	Crohn's disease	HGNC:10565	SCAMP3	HC_primary
DOID:8778	Crohn's disease	HGNC:15687	SKAP2	HC_primary
DOID:8778	Crohn's disease	HGNC:29282	SLAIN2	HC_primary
DOID:8778	Crohn's disease	HGNC:21106	SLC22A23	HC_primary
DOID:8778	Crohn's disease	HGNC:17466	SLC43A3	HC_primary
DOID:8778	Crohn's disease	HGNC:23613	SLCO6A1	HC_primary
DOID:8778	Crohn's disease	HGNC:6769	SMAD3	HC_primary
DOID:8778	Crohn's disease	HGNC:17133	SP140	HC_primary
DOID:8778	Crohn's disease	HGNC:11364	STAT3	HC_primary
DOID:8778	Crohn's disease	HGNC:15669	TAGAP	HC_primary
DOID:8778	Crohn's disease	HGNC:11578	TBC1D1	HC_primary
DOID:8778	Crohn's disease	HGNC:19217	THADA	HC_primary
DOID:8778	Crohn's disease	HGNC:26623	TMEM17	HC_primary
DOID:8778	Crohn's disease	HGNC:11926	TNFSF11	HC_primary
DOID:8778	Crohn's disease	HGNC:11931	TNFSF15	HC_primary
DOID:8778	Crohn's disease	HGNC:11932	TNFSF18	HC_primary
DOID:8778	Crohn's disease	HGNC:12440	TYK2	HC_primary
DOID:8778	Crohn's disease	HGNC:12474	UBE2D1	HC_primary
DOID:8778	Crohn's disease	HGNC:12488	UBE2L3	HC_primary
DOID:8778	Crohn's disease	HGNC:12644	VAMP3	HC_primary
DOID:8778	Crohn's disease	HGNC:1107	ZFP36L1	HC_primary
DOID:8778	Crohn's disease	HGNC:15948	ZGPAT	HC_primary
DOID:8778	Crohn's disease	HGNC:16493	ZMIZ1	HC_primary
DOID:8778	Crohn's disease	HGNC:18194	ZNF365	HC_primary
DOID:8778	Crohn's disease	HGNC:16496	ACSL6	HC_secondary
DOID:8778	Crohn's disease	HGNC:23506	ADO	HC_secondary
DOID:8778	Crohn's disease	HGNC:278	ADRA1B	HC_secondary
DOID:8778	Crohn's disease	HGNC:352	AIF1	HC_secondary
DOID:8778	Crohn's disease	HGNC:17376	AK3	HC_secondary
DOID:8778	Crohn's disease	HGNC:15629	B3GNT2	HC_secondary
DOID:8778	Crohn's disease	HGNC:18233	BANK1	HC_secondary
DOID:8778	Crohn's disease	HGNC:25114	BOD1	HC_secondary
DOID:8778	Crohn's disease	HGNC:22393	BRINP3	HC_secondary
DOID:8778	Crohn's disease	HGNC:1117	BSN	HC_secondary
DOID:8778	Crohn's disease	HGNC:25599	C1orf106	HC_secondary
DOID:8778	Crohn's disease	HGNC:32044	C1orf141	HC_secondary
DOID:8778	Crohn's disease	HGNC:1273	C21orf33	HC_secondary
DOID:8778	Crohn's disease	HGNC:34439	C2orf74	HC_secondary
DOID:8778	Crohn's disease	HGNC:22564	C7orf72	HC_secondary
DOID:8778	Crohn's disease	HGNC:24513	C9orf91	HC_secondary
DOID:8778	Crohn's disease	HGNC:26757	CCDC88B	HC_secondary
DOID:8778	Crohn's disease	HGNC:10609	CCL1	HC_secondary
DOID:8778	Crohn's disease	HGNC:10610	CCL11	HC_secondary
DOID:8778	Crohn's disease	HGNC:10611	CCL13	HC_secondary
DOID:8778	Crohn's disease	HGNC:10618	CCL2	HC_secondary
DOID:8778	Crohn's disease	HGNC:10634	CCL7	HC_secondary
DOID:8778	Crohn's disease	HGNC:10635	CCL8	HC_secondary
DOID:8778	Crohn's disease	HGNC:23354	CCNY	HC_secondary
DOID:8778	Crohn's disease	HGNC:1633	CD19	HC_secondary
DOID:8778	Crohn's disease	HGNC:1833	CEBPA	HC_secondary
DOID:8778	Crohn's disease	HGNC:23228	CPAMD8	HC_secondary
DOID:8778	Crohn's disease	HGNC:16844	CREB5	HC_secondary
DOID:8778	Crohn's disease	HGNC:2352	CREM	HC_secondary
DOID:8778	Crohn's disease	HGNC:2434	CSF2	HC_secondary
DOID:8778	Crohn's disease	HGNC:2552	CUL2	HC_secondary
DOID:8778	Crohn's disease	HGNC:2584	CYLD	HC_secondary
DOID:8778	Crohn's disease	HGNC:2697	DBP	HC_secondary
DOID:8778	Crohn's disease	HGNC:17641	DCLRE1B	HC_secondary
DOID:8778	Crohn's disease	HGNC:2851	DGKD	HC_secondary
DOID:8778	Crohn's disease	HGNC:29144	EHBP1	HC_secondary
DOID:8778	Crohn's disease	HGNC:3279	EIF3C	HC_secondary
DOID:8778	Crohn's disease	HGNC:3373	EP300	HC_secondary
DOID:8778	Crohn's disease	HGNC:3471	ESRRA	HC_secondary
DOID:8778	Crohn's disease	HGNC:11936	FASLG	HC_secondary
DOID:8778	Crohn's disease	HGNC:17012	FGFR1OP	HC_secondary
DOID:8778	Crohn's disease	HGNC:13286	FIGNL1	HC_secondary
DOID:8778	Crohn's disease	HGNC:21184	FNDC1	HC_secondary
DOID:8778	Crohn's disease	HGNC:3802	FOXD1	HC_secondary
DOID:8778	Crohn's disease	HGNC:13875	FOXP2	HC_secondary
DOID:8778	Crohn's disease	HGNC:4070	GABBR1	HC_secondary
DOID:8778	Crohn's disease	HGNC:4115	GALC	HC_secondary
DOID:8778	Crohn's disease	HGNC:4163	GART	HC_secondary
DOID:8778	Crohn's disease	HGNC:18177	GIPC2	HC_secondary
DOID:8778	Crohn's disease	HGNC:4432	GOT1	HC_secondary
DOID:8778	Crohn's disease	HGNC:4553	GPX1	HC_secondary
DOID:8778	Crohn's disease	HGNC:4556	GPX4	HC_secondary
DOID:8778	Crohn's disease	HGNC:23690	GSDMB	HC_secondary
DOID:8778	Crohn's disease	HGNC:4931	HLA-A	HC_secondary
DOID:8778	Crohn's disease	HGNC:4932	HLA-B	HC_secondary
DOID:8778	Crohn's disease	HGNC:4933	HLA-C	HC_secondary
DOID:8778	Crohn's disease	HGNC:4937	HLA-DOB	HC_secondary
DOID:8778	Crohn's disease	HGNC:4942	HLA-DQA1	HC_secondary
DOID:8778	Crohn's disease	HGNC:4944	HLA-DQB1	HC_secondary
DOID:8778	Crohn's disease	HGNC:4948	HLA-DRB1	HC_secondary
DOID:8778	Crohn's disease	HGNC:4963	HLA-F	HC_secondary
DOID:8778	Crohn's disease	HGNC:4964	HLA-G	HC_secondary
DOID:8778	Crohn's disease	HGNC:17102	HMHA1	HC_secondary
DOID:8778	Crohn's disease	HGNC:5344	ICAM1	HC_secondary
DOID:8778	Crohn's disease	HGNC:5346	ICAM3	HC_secondary
DOID:8778	Crohn's disease	HGNC:5432	IFNAR1	HC_secondary
DOID:8778	Crohn's disease	HGNC:5433	IFNAR2	HC_secondary
DOID:8778	Crohn's disease	HGNC:13176	IKZF1	HC_secondary
DOID:8778	Crohn's disease	HGNC:13178	IKZF3	HC_secondary
DOID:8778	Crohn's disease	HGNC:5965	IL10RB	HC_secondary
DOID:8778	Crohn's disease	HGNC:5972	IL12RB2	HC_secondary
DOID:8778	Crohn's disease	HGNC:5988	IL18R1	HC_secondary
DOID:8778	Crohn's disease	HGNC:5989	IL18RAP	HC_secondary
DOID:8778	Crohn's disease	HGNC:5990	IL19	HC_secondary
DOID:8778	Crohn's disease	HGNC:5998	IL1RL1	HC_secondary
DOID:8778	Crohn's disease	HGNC:19157	IL27	HC_secondary
DOID:8778	Crohn's disease	HGNC:6011	IL3	HC_secondary
DOID:8778	Crohn's disease	HGNC:18969	IL31RA	HC_secondary
DOID:8778	Crohn's disease	HGNC:6021	IL6ST	HC_secondary
DOID:8778	Crohn's disease	HGNC:6079	INPP5D	HC_secondary
DOID:8778	Crohn's disease	HGNC:20739	IPMK	HC_secondary
DOID:8778	Crohn's disease	HGNC:6116	IRF1	HC_secondary
DOID:8778	Crohn's disease	HGNC:28539	IZUMO1	HC_secondary
DOID:8778	Crohn's disease	HGNC:28917	JAZF1	HC_secondary
DOID:8778	Crohn's disease	HGNC:6232	KCNB2	HC_secondary
DOID:8778	Crohn's disease	HGNC:29387	KIAA1841	HC_secondary
DOID:8778	Crohn's disease	HGNC:29442	KIF21B	HC_secondary
DOID:8778	Crohn's disease	HGNC:18874	LAT	HC_secondary
DOID:8778	Crohn's disease	HGNC:6570	LGALS9	HC_secondary
DOID:8778	Crohn's disease	HGNC:6596	LIF	HC_secondary
DOID:8778	Crohn's disease	HGNC:4161	LRRC32	HC_secondary
DOID:8778	Crohn's disease	HGNC:18618	LRRK2	HC_secondary
DOID:8778	Crohn's disease	HGNC:14189	LST1	HC_secondary
DOID:8778	Crohn's disease	HGNC:6709	LTA	HC_secondary
DOID:8778	Crohn's disease	HGNC:6711	LTB	HC_secondary
DOID:8778	Crohn's disease	HGNC:26689	MAMSTR	HC_secondary
DOID:8778	Crohn's disease	HGNC:6887	MAPKAPK2	HC_secondary
DOID:8778	Crohn's disease	HGNC:28870	MDFIC	HC_secondary
DOID:8778	Crohn's disease	HGNC:7091	MICB	HC_secondary
DOID:8778	Crohn's disease	HGNC:11645	MLX	HC_secondary
DOID:8778	Crohn's disease	HGNC:7197	MOG	HC_secondary
DOID:8778	Crohn's disease	HGNC:7508	MUC1	HC_secondary
DOID:8778	Crohn's disease	HGNC:19077	NCR3	HC_secondary
DOID:8778	Crohn's disease	HGNC:17592	NDFIP1	HC_secondary
DOID:8778	Crohn's disease	HGNC:7750	NELL1	HC_secondary
DOID:8778	Crohn's disease	HGNC:7800	NFKBIL1	HC_secondary
DOID:8778	Crohn's disease	HGNC:17045	NKD1	HC_secondary
DOID:8778	Crohn's disease	HGNC:7873	NOS2	HC_secondary
DOID:8778	Crohn's disease	HGNC:7882	NOTCH2	HC_secondary
DOID:8778	Crohn's disease	HGNC:7993	NRBP1	HC_secondary
DOID:8778	Crohn's disease	HGNC:8001	NRIP1	HC_secondary
DOID:8778	Crohn's disease	HGNC:1355	OSGIN2	HC_secondary
DOID:8778	Crohn's disease	HGNC:8547	P4HA2	HC_secondary
DOID:8778	Crohn's disease	HGNC:8596	PAM	HC_secondary
DOID:8778	Crohn's disease	HGNC:14982	PAPOLG	HC_secondary
DOID:8778	Crohn's disease	HGNC:8800	PDGFB	HC_secondary
DOID:8778	Crohn's disease	HGNC:16501	PDLIM4	HC_secondary
DOID:8778	Crohn's disease	HGNC:8847	PER3	HC_secondary
DOID:8778	Crohn's disease	HGNC:8855	PEX13	HC_secondary
DOID:8778	Crohn's disease	HGNC:8939	PHTF1	HC_secondary
DOID:8778	Crohn's disease	HGNC:9063	PLCL1	HC_secondary
DOID:8778	Crohn's disease	HGNC:9278	PPM1G	HC_secondary
DOID:8778	Crohn's disease	HGNC:9322	PPP5C	HC_secondary
DOID:8778	Crohn's disease	HGNC:9346	PRDM1	HC_secondary
DOID:8778	Crohn's disease	HGNC:9358	PREP	HC_secondary
DOID:8778	Crohn's disease	HGNC:9362	PRG2	HC_secondary
DOID:8778	Crohn's disease	HGNC:9363	PRG3	HC_secondary
DOID:8778	Crohn's disease	HGNC:9546	PSMB9	HC_secondary
DOID:8778	Crohn's disease	HGNC:24929	PSMG2	HC_secondary
DOID:8778	Crohn's disease	HGNC:17202	PSORS1C1	HC_secondary
DOID:8778	Crohn's disease	HGNC:9674	PTPRK	HC_secondary
DOID:8778	Crohn's disease	HGNC:9688	PTRF	HC_secondary
DOID:8778	Crohn's disease	HGNC:24716	RASIP1	HC_secondary
DOID:8778	Crohn's disease	HGNC:19975	RDH10	HC_secondary
DOID:8778	Crohn's disease	HGNC:9954	REL	HC_secondary
DOID:8778	Crohn's disease	HGNC:14261	RGS18	HC_secondary
DOID:8778	Crohn's disease	HGNC:10020	RIPK2	HC_secondary
DOID:8778	Crohn's disease	HGNC:10045	RNASE2	HC_secondary
DOID:8778	Crohn's disease	HGNC:21686	RNASET2	HC_secondary
DOID:8778	Crohn's disease	HGNC:10363	RPL7	HC_secondary
DOID:8778	Crohn's disease	HGNC:25642	RSBN1	HC_secondary
DOID:8778	Crohn's disease	HGNC:20866	RSPO3	HC_secondary
DOID:8778	Crohn's disease	HGNC:15888	RTEL1	HC_secondary
DOID:8778	Crohn's disease	HGNC:23053	RTN4RL2	HC_secondary
DOID:8778	Crohn's disease	HGNC:10521	SAG	HC_secondary
DOID:8778	Crohn's disease	HGNC:29158	SBNO2	HC_secondary
DOID:8778	Crohn's disease	HGNC:17860	SERBP1	HC_secondary
DOID:8778	Crohn's disease	HGNC:30417	SH2B1	HC_secondary
DOID:8778	Crohn's disease	HGNC:22980	SLC10A4	HC_secondary
DOID:8778	Crohn's disease	HGNC:10968	SLC22A4	HC_secondary
DOID:8778	Crohn's disease	HGNC:10969	SLC22A5	HC_secondary
DOID:8778	Crohn's disease	HGNC:15930	SLC2A4RG	HC_secondary
DOID:8778	Crohn's disease	HGNC:20800	SLC35D1	HC_secondary
DOID:8778	Crohn's disease	HGNC:11058	SLC7A10	HC_secondary
DOID:8778	Crohn's disease	HGNC:30248	SMIM3	HC_secondary
DOID:8778	Crohn's disease	HGNC:11137	SNAPC4	HC_secondary
DOID:8778	Crohn's disease	HGNC:30390	SNX20	HC_secondary
DOID:8778	Crohn's disease	HGNC:11200	SOX4	HC_secondary
DOID:8778	Crohn's disease	HGNC:18859	SPHK2	HC_secondary
DOID:8778	Crohn's disease	HGNC:18157	TAB1	HC_secondary
DOID:8778	Crohn's disease	HGNC:23533	TCERG1L	HC_secondary
DOID:8778	Crohn's disease	HGNC:11719	TEC	HC_secondary
DOID:8778	Crohn's disease	HGNC:11728	TERF1	HC_secondary
DOID:8778	Crohn's disease	HGNC:28187	TMEM174	HC_secondary
DOID:8778	Crohn's disease	HGNC:1164	TMEM258	HC_secondary
DOID:8778	Crohn's disease	HGNC:1280	TMEM50B	HC_secondary
DOID:8778	Crohn's disease	HGNC:11892	TNF	HC_secondary
DOID:8778	Crohn's disease	HGNC:11934	TNFSF4	HC_secondary
DOID:8778	Crohn's disease	HGNC:11938	TNFSF8	HC_secondary
DOID:8778	Crohn's disease	HGNC:16891	TRIB1	HC_secondary
DOID:8778	Crohn's disease	HGNC:12434	TXK	HC_secondary
DOID:8778	Crohn's disease	HGNC:18795	UBD	HC_secondary
DOID:8778	Crohn's disease	HGNC:12516	UCN	HC_secondary
DOID:8778	Crohn's disease	HGNC:20066	USP34	HC_secondary
DOID:8778	Crohn's disease	HGNC:20069	USP40	HC_secondary
DOID:8778	Crohn's disease	HGNC:27158	YDJC	HC_secondary
DOID:8778	Crohn's disease	HGNC:13091	ZNF300	HC_secondary
DOID:8778	Crohn's disease	HGNC:15662	ZPBP	HC_secondary
DOID:8778	Crohn's disease	HGNC:20678	ZPBP2	HC_secondary
DOID:8778	Crohn's disease	HGNC:18171	CD244	LC_primary
DOID:8778	Crohn's disease	HGNC:7884	NOTCH4	LC_primary
DOID:8778	Crohn's disease	HGNC:9538	PSMB10	LC_primary
DOID:8778	Crohn's disease	HGNC:10473	RUNX3	LC_primary
DOID:8778	Crohn's disease	HGNC:2235	KLF6	LC_secondary
DOID:8778	Crohn's disease	HGNC:8633	PBX2	LC_secondary
DOID:11555	Fuchs' endothelial dystrophy	HGNC:9671	PTPRG	LC_primary
DOID:11555	Fuchs' endothelial dystrophy	HGNC:11634	TCF4	LC_primary
DOID:11119	Gilles de la Tourette syndrome	HGNC:22986	COL27A1	HC_primary
DOID:11119	Gilles de la Tourette syndrome	HGNC:21495	KIF12	HC_secondary
DOID:11119	Gilles de la Tourette syndrome	HGNC:8498	ORM1	HC_secondary
DOID:11119	Gilles de la Tourette syndrome	HGNC:15514	PICALM	LC_primary
DOID:11119	Gilles de la Tourette syndrome	HGNC:30348	POLR3B	LC_primary
DOID:11119	Gilles de la Tourette syndrome	HGNC:2583	CYLC2	LC_secondary
DOID:11119	Gilles de la Tourette syndrome	HGNC:21095	HDGFL1	LC_secondary
DOID:11119	Gilles de la Tourette syndrome	HGNC:28627	TCP11L2	LC_secondary
DOID:11119	Gilles de la Tourette syndrome	HGNC:22207	THSD7A	LC_secondary
DOID:11119	Gilles de la Tourette syndrome	HGNC:22407	TMEM106B	LC_secondary
DOID:12361	Graves' disease	HGNC:79	ABO	HC_primary
DOID:12361	Graves' disease	HGNC:14343	C1QTNF6	HC_primary
DOID:12361	Graves' disease	HGNC:13927	C6orf15	HC_primary
DOID:12361	Graves' disease	HGNC:2505	CTLA4	HC_primary
DOID:12361	Graves' disease	HGNC:18506	FCRL3	HC_primary
DOID:12361	Graves' disease	HGNC:6182	ITPR3	HC_primary
DOID:12361	Graves' disease	HGNC:39755	MUC22	HC_primary
DOID:12361	Graves' disease	HGNC:24468	RBM45	HC_primary
DOID:12361	Graves' disease	HGNC:21686	RNASET2	HC_primary
DOID:12361	Graves' disease	HGNC:21392	SLAMF6	HC_primary
DOID:12361	Graves' disease	HGNC:11764	TG	HC_primary
DOID:12361	Graves' disease	HGNC:12373	TSHR	HC_primary
DOID:12361	Graves' disease	HGNC:13922	C6orf10	HC_secondary
DOID:12361	Graves' disease	HGNC:1653	CD28	HC_secondary
DOID:12361	Graves' disease	HGNC:14079	CHRNA9	HC_secondary
DOID:12361	Graves' disease	HGNC:17012	FGFR1OP	HC_secondary
DOID:12361	Graves' disease	HGNC:27780	HCG22	HC_secondary
DOID:12361	Graves' disease	HGNC:4932	HLA-B	HC_secondary
DOID:12361	Graves' disease	HGNC:4944	HLA-DQB1	HC_secondary
DOID:12361	Graves' disease	HGNC:7090	MICA	HC_secondary
DOID:12361	Graves' disease	HGNC:7141	MLN	HC_secondary
