gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
NGRN	HGNC:18077	-	0	 0.096	 0.111
NHEJ1	HGNC:25737	-	0	 0.098	 0.105
NHLH1	HGNC:7817	-	0	 0.102	 0.133
NHLH2	HGNC:7818	-	0	 0.105	 0.133
NHLRC1	HGNC:21576	-	0	 0.090	 0.097
NHLRC2	HGNC:24731	-	0	 0.096	 0.109
NHLRC3	HGNC:33751	-	0	 0.092	 0.110
NHLRC4	HGNC:26700	-	0	 0.083	 0.085
NHP2	HGNC:14377	-	0	 0.114	 0.159
NHP2L1	HGNC:7819	-	0	 0.103	 0.126
NHS	HGNC:7820	-	0	 0.098	 0.115
NHSL1	HGNC:21021	-	0	 0.093	 0.102
NHSL2	HGNC:33737	-	0	 0.090	 0.097
NICN1	HGNC:18317	-	0	 0.088	 0.099
NID1	HGNC:7821	-	0	 0.111	 0.184
NID2	HGNC:13389	-	0	 0.112	 0.159
NIF3L1	HGNC:13390	-	0	 0.097	 0.116
NIFK	HGNC:17838	-	0	 0.101	 0.124
NIM1K	HGNC:28646	-	0	 0.096	 0.104
NIN	HGNC:14906	-	0	 0.107	 0.137
NINJ1	HGNC:7824	-	0	 0.123	 0.142
NINJ2	HGNC:7825	-	1	 0.136	 0.162
NINL	HGNC:29163	-	0	 0.094	 0.104
NIP7	HGNC:24328	-	0	 0.095	 0.109
NIPA1	HGNC:17043	-	0	 0.095	 0.114
NIPA2	HGNC:17044	-	0	 0.094	 0.107
NIPAL1	HGNC:27194	-	0	 0.092	 0.102
NIPAL2	HGNC:25854	-	0	 0.094	 0.109
NIPAL3	HGNC:25233	-	0	 0.102	 0.123
NIPAL4	HGNC:28018	-	0	 0.091	 0.096
NIPBL	HGNC:28862	-	0	 0.115	 0.159
NIPSNAP1	HGNC:7827	-	0	 0.100	 0.121
NIPSNAP3A	HGNC:23619	-	0	 0.097	 0.123
NIPSNAP3B	HGNC:23641	-	0	 0.090	 0.099
NISCH	HGNC:18006	-	0	 0.103	 0.119
NIT1	HGNC:7828	-	0	 0.101	 0.131
NIT2	HGNC:29878	-	0	 0.096	 0.109
NKAIN1	HGNC:25743	-	0	 0.097	 0.109
NKAIN2	HGNC:16443	-	0	 0.086	 0.096
NKAIN3	HGNC:26829	-	0	 0.088	 0.095
NKAIN4	HGNC:16191	-	0	 0.086	 0.098
NKAP	HGNC:29873	-	0	 0.093	 0.102
NKAPL	HGNC:21584	-	1	 0.162	 0.115
NKD1	HGNC:17045	-	0	 0.094	 0.114
NKD2	HGNC:17046	-	0	 0.097	 0.104
NKG7	HGNC:7830	-	0	 0.124	 0.127
NKIRAS1	HGNC:17899	-	0	 0.097	 0.108
NKIRAS2	HGNC:17898	-	0	 0.106	 0.122
NKPD1	HGNC:24739	-	0	 0.088	 0.097
NKRF	HGNC:19374	-	0	 0.113	 0.142
NKTR	HGNC:7833	-	0	 0.104	 0.124
NKX1-1	HGNC:24975	-	0	 0.084	 0.092
NKX1-2	HGNC:31652	-	0	 0.086	 0.095
NKX2-1	HGNC:11825	-	1	 0.283	 0.273
NKX2-2	HGNC:7835	-	0	 0.170	 1.301
NKX2-3	HGNC:7836	-	2	 0.534	 0.365
NKX2-4	HGNC:7837	-	0	 0.086	 0.097
NKX2-5	HGNC:2488	-	0	 0.124	 0.205
NKX2-6	HGNC:32940	-	0	 0.090	 0.102
NKX2-8	HGNC:16364	-	0	 0.104	 0.131
NKX3-1	HGNC:7838	-	1	 0.210	 0.240
NKX3-2	HGNC:951	-	0	 0.099	 0.117
NKX6-1	HGNC:7839	-	0	 0.158	 1.228
NKX6-2	HGNC:19321	-	0	 0.091	 0.105
NKX6-3	HGNC:26328	-	0	 0.087	 0.097
NLE1	HGNC:19889	-	0	 0.092	 0.109
NLGN1	HGNC:14291	-	0	 0.127	 0.146
NLGN2	HGNC:14290	-	0	 0.116	 0.124
NLGN3	HGNC:14289	-	0	 0.112	 0.111
NLGN4X	HGNC:14287	-	0	 0.096	 0.097
NLGN4Y	HGNC:15529	-	0	 0.087	 0.095
NLK	HGNC:29858	-	0	 0.143	 0.199
NLN	HGNC:16058	-	0	 0.100	 0.114
NLRC3	HGNC:29889	-	0	 0.099	 0.129
NLRC4	HGNC:16412	-	0	 0.123	 0.124
NLRC5	HGNC:29933	-	0	 0.113	 0.115
NLRP1	HGNC:14374	-	0	 0.126	 0.124
NLRP10	HGNC:21464	-	0	 0.089	 0.090
NLRP11	HGNC:22945	-	0	 0.086	 0.099
NLRP12	HGNC:22938	-	0	 0.103	 0.126
NLRP13	HGNC:22937	-	0	 0.083	 0.091
NLRP14	HGNC:22939	-	0	 0.090	 0.099
NLRP2	HGNC:22948	-	0	 0.103	 0.125
NLRP3	HGNC:16400	-	0	 0.157	 0.152
NLRP4	HGNC:22943	-	0	 0.087	 0.095
NLRP5	HGNC:21269	-	0	 0.089	 0.101
NLRP6	HGNC:22944	-	0	 0.089	 0.099
NLRP7	HGNC:22947	-	0	 0.088	 0.096
NLRP8	HGNC:22940	-	0	 0.085	 0.091
NLRP9	HGNC:22941	-	0	 0.085	 0.095
NLRX1	HGNC:29890	-	0	 0.117	 0.118
NMB	HGNC:7842	-	0	 0.111	 0.149
NMBR	HGNC:7843	-	0	 0.104	 0.126
NMD3	HGNC:24250	-	0	 0.098	 0.113
NME1	HGNC:7849	-	0	 0.143	 0.191
NME2	HGNC:7850	-	0	 0.120	 0.173
NME3	HGNC:7851	-	0	 0.113	 0.124
NME4	HGNC:7852	-	0	 0.114	 0.148
NME5	HGNC:7853	-	0	 0.098	 0.104
NME6	HGNC:20567	-	0	 0.097	 0.124
NME7	HGNC:20461	-	0	 0.115	 0.137
NME8	HGNC:16473	-	0	 0.090	 0.099
NME9	HGNC:21343	-	0	 0.083	 0.086
NMI	HGNC:7854	-	0	 0.150	 0.187
NMNAT1	HGNC:17877	-	0	 0.101	 0.115
NMNAT2	HGNC:16789	-	0	 0.108	 0.137
NMNAT3	HGNC:20989	-	0	 0.092	 0.098
NMRAL1	HGNC:24987	-	0	 0.090	 0.103
NMRK1	HGNC:26057	-	0	 0.108	 0.130
NMRK2	HGNC:17871	-	0	 0.089	 0.098
NMS	HGNC:32203	-	0	 0.089	 0.097
NMT1	HGNC:7857	-	0	 0.120	 0.142
NMT2	HGNC:7858	-	0	 0.112	 0.135
NMU	HGNC:7859	-	0	 0.111	 0.170
NMUR1	HGNC:4518	-	0	 0.107	 0.141
NMUR2	HGNC:16454	-	0	 0.101	 0.132
NNAT	HGNC:7860	-	0	 0.123	 0.169
NNMT	HGNC:7861	-	0	 0.120	 0.140
NNT	HGNC:7863	-	0	 0.119	 0.170
NOA1	HGNC:28473	-	0	 0.090	 0.108
NOB1	HGNC:29540	-	0	 0.100	 0.120
NOBOX	HGNC:22448	-	0	 0.084	 0.095
NOC2L	HGNC:24517	-	0	 0.100	 0.112
NOC3L	HGNC:24034	-	0	 0.102	 0.127
NOC4L	HGNC:28461	-	0	 0.100	 0.112
NOD1	HGNC:16390	-	0	 0.150	 0.127
NOD2	HGNC:5331	-	2	 1.586	 0.812
NODAL	HGNC:7865	-	0	 0.094	 0.115
NOG	HGNC:7866	-	1	 0.182	 0.197
NOL10	HGNC:25862	-	0	 0.092	 0.095
NOL11	HGNC:24557	-	0	 0.095	 0.113
NOL12	HGNC:28585	-	0	 0.095	 0.111
NOL3	HGNC:7869	-	0	 0.112	 0.120
NOL4	HGNC:7870	-	0	 0.111	 0.141
NOL6	HGNC:19910	-	0	 0.099	 0.115
NOL7	HGNC:21040	-	0	 0.102	 0.116
NOL8	HGNC:23387	-	0	 0.097	 0.116
NOL9	HGNC:26265	-	0	 0.099	 0.110
NOLC1	HGNC:15608	-	0	 0.118	 0.200
NOM1	HGNC:13244	-	0	 0.092	 0.100
NOMO1	HGNC:30060	-	0	 0.093	 0.103
NOMO2	HGNC:22652	-	0	 0.087	 0.091
NOMO3	HGNC:25242	-	0	 0.088	 0.096
NONO	HGNC:7871	-	0	 0.119	 0.148
NOP10	HGNC:14378	-	0	 0.101	 0.132
NOP14	HGNC:16821	-	0	 0.100	 0.125
NOP16	HGNC:26934	-	0	 0.101	 0.120
NOP2	HGNC:7867	-	0	 0.111	 0.138
NOP56	HGNC:15911	-	0	 0.106	 0.143
NOP58	HGNC:29926	-	0	 0.106	 0.128
NOP9	HGNC:19826	-	0	 0.088	 0.095
NOS1	HGNC:7872	-	0	 0.122	 0.143
NOS1AP	HGNC:16859	-	0	 0.098	 0.106
NOS2	HGNC:7873	-	1	 0.570	 0.391
NOS3	HGNC:7876	-	0	 0.114	 0.114
NOSIP	HGNC:17946	-	0	 0.109	 0.123
NOSTRIN	HGNC:20203	-	0	 0.092	 0.102
NOTCH1	HGNC:7881	-	0	 0.158	 0.223
NOTCH2	HGNC:7882	± HC-S	0	 0.185	 0.233
NOTCH2NL	HGNC:31862	-	0	 0.102	 0.116
NOTCH3	HGNC:7883	-	0	 0.156	 0.159
NOTCH4	HGNC:7884	-	4	 1.692	 1.599
NOTO	HGNC:31839	-	0	 0.084	 0.085
NOTUM	HGNC:27106	-	0	 0.092	 0.102
NOV	HGNC:7885	-	0	 0.113	 0.157
NOVA1	HGNC:7886	-	0	 0.115	 0.165
NOVA2	HGNC:7887	-	0	 0.094	 0.110
NOX1	HGNC:7889	-	0	 0.094	 0.109
NOX3	HGNC:7890	-	0	 0.093	 0.102
NOX4	HGNC:7891	-	0	 0.110	 0.124
NOX5	HGNC:14874	-	0	 0.091	 0.100
NOXA1	HGNC:10668	-	0	 0.089	 0.095
NOXO1	HGNC:19404	-	0	 0.090	 0.097
NOXRED1	HGNC:20487	-	0	 0.085	 0.089
NPAP1	HGNC:1190	-	0	 0.087	 0.088
NPAS1	HGNC:7894	-	0	 0.103	 0.140
NPAS2	HGNC:7895	-	1	 0.321	 0.266
NPAS3	HGNC:19311	-	0	 0.099	 0.128
NPAS4	HGNC:18983	-	0	 0.096	 0.114
NPAT	HGNC:7896	-	0	 0.097	 0.115
NPB	HGNC:30099	-	0	 0.089	 0.098
NPBWR1	HGNC:4522	-	0	 0.096	 0.108
NPBWR2	HGNC:4530	-	0	 0.096	 0.114
NPC1	HGNC:7897	-	0	 0.124	 0.169
NPC1L1	HGNC:7898	-	0	 0.094	 0.105
NPC2	HGNC:14537	-	0	 0.125	 0.175
NPDC1	HGNC:7899	-	0	 0.103	 0.114
NPEPL1	HGNC:16244	-	0	 0.100	 0.114
NPEPPS	HGNC:7900	-	0	 0.120	 0.161
NPFF	HGNC:7901	-	0	 0.099	 0.121
NPFFR1	HGNC:17425	-	0	 0.095	 0.105
NPFFR2	HGNC:4525	-	0	 0.099	 0.124
NPHP1	HGNC:7905	-	0	 0.093	 0.107
NPHP3	HGNC:7907	-	0	 0.097	 0.117
NPHP4	HGNC:19104	-	0	 0.096	 0.106
NPHS1	HGNC:7908	-	0	 0.109	 0.120
NPHS2	HGNC:13394	-	0	 0.100	 0.117
NPIPA1	HGNC:7909	-	0	 0.098	 0.110
NPIPA2	HGNC:41979	-	0	 0.082	 0.085
NPIPA3	HGNC:41978	-	0	 0.082	 0.085
NPIPA5	HGNC:41980	-	0	 0.082	 0.085
NPIPA7	HGNC:41982	-	0	 0.082	 0.085
NPIPA8	HGNC:41983	-	0	 0.082	 0.085
NPIPB11	HGNC:37453	-	0	 0.082	 0.085
NPIPB15	HGNC:34409	-	0	 0.094	 0.103
NPIPB3	HGNC:28989	-	0	 0.092	 0.094
NPIPB4	HGNC:41985	-	0	 0.083	 0.089
NPIPB5	HGNC:37233	-	0	 0.082	 0.085
NPIPB6	HGNC:37454	-	0	 0.082	 0.085
NPIPB8	HGNC:37490	-	0	 0.082	 0.085
NPIPB9	HGNC:41987	-	0	 0.082	 0.085
NPL	HGNC:16781	-	0	 0.108	 0.127
NPLOC4	HGNC:18261	-	0	 0.099	 0.113
NPM1	HGNC:7910	-	0	 0.142	 0.259
NPM2	HGNC:7930	-	0	 0.090	 0.104
NPM3	HGNC:7931	-	0	 0.100	 0.115
NPNT	HGNC:27405	-	0	 0.100	 0.128
NPPA	HGNC:7939	-	0	 0.111	 0.122
NPPB	HGNC:7940	-	0	 0.112	 0.132
NPPC	HGNC:7941	-	0	 0.095	 0.113
NPR1	HGNC:7943	-	0	 0.114	 0.140
NPR2	HGNC:7944	-	0	 0.112	 0.130
NPR3	HGNC:7945	-	1	 0.318	 0.363
NPRL2	HGNC:24969	-	0	 0.101	 0.123
NPRL3	HGNC:14124	-	0	 0.096	 0.119
NPS	HGNC:33940	-	0	 0.086	 0.094
NPSR1	HGNC:23631	-	0	 0.088	 0.097
NPTN	HGNC:17867	-	0	 0.111	 0.135
NPTX1	HGNC:7952	-	0	 0.119	 0.184
NPTX2	HGNC:7953	-	0	 0.106	 0.147
NPTXR	HGNC:7954	-	0	 0.099	 0.121
NPVF	HGNC:13782	-	0	 0.091	 0.099
NPW	HGNC:30509	-	0	 0.089	 0.094
NPY	HGNC:7955	-	0	 0.131	 0.204
NPY1R	HGNC:7956	-	0	 0.128	 0.169
NPY2R	HGNC:7957	-	0	 0.118	 0.142
NPY4R	HGNC:9329	-	0	 0.107	 0.127
NPY5R	HGNC:7958	-	0	 0.112	 0.123
NQO1	HGNC:2874	-	0	 0.120	 0.160
NQO2	HGNC:7856	-	0	 0.104	 0.128
NR0B1	HGNC:7960	-	0	 0.119	 0.223
NR0B2	HGNC:7961	-	0	 0.144	 0.245
NR1D1	HGNC:7962	-	0	 0.122	 0.158
NR1D2	HGNC:7963	-	0	 0.122	 0.180
NR1H2	HGNC:7965	-	0	 0.116	 0.190
NR1H3	HGNC:7966	-	1	 0.374	 2.668
NR1H4	HGNC:7967	-	0	 0.112	 0.191
NR1I2	HGNC:7968	-	0	 0.107	 0.138
NR1I3	HGNC:7969	-	0	 0.114	 0.189
NR2C1	HGNC:7971	-	0	 0.101	 0.125
NR2C2	HGNC:7972	-	0	 0.127	 0.273
NR2C2AP	HGNC:30763	-	0	 0.097	 0.138
NR2E1	HGNC:7973	-	0	 0.115	 0.138
NR2E3	HGNC:7974	-	0	 0.104	 0.133
NR2F1	HGNC:7975	-	0	 0.141	 0.307
NR2F2	HGNC:7976	-	0	 0.152	 0.423
NR2F6	HGNC:7977	-	0	 0.114	 0.170
NR3C1	HGNC:7978	-	0	 0.195	 0.303
NR3C2	HGNC:7979	-	0	 0.135	 0.182
NR4A1	HGNC:7980	-	0	 0.175	 0.253
NR4A2	HGNC:7981	-	0	 0.160	 0.322
NR4A3	HGNC:7982	-	0	 0.176	 0.241
NR5A1	HGNC:7983	-	0	 0.114	 0.143
NR5A2	HGNC:7984	-	2	 1.499	 6.351
NR6A1	HGNC:7985	-	0	 0.119	 0.181
NRAP	HGNC:7988	-	0	 0.097	 0.111
NRARP	HGNC:33843	-	0	 0.102	 0.109
NRAS	HGNC:7989	-	0	 0.168	 0.320
NRBF2	HGNC:19692	-	0	 0.109	 0.139
NRBP1	HGNC:7993	-	0	 0.108	 0.125
NRBP2	HGNC:19339	-	0	 0.093	 0.104
NRCAM	HGNC:7994	-	0	 0.134	 0.236
NRD1	HGNC:7995	-	0	 0.111	 0.127
NRDE2	HGNC:20186	-	0	 0.091	 0.100
NREP	HGNC:16834	-	0	 0.123	 0.182
NRF1	HGNC:7996	-	0	 0.113	 0.197
NRG1	HGNC:7997	-	1	 0.413	 0.331
NRG2	HGNC:7998	-	0	 0.123	 0.125
NRG3	HGNC:7999	-	0	 0.094	 0.095
NRG4	HGNC:29862	-	0	 0.104	 0.104
NRGN	HGNC:8000	-	1	 0.240	 0.218
NRIP1	HGNC:8001	-	1	 0.293	 0.532
NRIP2	HGNC:23078	-	0	 0.100	 0.110
NRIP3	HGNC:1167	-	0	 0.102	 0.121
NRK	HGNC:25391	-	0	 0.109	 0.146
NRL	HGNC:8002	-	0	 0.109	 0.149
NRM	HGNC:8003	-	0	 0.093	 0.106
NRN1	HGNC:17972	-	0	 0.101	 0.109
NRN1L	HGNC:29811	-	0	 0.088	 0.096
NRP1	HGNC:8004	-	0	 0.194	 0.314
NRP2	HGNC:8005	-	0	 0.153	 0.220
NRROS	HGNC:24613	-	0	 0.095	 0.112
NRSN1	HGNC:17881	-	0	 0.097	 0.118
NRSN2	HGNC:16229	-	0	 0.095	 0.114
NRTN	HGNC:8007	-	0	 0.105	 0.151
NRXN1	HGNC:8008	-	0	 0.131	 0.146
NRXN2	HGNC:8009	-	0	 0.115	 0.118
NRXN3	HGNC:8010	-	1	 0.223	 0.659
NSA2	HGNC:30728	-	0	 0.097	 0.131
NSD1	HGNC:14234	-	0	 0.117	 0.173
NSDHL	HGNC:13398	-	0	 0.111	 0.133
NSF	HGNC:8016	-	0	 0.117	 0.147
NSFL1C	HGNC:15912	-	0	 0.099	 0.118
NSL1	HGNC:24548	-	0	 0.093	 0.104
NSMAF	HGNC:8017	-	0	 0.118	 0.134
NSMCE1	HGNC:29897	-	0	 0.097	 0.109
NSMCE2	HGNC:26513	-	0	 0.095	 0.119
NSMCE4A	HGNC:25935	-	0	 0.098	 0.120
NSMF	HGNC:29843	-	0	 0.099	 0.121
NSRP1	HGNC:25305	-	0	 0.098	 0.124
NSUN2	HGNC:25994	-	0	 0.101	 0.114
NSUN3	HGNC:26208	-	0	 0.096	 0.110
NSUN4	HGNC:31802	-	0	 0.098	 0.110
NSUN5	HGNC:16385	-	0	 0.096	 0.112
NSUN6	HGNC:23529	-	0	 0.093	 0.106
NSUN7	HGNC:25857	-	0	 0.090	 0.095
NT5C	HGNC:17144	-	0	 0.117	 0.117
NT5C1A	HGNC:17819	-	0	 0.105	 0.094
NT5C1B	HGNC:17818	-	0	 0.099	 0.091
NT5C2	HGNC:8022	-	1	 0.210	 0.156
NT5C3A	HGNC:17820	-	0	 0.121	 0.123
NT5C3B	HGNC:28300	-	0	 0.095	 0.109
NT5DC1	HGNC:21556	-	0	 0.093	 0.097
NT5DC2	HGNC:25717	-	0	 0.101	 0.130
NT5DC3	HGNC:30826	-	0	 0.095	 0.102
NT5DC4	HGNC:27678	-	0	 0.082	 0.085
NT5E	HGNC:8021	-	0	 0.155	 0.329
NT5M	HGNC:15769	-	0	 0.101	 0.103
NTAN1	HGNC:29909	-	0	 0.097	 0.115
NTF3	HGNC:8023	-	0	 0.124	 0.156
NTF4	HGNC:8024	-	0	 0.111	 0.121
NTHL1	HGNC:8028	-	0	 0.104	 0.136
NTM	HGNC:17941	-	0	 0.147	 0.111
NTMT1	HGNC:23373	-	0	 0.091	 0.110
NTN1	HGNC:8029	-	0	 0.106	 0.135
NTN3	HGNC:8030	-	0	 0.102	 0.113
NTN4	HGNC:13658	-	1	 0.203	 0.306
NTN5	HGNC:25208	-	0	 0.088	 0.103
NTNG1	HGNC:23319	-	0	 0.108	 0.133
NTNG2	HGNC:14288	-	0	 0.103	 0.128
NTPCR	HGNC:28204	-	0	 0.091	 0.105
NTRK1	HGNC:8031	-	0	 0.148	 0.227
NTRK2	HGNC:8032	-	0	 0.158	 0.208
NTRK3	HGNC:8033	-	0	 0.140	 0.208
NTS	HGNC:8038	-	0	 0.108	 0.170
NTSR1	HGNC:8039	-	0	 0.113	 0.149
NTSR2	HGNC:8040	-	0	 0.105	 0.121
NUAK1	HGNC:14311	-	0	 0.112	 0.135
NUAK2	HGNC:29558	-	0	 0.111	 0.142
NUB1	HGNC:17623	-	0	 0.104	 0.118
NUBP1	HGNC:8041	-	0	 0.099	 0.168
NUBP2	HGNC:8042	-	0	 0.096	 0.114
NUBPL	HGNC:20278	-	0	 0.092	 0.100
NUCB1	HGNC:8043	-	0	 0.113	 0.141
NUCB2	HGNC:8044	-	0	 0.128	 0.145
NUCKS1	HGNC:29923	-	0	 0.103	 0.133
NUDC	HGNC:8045	-	0	 0.104	 0.139
NUDCD1	HGNC:24306	-	0	 0.102	 0.136
NUDCD2	HGNC:30535	-	0	 0.094	 0.111
NUDCD3	HGNC:22208	-	0	 0.096	 0.108
NUDT1	HGNC:8048	-	0	 0.103	 0.131
NUDT10	HGNC:17621	-	0	 0.087	 0.098
NUDT11	HGNC:18011	-	0	 0.101	 0.119
NUDT12	HGNC:18826	-	0	 0.098	 0.103
NUDT13	HGNC:18827	-	0	 0.095	 0.104
NUDT14	HGNC:20141	-	0	 0.090	 0.100
NUDT15	HGNC:23063	-	0	 0.092	 0.103
NUDT16	HGNC:26442	-	0	 0.089	 0.094
NUDT16L1	HGNC:28154	-	0	 0.090	 0.118
NUDT17	HGNC:26618	-	0	 0.086	 0.090
NUDT18	HGNC:26194	-	0	 0.094	 0.109
NUDT19	HGNC:32036	-	0	 0.091	 0.107
NUDT2	HGNC:8049	-	0	 0.099	 0.114
NUDT21	HGNC:13870	-	0	 0.111	 0.167
NUDT22	HGNC:28189	-	0	 0.089	 0.106
NUDT3	HGNC:8050	-	0	 0.108	 0.120
NUDT4	HGNC:8051	-	0	 0.110	 0.151
NUDT5	HGNC:8052	-	0	 0.097	 0.125
NUDT6	HGNC:8053	-	0	 0.096	 0.118
NUDT7	HGNC:8054	-	0	 0.094	 0.108
NUDT8	HGNC:8055	-	0	 0.084	 0.088
NUDT9	HGNC:8056	-	0	 0.102	 0.116
NUF2	HGNC:14621	-	0	 0.102	 0.141
NUFIP1	HGNC:8057	-	0	 0.108	 0.152
NUFIP2	HGNC:17634	-	0	 0.106	 0.140
NUGGC	HGNC:33550	-	0	 0.083	 0.089
NUMA1	HGNC:8059	-	0	 0.122	 0.176
NUMB	HGNC:8060	-	0	 0.127	 0.199
NUMBL	HGNC:8061	-	0	 0.111	 0.131
NUP107	HGNC:29914	-	0	 0.109	 0.146
NUP133	HGNC:18016	-	0	 0.113	 0.156
NUP153	HGNC:8062	-	0	 0.123	 0.164
NUP155	HGNC:8063	-	0	 0.109	 0.154
NUP160	HGNC:18017	-	0	 0.103	 0.130
NUP188	HGNC:17859	-	0	 0.099	 0.124
NUP205	HGNC:18658	-	1	 0.251	 0.336
NUP210	HGNC:30052	-	0	 0.113	 0.149
NUP210L	HGNC:29915	-	0	 0.091	 0.101
NUP214	HGNC:8064	-	0	 0.115	 0.145
NUP35	HGNC:29797	-	0	 0.100	 0.130
NUP37	HGNC:29929	-	0	 0.104	 0.135
NUP43	HGNC:21182	-	0	 0.107	 0.133
NUP50	HGNC:8065	-	0	 0.118	 0.152
NUP54	HGNC:17359	-	0	 0.112	 0.144
NUP62	HGNC:8066	-	0	 0.139	 0.183
NUP62CL	HGNC:25960	-	0	 0.093	 0.100
NUP85	HGNC:8734	-	0	 0.106	 0.133
NUP88	HGNC:8067	-	0	 0.112	 0.154
NUP93	HGNC:28958	-	0	 0.115	 0.167
NUP98	HGNC:8068	-	0	 0.106	 0.138
NUPL1	HGNC:20261	-	0	 0.125	 0.161
NUPL2	HGNC:17010	-	0	 0.107	 0.147
NUPR1	HGNC:29990	-	0	 0.122	 0.154
NUPR1L	HGNC:44164	-	0	 0.085	 0.097
NUS1	HGNC:21042	-	0	 0.093	 0.106
NUSAP1	HGNC:18538	-	0	 0.112	 0.227
NUTF2	HGNC:13722	-	0	 0.105	 0.134
NUTM1	HGNC:29919	-	0	 0.086	 0.092
NUTM2A	HGNC:23438	-	0	 0.085	 0.089
NUTM2D	HGNC:23447	-	0	 0.082	 0.086
NUTM2F	HGNC:23450	-	0	 0.089	 0.091
NUTM2G	HGNC:23449	-	0	 0.082	 0.085
NVL	HGNC:8070	-	0	 0.096	 0.112
NWD1	HGNC:27619	-	0	 0.085	 0.089
NXF1	HGNC:8071	-	0	 0.113	 0.144
NXF2	HGNC:8072	-	0	 0.092	 0.097
NXF2B	HGNC:23984	-	0	 0.083	 0.086
NXF3	HGNC:8073	-	0	 0.090	 0.098
NXF5	HGNC:8075	-	0	 0.089	 0.096
NXN	HGNC:18008	+ HC-P	0	 0.200	 0.114
NXNL1	HGNC:25179	-	0	 0.088	 0.089
NXNL2	HGNC:30482	-	0	 0.088	 0.095
NXPE1	HGNC:28527	-	1	 0.259	 0.162
NXPE2	HGNC:26331	-	0	 0.086	 0.089
NXPE3	HGNC:28238	-	0	 0.097	 0.112
NXPE4	HGNC:23117	-	0	 0.092	 0.106
NXPH1	HGNC:20693	-	0	 0.093	 0.108
NXPH2	HGNC:8076	-	0	 0.089	 0.105
NXPH3	HGNC:8077	-	0	 0.100	 0.121
NXPH4	HGNC:8078	-	0	 0.102	 0.125
NXT1	HGNC:15913	-	0	 0.101	 0.123
NXT2	HGNC:18151	-	0	 0.104	 0.138
NYAP1	HGNC:22009	-	0	 0.093	 0.119
NYAP2	HGNC:29291	-	0	 0.087	 0.094
NYNRIN	HGNC:20165	-	0	 0.095	 0.113
NYX	HGNC:8082	-	0	 0.090	 0.096
OAF	HGNC:28752	-	0	 0.098	 0.119
OARD1	HGNC:21257	-	0	 0.094	 0.105
OAS1	HGNC:8086	+ HC-P	0	 0.296	 0.141
OAS2	HGNC:8087	-	0	 0.150	 0.262
OAS3	HGNC:8088	± HC-S	0	 0.137	 0.215
OASL	HGNC:8090	± HC-S	0	 0.146	 0.200
OAT	HGNC:8091	-	0	 0.114	 0.159
OAZ1	HGNC:8095	-	0	 0.104	 0.127
OAZ2	HGNC:8096	-	0	 0.111	 0.152
OAZ3	HGNC:8097	-	0	 0.096	 0.115
OBFC1	HGNC:26200	-	0	 0.099	 0.119
OBP2A	HGNC:23380	-	0	 0.088	 0.095
OBP2B	HGNC:23381	-	0	 0.090	 0.099
OBSCN	HGNC:15719	-	0	 0.103	 0.180
OBSL1	HGNC:29092	-	0	 0.096	 0.120
OC90	HGNC:8100	-	0	 0.087	 0.091
OCA2	HGNC:8101	-	0	 0.105	 0.128
OCEL1	HGNC:26221	-	0	 0.097	 0.108
OCIAD1	HGNC:16074	-	0	 0.095	 0.108
OCIAD2	HGNC:28685	-	0	 0.093	 0.108
OCLM	HGNC:8103	-	0	 0.087	 0.094
OCLN	HGNC:8104	-	0	 0.131	 0.146
OCM	HGNC:8105	-	0	 0.084	 0.086
OCM2	HGNC:34396	-	0	 0.089	 0.093
OCRL	HGNC:8108	-	0	 0.107	 0.120
OCSTAMP	HGNC:16116	-	0	 0.091	 0.102
ODAM	HGNC:26043	-	0	 0.102	 0.125
ODC1	HGNC:8109	-	0	 0.120	 0.157
ODF1	HGNC:8113	-	0	 0.100	 0.113
ODF2	HGNC:8114	-	0	 0.098	 0.113
ODF2L	HGNC:29225	-	0	 0.093	 0.099
ODF3	HGNC:19905	-	0	 0.086	 0.095
ODF3B	HGNC:34388	-	1	 0.274	 0.261
ODF3L1	HGNC:28735	-	0	 0.086	 0.095
ODF3L2	HGNC:26841	-	0	 0.083	 0.087
ODF4	HGNC:19056	-	0	 0.086	 0.091
OFCC1	HGNC:21017	-	0	 0.090	 0.104
OFD1	HGNC:2567	-	0	 0.109	 0.128
OGDH	HGNC:8124	-	0	 0.115	 0.125
OGDHL	HGNC:25590	-	0	 0.099	 0.114
OGFOD1	HGNC:25585	-	0	 0.094	 0.109
OGFOD2	HGNC:25823	-	0	 0.093	 0.117
OGFOD3	HGNC:26174	-	0	 0.096	 0.113
OGFR	HGNC:15768	-	0	 0.101	 0.123
OGFRL1	HGNC:21378	-	0	 0.101	 0.116
OGG1	HGNC:8125	-	0	 0.112	 0.137
OGN	HGNC:8126	-	0	 0.114	 0.125
OGT	HGNC:8127	-	0	 0.135	 0.211
OIP5	HGNC:20300	-	0	 0.100	 0.125
OIT3	HGNC:29953	-	0	 0.088	 0.091
OLA1	HGNC:28833	-	0	 0.105	 0.133
OLAH	HGNC:25625	-	0	 0.091	 0.098
OLFM1	HGNC:17187	-	0	 0.117	 0.173
OLFM2	HGNC:17189	-	0	 0.091	 0.103
OLFM3	HGNC:17990	-	0	 0.090	 0.102
OLFM4	HGNC:17190	-	1	 0.198	 0.573
