gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
ABCA9	HGNC:39	-	0	 0.097	 0.097
ABCB1	HGNC:40	-	0	 0.141	 0.169
ABCB10	HGNC:41	-	0	 0.105	 0.112
ABCB11	HGNC:42	-	0	 0.111	 0.120
ABCB4	HGNC:45	-	0	 0.125	 0.132
ABCB5	HGNC:46	-	0	 0.095	 0.096
ABCB6	HGNC:47	-	0	 0.119	 0.125
ABCB7	HGNC:48	-	0	 0.110	 0.143
ABCB8	HGNC:49	-	0	 0.103	 0.119
ABCB9	HGNC:50	-	0	 0.119	 0.140
ABCC1	HGNC:51	-	0	 0.125	 0.137
ABCC10	HGNC:52	-	0	 0.101	 0.110
ABCC11	HGNC:14639	-	0	 0.094	 0.096
ABCC12	HGNC:14640	-	0	 0.090	 0.093
ABCC2	HGNC:53	-	0	 0.110	 0.114
ABCC3	HGNC:54	-	0	 0.134	 0.158
ABCC4	HGNC:55	-	0	 0.117	 0.133
ABCC5	HGNC:56	-	0	 0.145	 0.218
ABCC6	HGNC:57	-	0	 0.109	 0.120
ABCC8	HGNC:59	-	0	 0.136	 0.164
ABCC9	HGNC:60	-	0	 0.115	 0.129
ABCD1	HGNC:61	-	0	 0.118	 0.152
ABCD2	HGNC:66	-	0	 0.115	 0.150
ABCD3	HGNC:67	-	0	 0.119	 0.178
ABCD4	HGNC:68	-	0	 0.104	 0.125
ABCE1	HGNC:69	-	0	 0.119	 0.145
ABCF1	HGNC:70	-	0	 0.108	 0.143
ABCF2	HGNC:71	-	0	 0.102	 0.132
ABCF3	HGNC:72	-	0	 0.094	 0.109
ABCG1	HGNC:73	-	0	 0.177	 0.156
ABCG2	HGNC:74	-	1	 0.427	 0.167
ABCG4	HGNC:13884	-	0	 0.105	 0.116
ABCG5	HGNC:13886	-	0	 0.107	 0.100
ABCG8	HGNC:13887	-	0	 0.105	 0.100
ABHD1	HGNC:17553	-	0	 0.090	 0.099
ABHD10	HGNC:25656	-	0	 0.098	 0.107
ABHD11	HGNC:16407	-	0	 0.096	 0.113
ABHD12	HGNC:15868	-	0	 0.093	 0.106
ABHD12B	HGNC:19837	-	0	 0.084	 0.092
ABHD13	HGNC:20293	-	0	 0.092	 0.111
ABHD14A	HGNC:24538	-	0	 0.103	 0.131
ABHD14B	HGNC:28235	-	0	 0.098	 0.108
ABHD15	HGNC:26971	-	0	 0.094	 0.103
ABHD16A	HGNC:13921	-	0	 0.102	 0.171
ABHD16B	HGNC:16128	-	0	 0.084	 0.085
ABHD17A	HGNC:28756	-	0	 0.096	 0.102
ABHD17B	HGNC:24278	-	0	 0.095	 0.109
ABHD17C	HGNC:26925	-	0	 0.097	 0.114
ABHD2	HGNC:18717	-	0	 0.109	 0.140
ABHD3	HGNC:18718	-	0	 0.105	 0.130
ABHD4	HGNC:20154	-	0	 0.100	 0.122
ABHD5	HGNC:21396	-	0	 0.110	 0.107
ABHD6	HGNC:21398	-	0	 0.103	 0.115
ABHD8	HGNC:23759	± HC-S	0	 0.102	 0.128
ABI1	HGNC:11320	-	0	 0.120	 0.163
ABI2	HGNC:24011	-	0	 0.117	 0.324
ABI3	HGNC:29859	-	0	 0.107	 0.130
ABI3BP	HGNC:17265	-	0	 0.105	 0.111
ABL1	HGNC:76	-	0	 0.169	 0.325
ABL2	HGNC:77	-	0	 0.125	 0.189
ABLIM1	HGNC:78	-	0	 0.150	 0.268
ABLIM2	HGNC:19195	-	0	 0.094	 0.121
ABLIM3	HGNC:29132	-	0	 0.113	 0.174
ABO	HGNC:79	-	3	 0.598	 0.315
ABR	HGNC:81	-	0	 0.120	 0.145
ABRA	HGNC:30655	-	0	 0.094	 0.116
ABRACL	HGNC:21230	-	0	 0.097	 0.117
ABT1	HGNC:17369	-	0	 0.101	 0.123
ABTB1	HGNC:18275	-	0	 0.101	 0.109
ABTB2	HGNC:23842	-	0	 0.115	 0.146
ACAA1	HGNC:82	-	0	 0.115	 0.157
ACAA2	HGNC:83	-	0	 0.115	 0.153
ACACA	HGNC:84	-	0	 0.126	 0.169
ACACB	HGNC:85	-	0	 0.109	 0.125
ACAD10	HGNC:21597	-	0	 0.089	 0.097
ACAD11	HGNC:30211	-	0	 0.088	 0.098
ACAD8	HGNC:87	-	0	 0.105	 0.136
ACAD9	HGNC:21497	-	0	 0.093	 0.109
ACADL	HGNC:88	-	0	 0.109	 0.117
ACADM	HGNC:89	-	0	 0.123	 0.136
ACADS	HGNC:90	-	0	 0.112	 0.114
ACADSB	HGNC:91	-	0	 0.116	 0.146
ACADVL	HGNC:92	-	0	 0.118	 0.130
ACAN	HGNC:319	-	0	 0.110	 0.117
ACAP1	HGNC:16467	-	0	 0.119	 0.153
ACAP2	HGNC:16469	-	0	 0.109	 0.147
ACAP3	HGNC:16754	-	0	 0.095	 0.118
ACAT1	HGNC:93	-	0	 0.116	 0.139
ACAT2	HGNC:94	-	0	 0.111	 0.130
ACBD3	HGNC:15453	-	0	 0.105	 0.131
ACBD4	HGNC:23337	-	0	 0.092	 0.100
ACBD5	HGNC:23338	-	0	 0.094	 0.121
ACBD6	HGNC:23339	-	0	 0.098	 0.119
ACBD7	HGNC:17715	-	0	 0.084	 0.085
ACCS	HGNC:23989	-	0	 0.090	 0.098
ACCSL	HGNC:34391	-	0	 0.086	 0.090
ACD	HGNC:25070	-	0	 0.110	 0.148
ACE	HGNC:2707	-	0	 0.116	 0.128
ACE2	HGNC:13557	-	0	 0.104	 0.117
ACER1	HGNC:18356	-	0	 0.090	 0.090
ACER2	HGNC:23675	-	0	 0.095	 0.102
ACER3	HGNC:16066	-	0	 0.098	 0.109
ACHE	HGNC:108	-	0	 0.118	 0.150
ACIN1	HGNC:17066	-	0	 0.123	 0.122
ACKR2	HGNC:1565	-	0	 0.123	 0.112
ACKR3	HGNC:23692	-	0	 0.129	 0.155
ACKR4	HGNC:1611	-	0	 0.115	 0.116
ACLY	HGNC:115	-	0	 0.116	 0.147
ACMSD	HGNC:19288	-	0	 0.086	 0.091
ACN9	HGNC:21752	-	0	 0.093	 0.106
ACO1	HGNC:117	-	0	 0.111	 0.128
ACO2	HGNC:118	-	0	 0.116	 0.158
ACOT1	HGNC:33128	-	0	 0.094	 0.094
ACOT11	HGNC:18156	-	0	 0.098	 0.103
ACOT12	HGNC:24436	-	0	 0.089	 0.096
ACOT13	HGNC:20999	-	0	 0.099	 0.112
ACOT2	HGNC:18431	-	0	 0.097	 0.125
ACOT4	HGNC:19748	-	0	 0.092	 0.103
ACOT6	HGNC:33159	-	0	 0.089	 0.094
ACOT7	HGNC:24157	-	0	 0.116	 0.136
ACOT8	HGNC:15919	-	0	 0.104	 0.134
ACOT9	HGNC:17152	-	0	 0.107	 0.120
ACOX1	HGNC:119	-	0	 0.127	 0.302
ACOX2	HGNC:120	-	0	 0.110	 0.138
ACOX3	HGNC:121	-	0	 0.103	 0.132
ACOXL	HGNC:25621	-	1	 0.201	 0.359
ACP1	HGNC:122	-	0	 0.112	 0.138
ACP2	HGNC:123	-	0	 0.115	 0.133
ACP5	HGNC:124	-	0	 0.129	 0.143
ACP6	HGNC:29609	-	0	 0.099	 0.106
ACPL2	HGNC:26303	-	0	 0.098	 0.111
ACPP	HGNC:125	-	0	 0.108	 0.132
ACPT	HGNC:14376	-	0	 0.089	 0.096
ACR	HGNC:126	-	0	 0.105	 0.126
ACRBP	HGNC:17195	-	0	 0.090	 0.098
ACRC	HGNC:15805	-	0	 0.090	 0.093
ACRV1	HGNC:127	-	0	 0.098	 0.108
ACSBG1	HGNC:29567	-	0	 0.102	 0.133
ACSBG2	HGNC:24174	-	0	 0.088	 0.092
ACSF2	HGNC:26101	-	0	 0.097	 0.111
ACSF3	HGNC:27288	-	0	 0.087	 0.092
ACSL1	HGNC:3569	-	0	 0.153	 0.178
ACSL3	HGNC:3570	-	0	 0.125	 0.170
ACSL4	HGNC:3571	-	0	 0.123	 0.164
ACSL5	HGNC:16526	-	0	 0.119	 0.140
ACSL6	HGNC:16496	-	0	 0.106	 0.106
ACSM1	HGNC:18049	-	0	 0.088	 0.098
ACSM2A	HGNC:32017	-	0	 0.087	 0.089
ACSM2B	HGNC:30931	-	0	 0.084	 0.086
ACSM3	HGNC:10522	-	0	 0.097	 0.106
ACSM4	HGNC:32016	-	0	 0.082	 0.084
ACSM5	HGNC:26060	-	0	 0.092	 0.103
ACSS1	HGNC:16091	-	0	 0.105	 0.114
ACSS2	HGNC:15814	-	0	 0.103	 0.109
ACSS3	HGNC:24723	-	0	 0.091	 0.093
ACTA1	HGNC:129	-	0	 0.129	 0.169
ACTA2	HGNC:130	-	0	 0.120	 0.135
ACTB	HGNC:132	-	0	 0.150	 0.239
ACTBL2	HGNC:17780	-	0	 0.087	 0.098
ACTC1	HGNC:143	-	0	 0.117	 0.132
ACTG1	HGNC:144	-	0	 0.130	 0.183
ACTG2	HGNC:145	-	0	 0.112	 0.135
ACTL10	HGNC:16127	-	0	 0.084	 0.090
ACTL6A	HGNC:24124	-	0	 0.110	 0.153
ACTL6B	HGNC:160	-	0	 0.101	 0.114
ACTL7A	HGNC:161	± HC-S	0	 0.089	 0.097
ACTL7B	HGNC:162	-	0	 0.089	 0.095
ACTL8	HGNC:24018	-	0	 0.090	 0.091
ACTL9	HGNC:28494	-	1	 0.246	 0.290
ACTN1	HGNC:163	-	0	 0.173	 0.264
ACTN2	HGNC:164	-	0	 0.138	 0.185
ACTN3	HGNC:165	-	0	 0.106	 0.130
ACTN4	HGNC:166	-	0	 0.137	 0.176
ACTR10	HGNC:17372	-	0	 0.096	 0.104
ACTR1A	HGNC:167	-	0	 0.118	 0.148
ACTR1B	HGNC:168	-	0	 0.111	 0.120
ACTR2	HGNC:169	-	0	 0.115	 0.161
ACTR3	HGNC:170	-	0	 0.115	 0.168
ACTR3B	HGNC:17256	-	0	 0.095	 0.106
ACTR3C	HGNC:37282	-	0	 0.083	 0.087
ACTR5	HGNC:14671	-	0	 0.090	 0.103
ACTR6	HGNC:24025	-	0	 0.098	 0.104
ACTR8	HGNC:14672	-	0	 0.091	 0.098
ACTRT1	HGNC:24027	-	0	 0.087	 0.089
ACTRT2	HGNC:24026	-	0	 0.087	 0.093
ACTRT3	HGNC:24022	-	0	 0.086	 0.100
ACVR1	HGNC:171	-	0	 0.173	 0.285
ACVR1B	HGNC:172	-	0	 0.154	 0.218
ACVR1C	HGNC:18123	-	0	 0.109	 0.133
ACVR2A	HGNC:173	-	0	 0.168	 0.260
ACVR2B	HGNC:174	-	0	 0.129	 0.186
ACVRL1	HGNC:175	-	0	 0.141	 0.200
ACY1	HGNC:177	-	0	 0.105	 0.117
ACY3	HGNC:24104	-	0	 0.094	 0.106
ACYP1	HGNC:179	-	0	 0.104	 0.128
ACYP2	HGNC:180	-	0	 0.109	 0.130
ADA	HGNC:186	-	0	 0.130	 0.148
ADAD1	HGNC:30713	-	0	 0.088	 0.097
ADAD2	HGNC:30714	-	0	 0.084	 0.086
ADAL	HGNC:31853	-	0	 0.093	 0.093
ADAM10	HGNC:188	-	0	 0.140	 0.210
ADAM11	HGNC:189	-	0	 0.106	 0.121
ADAM12	HGNC:190	-	0	 0.125	 0.139
ADAM15	HGNC:193	-	0	 0.113	 0.128
ADAM17	HGNC:195	-	0	 0.139	 0.220
ADAM18	HGNC:196	-	0	 0.090	 0.102
ADAM19	HGNC:197	-	0	 0.143	 0.205
ADAM2	HGNC:198	-	0	 0.100	 0.114
ADAM20	HGNC:199	-	0	 0.093	 0.098
ADAM21	HGNC:200	-	0	 0.086	 0.092
ADAM22	HGNC:201	-	0	 0.101	 0.134
ADAM23	HGNC:202	-	0	 0.112	 0.133
ADAM28	HGNC:206	-	0	 0.114	 0.122
ADAM29	HGNC:207	+ HC-P	0	 0.173	 0.097
ADAM30	HGNC:208	-	1	 0.275	 0.204
ADAM32	HGNC:15479	-	0	 0.091	 0.094
ADAM33	HGNC:15478	-	0	 0.089	 0.096
ADAM7	HGNC:214	-	0	 0.089	 0.089
ADAM8	HGNC:215	-	0	 0.124	 0.144
ADAM9	HGNC:216	-	0	 0.131	 0.172
ADAMDEC1	HGNC:16299	-	0	 0.108	 0.125
ADAMTS1	HGNC:217	-	0	 0.116	 0.135
ADAMTS10	HGNC:13201	-	0	 0.094	 0.104
ADAMTS12	HGNC:14605	-	0	 0.095	 0.111
ADAMTS13	HGNC:1366	-	0	 0.102	 0.135
ADAMTS14	HGNC:14899	-	0	 0.091	 0.102
ADAMTS15	HGNC:16305	-	0	 0.092	 0.104
ADAMTS16	HGNC:17108	-	0	 0.087	 0.093
ADAMTS17	HGNC:17109	-	0	 0.090	 0.097
ADAMTS18	HGNC:17110	-	0	 0.093	 0.117
ADAMTS19	HGNC:17111	-	0	 0.093	 0.111
ADAMTS2	HGNC:218	-	0	 0.104	 0.116
ADAMTS20	HGNC:17178	-	0	 0.092	 0.120
ADAMTS3	HGNC:219	-	0	 0.105	 0.114
ADAMTS4	HGNC:220	-	0	 0.116	 0.136
ADAMTS5	HGNC:221	-	0	 0.126	 0.147
ADAMTS6	HGNC:222	-	0	 0.110	 0.137
ADAMTS7	HGNC:223	-	1	 0.159	 0.134
ADAMTS8	HGNC:224	-	0	 0.101	 0.130
ADAMTS9	HGNC:13202	-	1	 0.200	 0.232
ADAMTSL1	HGNC:14632	-	0	 0.097	 0.126
ADAMTSL2	HGNC:14631	-	0	 0.096	 0.106
ADAMTSL3	HGNC:14633	-	0	 0.100	 0.130
ADAMTSL4	HGNC:19706	-	0	 0.108	 0.196
ADAMTSL5	HGNC:27912	-	0	 0.091	 0.104
ADAP1	HGNC:16486	-	0	 0.109	 0.124
ADAP2	HGNC:16487	-	0	 0.111	 0.114
ADAR	HGNC:225	-	0	 0.137	 0.177
ADARB1	HGNC:226	-	0	 0.111	 0.141
ADARB2	HGNC:227	-	0	 0.098	 0.112
ADAT1	HGNC:228	-	0	 0.097	 0.125
ADAT2	HGNC:21172	-	0	 0.091	 0.111
ADAT3	HGNC:25151	-	0	 0.088	 0.099
ADC	HGNC:29957	-	0	 0.092	 0.096
ADCK1	HGNC:19038	-	0	 0.094	 0.107
ADCK2	HGNC:19039	-	0	 0.095	 0.102
ADCK3	HGNC:16812	-	0	 0.108	 0.136
ADCK4	HGNC:19041	-	0	 0.097	 0.111
ADCK5	HGNC:21738	-	0	 0.087	 0.097
ADCY1	HGNC:232	-	0	 0.131	 0.181
ADCY10	HGNC:21285	-	0	 0.101	 0.120
ADCY2	HGNC:233	-	0	 0.128	 0.164
ADCY3	HGNC:234	-	1	 0.245	 0.454
ADCY4	HGNC:235	-	0	 0.122	 0.157
ADCY5	HGNC:236	-	0	 0.112	 0.124
ADCY6	HGNC:237	-	0	 0.136	 0.173
ADCY7	HGNC:238	-	0	 0.167	 0.239
ADCY8	HGNC:239	-	0	 0.141	 0.169
ADCY9	HGNC:240	-	1	 0.244	 0.495
ADCYAP1	HGNC:241	-	0	 0.120	 0.182
ADCYAP1R1	HGNC:242	-	0	 0.110	 0.128
ADD1	HGNC:243	-	0	 0.122	 0.147
ADD2	HGNC:244	-	0	 0.099	 0.121
ADD3	HGNC:245	-	0	 0.140	 0.227
ADGB	HGNC:21212	-	0	 0.089	 0.097
ADH1A	HGNC:249	-	0	 0.106	 0.110
ADH1B	HGNC:250	-	2	 0.387	 1.141
ADH1C	HGNC:251	-	0	 0.108	 0.119
ADH4	HGNC:252	-	0	 0.107	 0.108
ADH5	HGNC:253	-	0	 0.104	 0.118
ADH6	HGNC:255	-	0	 0.100	 0.096
ADH7	HGNC:256	-	0	 0.098	 0.109
ADHFE1	HGNC:16354	-	0	 0.132	 0.107
ADI1	HGNC:30576	-	0	 0.106	 0.135
ADIG	HGNC:28606	-	0	 0.093	 0.102
ADIPOQ	HGNC:13633	-	0	 0.113	 0.135
ADIPOR1	HGNC:24040	-	0	 0.109	 0.118
ADIPOR2	HGNC:24041	-	0	 0.127	 0.150
ADIRF	HGNC:24043	-	0	 0.106	 0.141
ADK	HGNC:257	-	0	 0.115	 0.166
ADM	HGNC:259	-	0	 0.180	 0.253
ADM2	HGNC:28898	-	0	 0.092	 0.114
ADM5	HGNC:27293	-	0	 0.083	 0.086
ADNP	HGNC:15766	-	0	 0.109	 0.150
ADNP2	HGNC:23803	-	0	 0.102	 0.120
ADO	HGNC:23506	-	0	 0.103	 0.120
ADORA1	HGNC:262	-	0	 0.129	 0.160
ADORA2A	HGNC:263	-	0	 0.134	 0.172
ADORA2B	HGNC:264	-	0	 0.131	 0.183
ADORA3	HGNC:268	-	0	 0.122	 0.128
ADPGK	HGNC:25250	-	0	 0.098	 0.113
ADPRH	HGNC:269	-	0	 0.096	 0.103
ADPRHL1	HGNC:21303	-	0	 0.088	 0.094
ADPRHL2	HGNC:21304	-	0	 0.089	 0.093
ADPRM	HGNC:30925	-	0	 0.103	 0.126
ADRA1A	HGNC:277	-	0	 0.124	 0.147
ADRA1B	HGNC:278	-	0	 0.123	 0.155
ADRA1D	HGNC:280	-	0	 0.117	 0.141
ADRA2A	HGNC:281	-	0	 0.133	 0.150
ADRA2B	HGNC:282	-	0	 0.117	 0.116
ADRA2C	HGNC:283	-	0	 0.119	 0.134
ADRB1	HGNC:285	-	0	 0.133	 0.184
ADRB2	HGNC:286	-	0	 0.165	 0.287
ADRB3	HGNC:288	-	0	 0.125	 0.154
ADRBK1	HGNC:289	-	0	 0.130	 0.172
ADRBK2	HGNC:290	-	0	 0.114	 0.123
ADRM1	HGNC:15759	-	0	 0.113	 0.172
ADSL	HGNC:291	-	0	 0.110	 0.138
ADSS	HGNC:292	-	0	 0.108	 0.129
ADSSL1	HGNC:20093	-	0	 0.096	 0.109
ADTRP	HGNC:21214	-	0	 0.104	 0.106
AEBP1	HGNC:303	-	0	 0.124	 0.137
AEBP2	HGNC:24051	-	0	 0.103	 0.131
AEN	HGNC:25722	-	0	 0.103	 0.106
AES	HGNC:307	-	0	 0.107	 0.126
AFAP1	HGNC:24017	-	0	 0.103	 0.125
AFAP1L1	HGNC:26714	-	0	 0.086	 0.090
AFAP1L2	HGNC:25901	-	0	 0.110	 0.144
AFF1	HGNC:7135	-	1	 0.367	 0.252
AFF2	HGNC:3776	-	0	 0.100	 0.121
AFF3	HGNC:6473	-	1	 0.337	 0.238
AFF4	HGNC:17869	-	0	 0.122	 0.161
AFG3L2	HGNC:315	-	0	 0.099	 0.121
AFM	HGNC:316	-	1	 0.175	 0.649
AFMID	HGNC:20910	-	0	 0.088	 0.090
AFP	HGNC:317	-	0	 0.107	 0.115
AFTPH	HGNC:25951	-	0	 0.101	 0.107
AGA	HGNC:318	-	0	 0.102	 0.116
AGAP1	HGNC:16922	-	0	 0.110	 0.136
AGAP10	HGNC:23462	-	0	 0.082	 0.084
AGAP11	HGNC:29421	-	0	 0.083	 0.084
AGAP2	HGNC:16921	-	0	 0.110	 0.153
AGAP3	HGNC:16923	-	0	 0.095	 0.109
AGAP4	HGNC:23459	-	0	 0.088	 0.092
AGAP5	HGNC:23467	-	0	 0.082	 0.085
AGAP6	HGNC:23466	-	0	 0.083	 0.086
AGAP7	HGNC:23465	-	0	 0.083	 0.086
AGAP8	HGNC:23464	-	0	 0.082	 0.084
AGAP9	HGNC:23463	-	0	 0.082	 0.084
AGBL1	HGNC:26504	-	0	 0.084	 0.088
AGBL2	HGNC:26296	-	0	 0.091	 0.094
AGBL3	HGNC:27981	-	0	 0.088	 0.099
AGBL4	HGNC:25892	-	0	 0.086	 0.094
AGBL5	HGNC:26147	-	0	 0.097	 0.107
AGER	HGNC:320	-	0	 0.128	 0.183
AGFG1	HGNC:5175	-	0	 0.115	 0.139
AGFG2	HGNC:5177	-	0	 0.100	 0.129
AGGF1	HGNC:24684	-	0	 0.102	 0.119
AGK	HGNC:21869	-	0	 0.100	 0.110
AGL	HGNC:321	-	0	 0.109	 0.139
AGMAT	HGNC:18407	-	0	 0.095	 0.101
AGMO	HGNC:33784	-	0	 0.085	 0.102
AGO1	HGNC:3262	-	0	 0.119	 0.179
AGO2	HGNC:3263	-	0	 0.127	 0.157
AGO3	HGNC:18421	-	0	 0.098	 0.119
AGO4	HGNC:18424	-	0	 0.103	 0.135
AGPAT1	HGNC:324	-	0	 0.120	 0.129
AGPAT2	HGNC:325	-	0	 0.122	 0.127
AGPAT3	HGNC:326	-	0	 0.111	 0.128
AGPAT4	HGNC:20885	-	0	 0.118	 0.137
AGPAT5	HGNC:20886	-	0	 0.111	 0.125
AGPAT6	HGNC:20880	-	0	 0.113	 0.112
AGPAT9	HGNC:28157	-	0	 0.109	 0.115
AGPS	HGNC:327	-	0	 0.107	 0.139
AGR2	HGNC:328	-	0	 0.111	 0.157
AGR3	HGNC:24167	-	0	 0.096	 0.116
AGRN	HGNC:329	-	0	 0.134	 0.166
AGRP	HGNC:330	-	0	 0.110	 0.107
AGT	HGNC:333	-	0	 0.137	 0.152
AGTPBP1	HGNC:17258	-	0	 0.102	 0.117
AGTR1	HGNC:336	-	0	 0.127	 0.151
AGTR2	HGNC:338	-	0	 0.126	 0.138
AGTRAP	HGNC:13539	-	0	 0.096	 0.112
AGXT	HGNC:341	-	0	 0.111	 0.138
AGXT2	HGNC:14412	-	0	 0.099	 0.103
AHCTF1	HGNC:24618	-	0	 0.103	 0.130
AHCY	HGNC:343	-	0	 0.111	 0.146
AHCYL1	HGNC:344	-	0	 0.109	 0.125
AHCYL2	HGNC:22204	-	0	 0.108	 0.132
AHDC1	HGNC:25230	-	0	 0.098	 0.121
AHI1	HGNC:21575	-	1	 0.301	 0.189
AHNAK	HGNC:347	-	0	 0.127	 0.184
AHNAK2	HGNC:20125	-	0	 0.101	 0.127
AHR	HGNC:348	-	0	 0.162	 0.298
AHRR	HGNC:346	-	0	 0.094	 0.146
AHSA1	HGNC:1189	-	0	 0.105	 0.131
AHSA2	HGNC:20437	-	0	 0.095	 0.112
AHSG	HGNC:349	-	0	 0.111	 0.125
AHSP	HGNC:18075	-	0	 0.091	 0.099
AICDA	HGNC:13203	-	0	 0.107	 0.110
AIDA	HGNC:25761	-	0	 0.098	 0.108
AIF1	HGNC:352	-	0	 0.136	 0.155
AIF1L	HGNC:28904	-	0	 0.099	 0.117
AIFM1	HGNC:8768	-	0	 0.121	 0.148
AIFM2	HGNC:21411	-	0	 0.101	 0.115
AIFM3	HGNC:26398	-	0	 0.101	 0.107
AIG1	HGNC:21607	-	0	 0.100	 0.130
AIM1	HGNC:356	-	0	 0.122	 0.142
AIM1L	HGNC:17295	-	0	 0.097	 0.106
AIM2	HGNC:357	-	0	 0.136	 0.134
AIMP1	HGNC:10648	-	0	 0.115	 0.145
AIMP2	HGNC:20609	-	0	 0.112	 0.127
AIP	HGNC:358	-	0	 0.112	 0.134
AIPL1	HGNC:359	-	0	 0.097	 0.104
AIRE	HGNC:360	-	1	 0.344	 0.213
AJAP1	HGNC:30801	-	1	 0.167	 0.298
AJUBA	HGNC:20250	-	0	 0.107	 0.142
AK1	HGNC:361	-	0	 0.110	 0.134
AK2	HGNC:362	-	0	 0.116	 0.165
AK3	HGNC:17376	-	0	 0.108	 0.140
AK4	HGNC:363	-	0	 0.113	 0.151
AK5	HGNC:365	-	0	 0.116	 0.164
AK6	HGNC:49151	-	0	 0.082	 0.084
AK7	HGNC:20091	-	0	 0.093	 0.120
AK8	HGNC:26526	-	0	 0.090	 0.092
AK9	HGNC:33814	-	0	 0.090	 0.099
AKAP1	HGNC:367	-	0	 0.113	 0.151
AKAP10	HGNC:368	-	0	 0.106	 0.129
AKAP11	HGNC:369	-	0	 0.103	 0.126
AKAP12	HGNC:370	-	0	 0.140	 0.234
AKAP13	HGNC:371	-	0	 0.121	 0.174
AKAP14	HGNC:24061	-	0	 0.087	 0.091
AKAP17A	HGNC:18783	-	0	 0.095	 0.109
AKAP2	HGNC:372	-	0	 0.110	 0.134
AKAP3	HGNC:373	-	0	 0.097	 0.104
AKAP4	HGNC:374	-	0	 0.098	 0.111
AKAP5	HGNC:375	-	0	 0.108	 0.122
AKAP6	HGNC:376	-	0	 0.107	 0.159
AKAP7	HGNC:377	-	0	 0.108	 0.120
AKAP8	HGNC:378	-	0	 0.103	 0.142
AKAP8L	HGNC:29857	-	0	 0.101	 0.116
AKAP9	HGNC:379	-	0	 0.126	 0.176
AKIP1	HGNC:1170	-	0	 0.095	 0.100
AKIRIN1	HGNC:25744	-	0	 0.106	 0.127
AKIRIN2	HGNC:21407	-	0	 0.108	 0.132
AKNA	HGNC:24108	-	0	 0.102	 0.128
AKNAD1	HGNC:28398	-	0	 0.087	 0.089
AKR1A1	HGNC:380	-	0	 0.114	 0.125
AKR1B1	HGNC:381	-	0	 0.126	 0.139
AKR1B10	HGNC:382	-	0	 0.101	 0.115
AKR1B15	HGNC:37281	-	0	 0.092	 0.104
AKR1C1	HGNC:384	-	0	 0.120	 0.155
AKR1C2	HGNC:385	-	0	 0.104	 0.116
AKR1C3	HGNC:386	-	0	 0.121	 0.154
AKR1C4	HGNC:387	-	0	 0.098	 0.096
AKR1CL1	HGNC:23469	-	0	 0.082	 0.084
AKR1D1	HGNC:388	-	0	 0.103	 0.112
AKR1E2	HGNC:23437	-	0	 0.094	 0.098
AKR7A2	HGNC:389	-	0	 0.104	 0.129
AKR7A3	HGNC:390	-	0	 0.094	 0.110
AKR7L	HGNC:24056	-	0	 0.083	 0.085
AKT1	HGNC:391	-	0	 0.233	 0.534
AKT1S1	HGNC:28426	-	0	 0.114	 0.152
AKT2	HGNC:392	-	0	 0.169	 0.283
