gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
BCAR1	HGNC:971	-	0	 0.130	 0.139
BCAR3	HGNC:973	-	0	 0.118	 0.146
BCAS1	HGNC:974	-	0	 0.101	 0.125
BCAS2	HGNC:975	-	0	 0.108	 0.145
BCAS3	HGNC:14347	-	0	 0.095	 0.111
BCAS4	HGNC:14367	-	0	 0.093	 0.104
BCAT1	HGNC:976	-	0	 0.123	 0.136
BCAT2	HGNC:977	-	0	 0.114	 0.122
BCCIP	HGNC:978	-	0	 0.101	 0.166
BCDIN3D	HGNC:27050	-	0	 0.091	 0.100
BCHE	HGNC:983	-	0	 0.103	 0.111
BCKDHA	HGNC:986	-	0	 0.116	 0.132
BCKDHB	HGNC:987	-	0	 0.113	 0.117
BCKDK	HGNC:16902	-	0	 0.113	 0.146
BCL10	HGNC:989	-	0	 0.193	 0.223
BCL11A	HGNC:13221	-	1	 0.276	 0.396
BCL11B	HGNC:13222	-	0	 0.128	 0.209
BCL2	HGNC:990	-	1	 0.671	 2.272
BCL2A1	HGNC:991	-	0	 0.170	 0.181
BCL2L1	HGNC:992	-	0	 0.336	 0.276
BCL2L10	HGNC:993	-	0	 0.105	 0.120
BCL2L11	HGNC:994	-	0	 0.152	 0.163
BCL2L12	HGNC:13787	-	0	 0.091	 0.104
BCL2L13	HGNC:17164	-	0	 0.111	 0.133
BCL2L14	HGNC:16657	-	0	 0.106	 0.114
BCL2L15	HGNC:33624	-	0	 0.090	 0.098
BCL2L2	HGNC:995	-	0	 0.121	 0.152
BCL2L2-PABPN1	HGNC:42959	-	0	 0.083	 0.086
BCL3	HGNC:998	-	0	 0.167	 0.204
BCL6	HGNC:1001	-	0	 0.216	 0.336
BCL6B	HGNC:1002	-	0	 0.093	 0.103
BCL7A	HGNC:1004	-	0	 0.113	 0.145
BCL7B	HGNC:1005	-	0	 0.095	 0.107
BCL7C	HGNC:1006	-	0	 0.097	 0.118
BCL9	HGNC:1008	-	0	 0.116	 0.148
BCL9L	HGNC:23688	-	0	 0.103	 0.142
BCLAF1	HGNC:16863	-	0	 0.126	 0.189
BCMO1	HGNC:13815	-	0	 0.094	 0.093
BCO2	HGNC:18503	-	0	 0.092	 0.105
BCOR	HGNC:20893	-	0	 0.120	 0.200
BCORL1	HGNC:25657	-	0	 0.094	 0.125
BCR	HGNC:1014	-	0	 0.146	 0.258
BCS1L	HGNC:1020	-	0	 0.105	 0.138
BDH1	HGNC:1027	-	0	 0.112	 0.140
BDH2	HGNC:32389	-	0	 0.103	 0.115
BDKRB1	HGNC:1029	-	0	 0.122	 0.134
BDKRB2	HGNC:1030	-	0	 0.133	 0.136
BDNF	HGNC:1033	-	1	 0.254	 0.602
BDP1	HGNC:13652	-	0	 0.092	 0.104
BEAN1	HGNC:24160	-	0	 0.088	 0.093
BECN1	HGNC:1034	-	0	 0.116	 0.240
BEGAIN	HGNC:24163	-	0	 0.100	 0.114
BEND2	HGNC:28509	-	0	 0.084	 0.089
BEND3	HGNC:23040	-	0	 0.089	 0.102
BEND4	HGNC:23815	-	0	 0.095	 0.111
BEND5	HGNC:25668	-	0	 0.105	 0.125
BEND6	HGNC:20871	-	0	 0.091	 0.092
BEND7	HGNC:23514	-	0	 0.091	 0.122
BEST1	HGNC:12703	-	0	 0.104	 0.116
BEST2	HGNC:17107	-	0	 0.092	 0.099
BEST3	HGNC:17105	-	0	 0.091	 0.100
BEST4	HGNC:17106	-	0	 0.086	 0.093
BET1	HGNC:14562	-	0	 0.115	 0.129
BET1L	HGNC:19348	-	1	 0.244	 1.087
BEX1	HGNC:1036	-	0	 0.107	 0.135
BEX2	HGNC:30933	-	0	 0.098	 0.113
BEX4	HGNC:25475	-	0	 0.108	 0.121
BEX5	HGNC:27990	-	0	 0.085	 0.093
BFAR	HGNC:17613	-	0	 0.118	 0.134
BFSP1	HGNC:1040	-	0	 0.095	 0.099
BFSP2	HGNC:1041	-	0	 0.095	 0.106
BGLAP	HGNC:1043	-	0	 0.098	 0.098
BGN	HGNC:1044	-	0	 0.117	 0.155
BHLHA15	HGNC:22265	-	0	 0.106	 0.127
BHLHA9	HGNC:35126	-	0	 0.086	 0.089
BHLHB9	HGNC:29353	-	0	 0.094	 0.103
BHLHE22	HGNC:11963	-	0	 0.104	 0.133
BHLHE23	HGNC:16093	-	0	 0.088	 0.095
BHLHE40	HGNC:1046	-	0	 0.150	 0.212
BHLHE41	HGNC:16617	-	0	 0.116	 0.165
BHMT	HGNC:1047	-	0	 0.102	 0.106
BHMT2	HGNC:1048	-	0	 0.097	 0.099
BICC1	HGNC:19351	-	1	 0.162	 0.128
BICD1	HGNC:1049	-	0	 0.111	 0.126
BICD2	HGNC:17208	-	0	 0.102	 0.121
BID	HGNC:1050	-	0	 0.257	 0.196
BIK	HGNC:1051	-	1	 0.243	 1.072
BIN1	HGNC:1052	-	1	 0.297	 0.191
BIN2	HGNC:1053	-	0	 0.114	 0.116
BIN3	HGNC:1054	-	0	 0.103	 0.118
BIRC2	HGNC:590	-	0	 0.206	 0.234
BIRC3	HGNC:591	-	0	 0.296	 0.258
BIRC5	HGNC:593	-	0	 0.138	 0.183
BIRC6	HGNC:13516	-	0	 0.110	 0.136
BIRC7	HGNC:13702	-	0	 0.096	 0.107
BIRC8	HGNC:14878	-	0	 0.088	 0.094
BIVM	HGNC:16034	-	0	 0.094	 0.104
BLACE	HGNC:20484	-	0	 0.082	 0.084
BLCAP	HGNC:1055	-	0	 0.112	 0.177
BLID	HGNC:33495	-	0	 0.087	 0.102
BLK	HGNC:1057	-	3	 2.265	 0.482
BLM	HGNC:1058	-	0	 0.114	 0.180
BLMH	HGNC:1059	-	0	 0.124	 0.143
BLNK	HGNC:14211	-	0	 0.177	 0.180
BLOC1S1	HGNC:4200	-	0	 0.109	 0.129
BLOC1S2	HGNC:20984	-	0	 0.094	 0.102
BLOC1S3	HGNC:20914	-	0	 0.090	 0.094
BLOC1S4	HGNC:24206	-	0	 0.096	 0.101
BLOC1S5	HGNC:18561	-	0	 0.095	 0.104
BLOC1S6	HGNC:8549	-	0	 0.108	 0.124
BLVRA	HGNC:1062	-	0	 0.108	 0.118
BLVRB	HGNC:1063	-	0	 0.122	 0.152
BLZF1	HGNC:1065	-	0	 0.104	 0.126
BMF	HGNC:24132	-	0	 0.134	 0.139
BMI1	HGNC:1066	-	0	 0.127	 0.165
BMP1	HGNC:1067	-	0	 0.150	 0.135
BMP10	HGNC:20869	-	0	 0.105	 0.121
BMP15	HGNC:1068	-	0	 0.091	 0.103
BMP2	HGNC:1069	-	1	 0.246	 0.335
BMP2K	HGNC:18041	-	0	 0.108	 0.117
BMP2KL	HGNC:17080	-	0	 0.083	 0.084
BMP3	HGNC:1070	-	0	 0.097	 0.112
BMP4	HGNC:1071	-	0	 0.152	 0.250
BMP5	HGNC:1072	-	0	 0.112	 0.156
BMP6	HGNC:1073	-	0	 0.123	 0.176
BMP7	HGNC:1074	-	0	 0.143	 0.203
BMP8A	HGNC:21650	-	0	 0.091	 0.095
BMP8B	HGNC:1075	-	0	 0.098	 0.117
BMPER	HGNC:24154	-	0	 0.094	 0.099
BMPR1A	HGNC:1076	-	0	 0.132	 0.189
BMPR1B	HGNC:1077	-	0	 0.138	 0.190
BMPR2	HGNC:1078	-	0	 0.153	 0.256
BMS1	HGNC:23505	-	0	 0.097	 0.110
BMX	HGNC:1079	-	0	 0.121	 0.144
BNC1	HGNC:1081	-	0	 0.111	 0.138
BNC2	HGNC:30988	-	1	 0.360	 3.520
BNIP1	HGNC:1082	-	0	 0.109	 0.127
BNIP2	HGNC:1083	-	0	 0.128	 0.158
BNIP3	HGNC:1084	-	0	 0.148	 0.172
BNIP3L	HGNC:1085	-	0	 0.145	 0.182
BNIPL	HGNC:16976	-	0	 0.098	 0.111
BOC	HGNC:17173	-	0	 0.109	 0.129
BOD1	HGNC:25114	-	0	 0.092	 0.108
BOD1L1	HGNC:31792	-	0	 0.092	 0.109
BOD1L2	HGNC:28505	-	0	 0.084	 0.085
BOK	HGNC:1087	-	0	 0.107	 0.114
BOLA1	HGNC:24263	-	0	 0.091	 0.103
BOLA2	HGNC:29488	-	0	 0.092	 0.107
BOLA2B	HGNC:32479	-	0	 0.083	 0.087
BOLA3	HGNC:24415	-	0	 0.090	 0.096
BOLL	HGNC:14273	-	1	 0.177	 0.151
BOP1	HGNC:15519	-	0	 0.100	 0.121
BORA	HGNC:24724	-	0	 0.095	 0.109
BPGM	HGNC:1093	-	0	 0.105	 0.139
BPHL	HGNC:1094	-	0	 0.103	 0.118
BPI	HGNC:1095	-	0	 0.102	 0.111
BPIFA1	HGNC:15749	-	0	 0.098	 0.113
BPIFA2	HGNC:16203	-	0	 0.088	 0.097
BPIFA3	HGNC:16204	-	0	 0.085	 0.088
BPIFB1	HGNC:16108	-	0	 0.090	 0.099
BPIFB2	HGNC:16177	-	0	 0.087	 0.091
BPIFB3	HGNC:16178	-	0	 0.086	 0.088
BPIFB4	HGNC:16179	-	0	 0.084	 0.092
BPIFB6	HGNC:16504	-	0	 0.085	 0.092
BPIFC	HGNC:16503	-	0	 0.085	 0.086
BPNT1	HGNC:1096	-	0	 0.101	 0.111
BPTF	HGNC:3581	-	1	 0.279	 1.381
BPY2	HGNC:13508	-	0	 0.090	 0.106
BPY2B	HGNC:25449	-	0	 0.083	 0.085
BPY2C	HGNC:18225	-	0	 0.082	 0.085
BRAF	HGNC:1097	-	0	 0.153	 0.273
BRAP	HGNC:1099	-	0	 0.107	 0.128
BRAT1	HGNC:21701	-	0	 0.088	 0.096
BRCA1	HGNC:1100	-	0	 0.162	 0.403
BRCA2	HGNC:1101	± LC-P	0	 0.134	 0.187
BRCC3	HGNC:24185	-	0	 0.100	 0.190
BRD1	HGNC:1102	-	0	 0.107	 0.126
BRD2	HGNC:1103	-	0	 0.118	 0.154
BRD3	HGNC:1104	-	0	 0.107	 0.123
BRD4	HGNC:13575	-	0	 0.117	 0.175
BRD7	HGNC:14310	-	0	 0.109	 0.143
BRD8	HGNC:19874	-	0	 0.110	 0.157
BRD9	HGNC:25818	-	0	 0.096	 0.115
BRDT	HGNC:1105	-	0	 0.103	 0.122
BRE	HGNC:1106	-	0	 0.118	 0.227
BRF1	HGNC:11551	-	0	 0.095	 0.116
BRF2	HGNC:17298	-	0	 0.091	 0.105
BRI3	HGNC:1109	-	0	 0.096	 0.106
BRI3BP	HGNC:14251	-	0	 0.092	 0.128
BRICD5	HGNC:28309	-	0	 0.088	 0.095
BRINP1	HGNC:2687	-	0	 0.106	 0.146
BRINP2	HGNC:13746	-	0	 0.095	 0.109
BRINP3	HGNC:22393	-	0	 0.106	 0.126
BRIP1	HGNC:20473	-	0	 0.110	 0.157
BRIX1	HGNC:24170	-	0	 0.097	 0.110
BRK1	HGNC:23057	-	0	 0.096	 0.110
BRMS1	HGNC:17262	-	0	 0.099	 0.113
BRMS1L	HGNC:20512	-	0	 0.100	 0.138
BROX	HGNC:26512	-	0	 0.090	 0.097
BRPF1	HGNC:14255	-	0	 0.099	 0.117
BRPF3	HGNC:14256	-	0	 0.099	 0.106
BRS3	HGNC:1113	-	0	 0.108	 0.116
BRSK1	HGNC:18994	-	0	 0.101	 0.120
BRSK2	HGNC:11405	-	0	 0.103	 0.129
BRWD1	HGNC:12760	-	0	 0.110	 0.149
BRWD3	HGNC:17342	-	0	 0.102	 0.125
BSCL2	HGNC:15832	-	0	 0.104	 0.111
BSDC1	HGNC:25501	-	0	 0.107	 0.128
BSG	HGNC:1116	-	0	 0.109	 0.113
BSN	HGNC:1117	-	0	 0.111	 0.146
BSND	HGNC:16512	-	0	 0.092	 0.108
BSPH1	HGNC:33906	-	0	 0.083	 0.086
BSPRY	HGNC:18232	-	0	 0.102	 0.120
BST1	HGNC:1118	-	1	 0.264	 0.158
BST2	HGNC:1119	-	0	 0.152	 0.240
BSX	HGNC:20450	-	0	 0.085	 0.085
BTAF1	HGNC:17307	-	0	 0.106	 0.134
BTBD1	HGNC:1120	-	0	 0.103	 0.122
BTBD10	HGNC:21445	-	0	 0.101	 0.128
BTBD11	HGNC:23844	-	0	 0.102	 0.127
BTBD16	HGNC:26340	-	0	 0.085	 0.088
BTBD17	HGNC:33758	-	0	 0.090	 0.091
BTBD18	HGNC:37214	-	0	 0.084	 0.084
BTBD19	HGNC:27145	-	0	 0.090	 0.103
BTBD2	HGNC:15504	-	0	 0.099	 0.117
BTBD3	HGNC:15854	-	0	 0.116	 0.151
BTBD6	HGNC:19897	-	0	 0.091	 0.103
BTBD7	HGNC:18269	-	0	 0.100	 0.132
BTBD8	HGNC:21019	-	0	 0.086	 0.089
BTBD9	HGNC:21228	-	1	 0.207	 0.460
BTC	HGNC:1121	-	0	 0.118	 0.371
BTD	HGNC:1122	-	0	 0.099	 0.118
BTF3	HGNC:1125	-	0	 0.110	 0.159
BTF3L4	HGNC:30547	-	0	 0.098	 0.117
BTG1	HGNC:1130	-	0	 0.169	 0.232
BTG2	HGNC:1131	-	0	 0.154	 0.210
BTG3	HGNC:1132	-	0	 0.135	 0.201
BTG4	HGNC:13862	-	0	 0.100	 0.110
BTK	HGNC:1133	-	0	 0.161	 0.198
BTLA	HGNC:21087	-	0	 0.110	 0.120
BTN1A1	HGNC:1135	-	0	 0.096	 0.112
BTN2A1	HGNC:1136	-	0	 0.110	 0.126
BTN2A2	HGNC:1137	-	0	 0.095	 0.100
BTN3A1	HGNC:1138	-	0	 0.102	 0.111
BTN3A2	HGNC:1139	-	0	 0.101	 0.106
BTN3A3	HGNC:1140	-	0	 0.109	 0.109
BTNL10	HGNC:42540	-	0	 0.085	 0.088
BTNL2	HGNC:1142	-	2	 0.385	 0.658
BTNL3	HGNC:1143	-	0	 0.092	 0.096
BTNL8	HGNC:26131	-	0	 0.088	 0.089
BTNL9	HGNC:24176	-	0	 0.091	 0.097
BTRC	HGNC:1144	-	0	 0.142	 0.260
BUB1	HGNC:1148	-	0	 0.119	 0.158
BUB1B	HGNC:1149	-	0	 0.123	 0.159
BUB3	HGNC:1151	-	0	 0.119	 0.160
BUD13	HGNC:28199	-	0	 0.090	 0.114
BUD31	HGNC:29629	-	0	 0.122	 0.163
BVES	HGNC:1152	-	0	 0.093	 0.102
BYSL	HGNC:1157	-	0	 0.104	 0.162
BZRAP1	HGNC:16831	-	0	 0.109	 0.135
BZW1	HGNC:18380	-	0	 0.112	 0.163
BZW2	HGNC:18808	-	0	 0.109	 0.147
C10orf10	HGNC:23355	-	0	 0.113	 0.145
C10orf105	HGNC:20304	-	0	 0.082	 0.084
C10orf107	HGNC:28678	-	0	 0.088	 0.098
C10orf11	HGNC:23405	-	0	 0.093	 0.110
C10orf111	HGNC:28582	-	0	 0.082	 0.084
C10orf113	HGNC:31447	-	0	 0.083	 0.087
C10orf118	HGNC:24349	-	0	 0.107	 0.116
C10orf12	HGNC:23420	-	0	 0.097	 0.123
C10orf120	HGNC:25707	-	0	 0.084	 0.088
C10orf128	HGNC:27274	-	0	 0.090	 0.096
C10orf129	HGNC:31665	-	0	 0.082	 0.084
C10orf131	HGNC:31667	-	0	 0.082	 0.084
C10orf2	HGNC:1160	-	0	 0.094	 0.110
C10orf25	HGNC:23509	-	0	 0.085	 0.091
C10orf32	HGNC:23516	-	0	 0.090	 0.097
C10orf35	HGNC:23519	-	0	 0.094	 0.104
C10orf53	HGNC:27421	-	0	 0.084	 0.090
C10orf54	HGNC:30085	-	0	 0.110	 0.137
C10orf55	HGNC:31008	-	0	 0.084	 0.087
C10orf62	HGNC:23294	-	0	 0.086	 0.093
C10orf67	HGNC:28716	-	0	 0.084	 0.090
C10orf71	HGNC:26973	-	0	 0.084	 0.086
C10orf76	HGNC:25788	-	0	 0.095	 0.113
C10orf82	HGNC:28500	-	0	 0.090	 0.102
C10orf85	HGNC:31365	-	0	 0.082	 0.084
C10orf88	HGNC:25822	-	0	 0.090	 0.098
C10orf90	HGNC:26563	-	0	 0.087	 0.097
C10orf91	HGNC:27275	-	0	 0.082	 0.084
C10orf95	HGNC:25880	-	0	 0.089	 0.093
C10orf99	HGNC:31428	-	0	 0.087	 0.099
C11orf1	HGNC:1163	-	0	 0.090	 0.098
C11orf16	HGNC:1169	-	0	 0.092	 0.098
C11orf21	HGNC:13231	-	0	 0.096	 0.106
C11orf24	HGNC:1174	-	0	 0.097	 0.105
C11orf30	HGNC:18071	-	2	 0.564	 0.616
C11orf31	HGNC:18251	-	0	 0.094	 0.106
C11orf35	HGNC:28561	-	0	 0.090	 0.107
C11orf40	HGNC:23986	-	0	 0.085	 0.085
C11orf42	HGNC:28541	-	0	 0.085	 0.086
C11orf44	HGNC:26805	-	0	 0.084	 0.088
C11orf45	HGNC:28584	-	0	 0.089	 0.107
C11orf48	HGNC:28351	-	0	 0.097	 0.108
C11orf49	HGNC:28720	-	0	 0.101	 0.115
C11orf52	HGNC:30531	-	0	 0.092	 0.110
C11orf53	HGNC:30527	-	0	 0.087	 0.090
C11orf54	HGNC:30204	-	0	 0.093	 0.105
C11orf57	HGNC:25569	-	0	 0.099	 0.125
C11orf58	HGNC:16990	-	0	 0.098	 0.110
C11orf63	HGNC:26288	-	0	 0.093	 0.098
C11orf65	HGNC:28519	-	0	 0.087	 0.093
C11orf68	HGNC:28801	-	0	 0.099	 0.119
C11orf70	HGNC:28188	-	0	 0.090	 0.097
C11orf71	HGNC:25937	-	0	 0.113	 0.102
C11orf72	HGNC:26915	-	0	 0.086	 0.094
C11orf73	HGNC:26938	-	0	 0.096	 0.105
C11orf74	HGNC:25142	-	0	 0.096	 0.113
C11orf80	HGNC:26197	-	0	 0.097	 0.119
C11orf82	HGNC:26351	-	0	 0.093	 0.113
C11orf83	HGNC:34399	-	0	 0.089	 0.108
C11orf84	HGNC:25115	-	0	 0.091	 0.101
C11orf85	HGNC:27441	-	0	 0.084	 0.089
C11orf86	HGNC:34442	-	0	 0.087	 0.091
C11orf87	HGNC:33788	-	0	 0.093	 0.104
C11orf88	HGNC:25061	-	0	 0.092	 0.096
C11orf89	HGNC:35118	-	0	 0.082	 0.085
C11orf91	HGNC:34444	-	0	 0.084	 0.090
C11orf94	HGNC:37213	-	0	 0.085	 0.090
C11orf95	HGNC:28449	-	0	 0.093	 0.106
C11orf96	HGNC:38675	-	0	 0.098	 0.097
C12orf10	HGNC:17590	-	0	 0.094	 0.105
C12orf23	HGNC:28281	-	0	 0.100	 0.116
C12orf29	HGNC:25322	-	0	 0.092	 0.102
C12orf36	HGNC:26598	-	0	 0.084	 0.087
C12orf39	HGNC:28139	-	0	 0.089	 0.103
C12orf4	HGNC:1184	-	0	 0.098	 0.118
C12orf40	HGNC:26846	-	0	 0.084	 0.097
C12orf42	HGNC:24729	-	0	 0.088	 0.097
C12orf43	HGNC:25719	-	0	 0.089	 0.095
C12orf44	HGNC:25679	-	0	 0.098	 0.109
C12orf45	HGNC:28628	-	0	 0.090	 0.095
C12orf49	HGNC:26128	-	0	 0.090	 0.095
C12orf5	HGNC:1185	-	0	 0.102	 0.115
C12orf50	HGNC:26665	-	0	 0.091	 0.102
C12orf54	HGNC:28553	-	0	 0.088	 0.094
C12orf55	HGNC:26456	-	0	 0.086	 0.091
C12orf56	HGNC:26967	-	0	 0.086	 0.089
C12orf57	HGNC:29521	-	0	 0.101	 0.120
C12orf60	HGNC:28726	-	0	 0.087	 0.099
C12orf61	HGNC:26364	-	0	 0.089	 0.091
C12orf65	HGNC:26784	-	0	 0.094	 0.105
C12orf66	HGNC:26517	-	0	 0.093	 0.100
C12orf68	HGNC:33749	-	0	 0.087	 0.091
C12orf71	HGNC:34452	-	0	 0.082	 0.084
C12orf73	HGNC:34450	-	0	 0.086	 0.093
C12orf74	HGNC:27887	-	0	 0.084	 0.090
C12orf75	HGNC:35164	-	0	 0.095	 0.108
C12orf76	HGNC:33790	-	0	 0.090	 0.100
C12orf77	HGNC:27282	-	0	 0.082	 0.087
C12orf79	HGNC:27409	-	0	 0.083	 0.084
C13orf35	HGNC:33793	-	0	 0.083	 0.086
C13orf45	HGNC:44370	-	0	 0.084	 0.088
C14orf1	HGNC:1187	-	0	 0.110	 0.122
C14orf105	HGNC:20189	-	0	 0.092	 0.099
C14orf119	HGNC:20270	-	0	 0.100	 0.116
C14orf132	HGNC:20346	-	0	 0.097	 0.121
C14orf142	HGNC:20356	-	0	 0.094	 0.110
C14orf159	HGNC:20498	-	0	 0.100	 0.120
C14orf164	HGNC:20438	-	0	 0.083	 0.085
C14orf166	HGNC:23169	-	0	 0.102	 0.126
C14orf166B	HGNC:23346	-	0	 0.086	 0.093
C14orf169	HGNC:20968	-	0	 0.093	 0.103
C14orf177	HGNC:26375	-	0	 0.084	 0.086
C14orf178	HGNC:26385	-	0	 0.086	 0.091
C14orf180	HGNC:33795	-	0	 0.087	 0.094
C14orf182	HGNC:27503	-	0	 0.087	 0.096
C14orf183	HGNC:27285	-	0	 0.084	 0.090
C14orf2	HGNC:1188	-	0	 0.099	 0.110
C14orf28	HGNC:19834	-	0	 0.090	 0.101
C14orf37	HGNC:19846	-	0	 0.092	 0.106
C14orf39	HGNC:19849	-	0	 0.090	 0.098
C14orf79	HGNC:20126	-	0	 0.089	 0.096
C14orf80	HGNC:20127	-	0	 0.089	 0.099
C14orf93	HGNC:20162	-	0	 0.090	 0.093
C15orf26	HGNC:26782	-	0	 0.088	 0.100
C15orf27	HGNC:26763	-	0	 0.090	 0.096
C15orf32	HGNC:26549	-	0	 0.084	 0.089
C15orf37	HGNC:27521	-	0	 0.087	 0.100
C15orf38	HGNC:28782	-	0	 0.089	 0.099
C15orf39	HGNC:24497	-	0	 0.104	 0.116
C15orf40	HGNC:28443	-	0	 0.089	 0.102
C15orf41	HGNC:26929	-	0	 0.095	 0.107
C15orf43	HGNC:28520	-	0	 0.087	 0.095
C15orf48	HGNC:29898	-	0	 0.103	 0.112
C15orf52	HGNC:33488	-	0	 0.091	 0.094
C15orf53	HGNC:33796	-	0	 0.084	 0.089
C15orf54	HGNC:33797	-	0	 0.088	 0.097
C15orf56	HGNC:33868	-	0	 0.083	 0.086
C15orf57	HGNC:28295	-	0	 0.088	 0.098
C15orf59	HGNC:33753	-	0	 0.088	 0.092
C15orf60	HGNC:25065	-	0	 0.087	 0.090
C15orf61	HGNC:34453	-	0	 0.089	 0.095
C15orf62	HGNC:34489	-	0	 0.086	 0.094
C15orf65	HGNC:44654	-	0	 0.087	 0.093
C16orf11	HGNC:14139	-	0	 0.084	 0.089
C16orf13	HGNC:14141	-	0	 0.094	 0.113
C16orf3	HGNC:1197	-	0	 0.088	 0.095
C16orf45	HGNC:19213	-	0	 0.106	 0.141
C16orf46	HGNC:26525	-	0	 0.087	 0.091
C16orf47	HGNC:28329	-	0	 0.089	 0.097
C16orf52	HGNC:27087	-	0	 0.094	 0.104
C16orf54	HGNC:26649	-	0	 0.091	 0.103
C16orf58	HGNC:25848	-	0	 0.094	 0.141
C16orf59	HGNC:25849	-	0	 0.090	 0.105
C16orf62	HGNC:24641	-	0	 0.095	 0.099
C16orf70	HGNC:29564	-	0	 0.092	 0.111
C16orf71	HGNC:25081	-	0	 0.089	 0.101
C16orf72	HGNC:30103	-	0	 0.099	 0.124
C16orf74	HGNC:23362	-	0	 0.094	 0.108
C16orf78	HGNC:28479	-	0	 0.092	 0.096
C16orf80	HGNC:29523	-	0	 0.098	 0.108
C16orf86	HGNC:33755	-	0	 0.086	 0.089
C16orf87	HGNC:33754	-	0	 0.095	 0.113
C16orf89	HGNC:28687	-	0	 0.091	 0.098
C16orf90	HGNC:34455	-	0	 0.087	 0.094
C16orf91	HGNC:27558	-	0	 0.086	 0.091
C16orf92	HGNC:26346	-	0	 0.084	 0.086
C16orf93	HGNC:28078	-	0	 0.087	 0.088
C16orf95	HGNC:40033	-	0	 0.083	 0.084
C16orf96	HGNC:40031	-	0	 0.083	 0.085
C16orf97	HGNC:44658	-	0	 0.083	 0.089
C16orf98	HGNC:45036	-	0	 0.082	 0.084
C17orf100	HGNC:34494	-	0	 0.087	 0.095
C17orf102	HGNC:34412	-	0	 0.089	 0.097
C17orf103	HGNC:30770	-	0	 0.092	 0.112
C17orf104	HGNC:26670	-	0	 0.083	 0.084
C17orf105	HGNC:37241	-	0	 0.083	 0.089
C17orf107	HGNC:37238	-	0	 0.082	 0.084
C17orf112	HGNC:42963	-	0	 0.082	 0.084
C17orf47	HGNC:26844	-	0	 0.086	 0.090
C17orf49	HGNC:28737	-	0	 0.094	 0.109
C17orf50	HGNC:29581	-	0	 0.086	 0.092
C17orf51	HGNC:27904	-	0	 0.084	 0.084
C17orf53	HGNC:28460	-	0	 0.092	 0.097
C17orf58	HGNC:27568	-	0	 0.094	 0.100
C17orf59	HGNC:25939	-	0	 0.095	 0.110
C17orf62	HGNC:28672	-	0	 0.102	 0.115
C17orf64	HGNC:26990	-	0	 0.091	 0.103
C17orf66	HGNC:26548	-	0	 0.084	 0.089
C17orf67	HGNC:27900	-	0	 0.086	 0.089
C17orf70	HGNC:26171	-	0	 0.107	 0.105
C17orf72	HGNC:25673	-	0	 0.085	 0.090
C17orf74	HGNC:27315	-	0	 0.085	 0.091
C17orf75	HGNC:30173	-	0	 0.093	 0.112
C17orf77	HGNC:26480	-	0	 0.084	 0.086
C17orf78	HGNC:26831	-	0	 0.086	 0.087
C17orf80	HGNC:29601	-	0	 0.091	 0.102
C17orf82	HGNC:32699	-	0	 0.088	 0.100
C17orf85	HGNC:24612	-	0	 0.094	 0.106
C17orf89	HGNC:33551	-	0	 0.086	 0.089
C17orf96	HGNC:34493	-	0	 0.089	 0.096
C17orf97	HGNC:33800	-	0	 0.087	 0.095
C17orf98	HGNC:34492	-	0	 0.085	 0.091
C17orf99	HGNC:34490	-	0	 0.084	 0.091
C18orf21	HGNC:28802	-	0	 0.087	 0.095
C18orf25	HGNC:28172	-	0	 0.100	 0.115
C18orf32	HGNC:31690	-	0	 0.093	 0.096
C18orf42	HGNC:28285	-	0	 0.083	 0.090
C18orf54	HGNC:13796	-	0	 0.090	 0.100
C18orf56	HGNC:29553	-	0	 0.086	 0.086
C18orf63	HGNC:40037	-	0	 0.082	 0.084
C18orf64	HGNC:44660	-	0	 0.082	 0.084
C18orf8	HGNC:24326	-	0	 0.099	 0.108
C19orf10	HGNC:16948	-	0	 0.101	 0.112
C19orf12	HGNC:25443	-	0	 0.097	 0.109
C19orf18	HGNC:28642	-	0	 0.085	 0.088
C19orf24	HGNC:26073	-	0	 0.092	 0.098
C19orf25	HGNC:26711	-	0	 0.088	 0.093
C19orf26	HGNC:28617	-	0	 0.090	 0.102
C19orf33	HGNC:16668	-	0	 0.092	 0.109
C19orf35	HGNC:24793	-	0	 0.082	 0.084
C19orf38	HGNC:34073	-	0	 0.087	 0.095
C19orf40	HGNC:28467	-	0	 0.090	 0.095
C19orf43	HGNC:28424	-	0	 0.097	 0.119
C19orf44	HGNC:26141	-	0	 0.088	 0.096
C19orf45	HGNC:24745	-	0	 0.085	 0.087
C19orf47	HGNC:26723	-	0	 0.088	 0.089
C19orf48	HGNC:29667	-	0	 0.099	 0.124
C19orf52	HGNC:25152	-	0	 0.091	 0.093
C19orf53	HGNC:24991	-	0	 0.095	 0.104
C19orf54	HGNC:24758	-	0	 0.090	 0.103
C19orf55	HGNC:25204	-	0	 0.087	 0.097
C19orf57	HGNC:28153	-	0	 0.095	 0.105
C19orf59	HGNC:27291	-	0	 0.092	 0.101
C19orf60	HGNC:26098	-	0	 0.096	 0.106
C19orf66	HGNC:25649	-	0	 0.107	 0.120
C19orf67	HGNC:34354	-	0	 0.085	 0.088
C19orf68	HGNC:34495	-	0	 0.090	 0.095
C19orf69	HGNC:34497	-	0	 0.082	 0.084
C19orf70	HGNC:33702	-	0	 0.095	 0.101
C19orf71	HGNC:34496	-	0	 0.086	 0.092
