gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
CUL4B	HGNC:2555	-	0	 0.103	0.091
CUL5	HGNC:2556	-	0	 0.140	0.124
CUL7	HGNC:21024	-	0	 0.112	0.095
CUL9	HGNC:15982	-	0	 0.103	0.105
CUTA	HGNC:21101	-	0	 0.102	0.093
CUTC	HGNC:24271	-	0	 0.097	0.100
CUX1	HGNC:2557	-	0	 0.135	0.125
CUX2	HGNC:19347	-	0	 0.100	0.105
CUZD1	HGNC:17937	-	0	 0.099	0.102
CWC15	HGNC:26939	-	0	 0.103	0.100
CWC22	HGNC:29322	-	0	 0.099	0.091
CWC25	HGNC:25989	-	0	 0.091	0.087
CWC27	HGNC:10664	-	0	 0.092	0.087
CWF19L1	HGNC:25613	-	0	 0.092	0.095
CWF19L2	HGNC:26508	-	0	 0.090	0.091
CWH43	HGNC:26133	-	0	 0.094	0.099
CX3CL1	HGNC:10647	-	0	 0.158	0.138
CX3CR1	HGNC:2558	-	0	 0.153	0.121
CXADR	HGNC:2559	-	0	 0.138	0.143
CXCL1	HGNC:4602	-	0	 0.211	0.161
CXCL10	HGNC:10637	-	0	 0.220	0.127
CXCL11	HGNC:10638	-	0	 0.177	0.113
CXCL12	HGNC:10672	-	2	 1.577	0.224
CXCL13	HGNC:10639	-	0	 0.169	0.117
CXCL14	HGNC:10640	-	0	 0.141	0.127
CXCL16	HGNC:16642	-	0	 0.126	0.109
CXCL17	HGNC:19232	-	0	 0.090	0.099
CXCL2	HGNC:4603	-	0	 0.219	0.142
CXCL3	HGNC:4604	-	0	 0.160	0.142
CXCL5	HGNC:10642	-	0	 0.151	0.113
CXCL6	HGNC:10643	-	0	 0.151	0.116
CXCL9	HGNC:7098	-	0	 0.172	0.110
CXCR1	HGNC:6026	-	0	 0.107	0.094
CXCR2	HGNC:6027	-	0	 0.164	0.119
CXCR3	HGNC:4540	-	0	 0.168	0.108
CXCR4	HGNC:2561	-	0	 0.277	0.129
CXCR5	HGNC:1060	-	1	 0.609	0.138
CXCR6	HGNC:16647	-	0	 0.138	0.113
CXXC1	HGNC:24343	-	0	 0.105	0.097
CXXC11	HGNC:26585	-	0	 0.084	0.087
CXXC4	HGNC:24593	-	0	 0.094	0.095
CXXC5	HGNC:26943	-	0	 0.125	0.109
CXorf21	HGNC:25667	-	0	 0.104	0.109
CXorf22	HGNC:28546	-	0	 0.086	0.084
CXorf23	HGNC:27413	-	0	 0.094	0.095
CXorf24	HGNC:27333	-	0	 0.083	0.082
CXorf27	HGNC:18417	-	0	 0.087	0.082
CXorf30	HGNC:27298	-	0	 0.085	0.084
CXorf36	HGNC:25866	-	0	 0.088	0.088
CXorf38	HGNC:28589	-	0	 0.093	0.087
CXorf40A	HGNC:28089	-	0	 0.097	0.089
CXorf40B	HGNC:17402	-	0	 0.091	0.090
CXorf56	HGNC:26239	-	0	 0.094	0.088
CXorf57	HGNC:25486	-	0	 0.096	0.097
CXorf58	HGNC:26356	-	0	 0.089	0.092
CXorf64	HGNC:34498	-	0	 0.085	0.084
CXorf65	HGNC:33713	-	0	 0.084	0.083
CXorf66	HGNC:33743	-	0	 0.082	0.081
CXorf67	HGNC:33738	-	0	 0.084	0.086
CYB561	HGNC:2571	-	0	 0.108	0.111
CYB561A3	HGNC:23014	-	0	 0.092	0.087
CYB561D1	HGNC:26804	-	0	 0.089	0.096
CYB561D2	HGNC:30253	-	0	 0.098	0.087
CYB5A	HGNC:2570	-	0	 0.124	0.110
CYB5B	HGNC:24374	-	0	 0.105	0.112
CYB5D1	HGNC:26516	-	0	 0.095	0.092
CYB5D2	HGNC:28471	-	0	 0.089	0.089
CYB5R1	HGNC:13397	-	0	 0.112	0.100
CYB5R2	HGNC:24376	-	0	 0.096	0.097
CYB5R3	HGNC:2873	-	0	 0.107	0.109
CYB5R4	HGNC:20147	-	0	 0.097	0.112
CYB5RL	HGNC:32220	-	0	 0.086	0.085
CYBA	HGNC:2577	-	0	 0.131	0.102
CYBB	HGNC:2578	-	0	 0.161	0.112
CYBRD1	HGNC:20797	-	0	 0.104	0.104
CYC1	HGNC:2579	-	0	 0.111	0.109
CYCS	HGNC:19986	-	0	 0.197	0.128
CYFIP1	HGNC:13759	-	0	 0.124	0.112
CYFIP2	HGNC:13760	-	0	 0.132	0.118
CYGB	HGNC:16505	-	0	 0.101	0.098
CYHR1	HGNC:17806	-	0	 0.093	0.092
CYLC1	HGNC:2582	-	0	 0.088	0.083
CYLC2	HGNC:2583	-	0	 0.093	0.087
CYLD	HGNC:2584	-	0	 0.153	0.106
CYP11A1	HGNC:2590	-	0	 0.108	0.151
CYP11B1	HGNC:2591	-	0	 0.097	0.131
CYP11B2	HGNC:2592	-	0	 0.099	0.140
CYP17A1	HGNC:2593	-	0	 0.107	0.143
CYP19A1	HGNC:2594	-	0	 0.103	0.135
CYP1A1	HGNC:2595	-	0	 0.120	0.242
CYP1A2	HGNC:2596	-	0	 0.104	0.174
CYP1B1	HGNC:2597	-	0	 0.142	0.207
CYP20A1	HGNC:20576	-	0	 0.093	0.087
CYP21A2	HGNC:2600	-	0	 0.095	0.118
CYP24A1	HGNC:2602	-	1	 0.328	0.229
CYP26A1	HGNC:2603	+ HC-P	0	 0.188	0.167
CYP26B1	HGNC:20581	-	0	 0.115	0.303
CYP26C1	HGNC:20577	-	0	 0.094	0.222
CYP27A1	HGNC:2605	-	0	 0.114	0.156
CYP27B1	HGNC:2606	-	1	 0.325	0.250
CYP27C1	HGNC:33480	-	0	 0.085	0.083
CYP2A13	HGNC:2608	-	0	 0.096	0.161
CYP2A6	HGNC:2610	-	0	 0.108	0.214
CYP2A7	HGNC:2611	-	0	 0.099	0.154
CYP2B6	HGNC:2615	-	0	 0.102	0.186
CYP2C18	HGNC:2620	-	0	 0.105	0.219
CYP2C19	HGNC:2621	-	0	 0.100	0.189
CYP2C8	HGNC:2622	-	0	 0.101	0.165
CYP2C9	HGNC:2623	-	0	 0.106	0.155
CYP2D6	HGNC:2625	-	0	 0.104	0.143
CYP2E1	HGNC:2631	-	0	 0.121	0.168
CYP2F1	HGNC:2632	-	0	 0.102	0.148
CYP2J2	HGNC:2634	-	0	 0.110	0.191
CYP2R1	HGNC:20580	-	0	 0.095	0.108
CYP2S1	HGNC:15654	-	0	 0.098	0.132
CYP2U1	HGNC:20582	-	0	 0.089	0.113
CYP2W1	HGNC:20243	-	0	 0.089	0.108
CYP39A1	HGNC:17449	-	0	 0.110	0.142
CYP3A4	HGNC:2637	-	0	 0.108	0.212
CYP3A43	HGNC:17450	-	0	 0.092	0.152
CYP3A5	HGNC:2638	-	0	 0.107	0.173
CYP3A7	HGNC:2640	-	0	 0.104	0.207
CYP46A1	HGNC:2641	-	0	 0.104	0.156
CYP4A11	HGNC:2642	-	0	 0.113	0.215
CYP4A22	HGNC:20575	-	0	 0.092	0.134
CYP4B1	HGNC:2644	-	0	 0.105	0.176
CYP4F11	HGNC:13265	-	0	 0.100	0.141
CYP4F12	HGNC:18857	-	0	 0.104	0.127
CYP4F2	HGNC:2645	-	0	 0.104	0.148
CYP4F22	HGNC:26820	-	0	 0.089	0.091
CYP4F3	HGNC:2646	-	0	 0.105	0.138
CYP4F8	HGNC:2648	-	0	 0.097	0.140
CYP4V2	HGNC:23198	-	0	 0.097	0.096
CYP4X1	HGNC:20244	-	0	 0.089	0.089
CYP4Z1	HGNC:20583	-	0	 0.085	0.082
CYP51A1	HGNC:2649	-	0	 0.116	0.142
CYP7A1	HGNC:2651	-	0	 0.101	0.149
CYP7B1	HGNC:2652	-	0	 0.104	0.148
CYP8B1	HGNC:2653	-	0	 0.095	0.135
CYR61	HGNC:2654	-	0	 0.141	0.141
CYS1	HGNC:18525	-	0	 0.089	0.090
CYSLTR1	HGNC:17451	-	0	 0.122	0.107
CYSLTR2	HGNC:18274	-	0	 0.106	0.118
CYSTM1	HGNC:30239	-	0	 0.102	0.095
CYTH1	HGNC:9501	-	0	 0.125	0.109
CYTH2	HGNC:9502	-	0	 0.112	0.105
CYTH3	HGNC:9504	-	0	 0.111	0.107
CYTH4	HGNC:9505	-	0	 0.109	0.094
CYTIP	HGNC:9506	-	0	 0.129	0.102
CYTL1	HGNC:24435	-	0	 0.098	0.092
CYYR1	HGNC:16274	-	0	 0.091	0.089
CYorf17	HGNC:38732	-	0	 0.082	0.081
D2HGDH	HGNC:28358	-	0	 0.094	0.091
DAAM1	HGNC:18142	-	0	 0.119	0.130
DAAM2	HGNC:18143	-	0	 0.100	0.100
DAB1	HGNC:2661	-	0	 0.102	0.098
DAB2	HGNC:2662	-	0	 0.155	0.199
DAB2IP	HGNC:17294	-	1	 0.726	0.160
DACH1	HGNC:2663	-	0	 0.116	0.126
DACH2	HGNC:16814	-	0	 0.092	0.109
DACT1	HGNC:17748	-	0	 0.108	0.118
DACT2	HGNC:21231	-	0	 0.089	0.096
DACT3	HGNC:30745	-	0	 0.089	0.089
DAD1	HGNC:2664	-	0	 0.114	0.098
DAG1	HGNC:2666	-	0	 0.142	0.394
DAGLA	HGNC:1165	-	0	 0.099	0.090
DAGLB	HGNC:28923	-	0	 0.097	0.090
DAK	HGNC:24552	-	0	 0.126	0.091
DALRD3	HGNC:25536	-	0	 0.102	0.093
DAND5	HGNC:26780	-	0	 0.087	0.084
DAO	HGNC:2671	-	0	 0.104	0.103
DAOA	HGNC:21191	-	0	 0.082	0.082
DAP	HGNC:2672	-	1	 0.373	0.126
DAP3	HGNC:2673	-	0	 0.123	0.100
DAPK1	HGNC:2674	-	0	 0.159	0.161
DAPK2	HGNC:2675	-	0	 0.126	0.109
DAPK3	HGNC:2676	-	0	 0.115	0.109
DAPL1	HGNC:21490	-	0	 0.093	0.089
DAPP1	HGNC:16500	-	0	 0.124	0.109
DARC	HGNC:4035	-	0	 0.118	0.099
DARS	HGNC:2678	-	0	 0.115	0.100
DARS2	HGNC:25538	-	0	 0.093	0.098
DAW1	HGNC:26383	-	0	 0.088	0.094
DAXX	HGNC:2681	-	0	 0.146	0.116
DAZ1	HGNC:2682	-	0	 0.090	0.087
DAZ2	HGNC:15964	-	0	 0.089	0.088
DAZ3	HGNC:15965	-	0	 0.084	0.082
DAZ4	HGNC:15966	-	0	 0.084	0.086
DAZAP1	HGNC:2683	-	0	 0.103	0.098
DAZAP2	HGNC:2684	-	0	 0.120	0.112
DAZL	HGNC:2685	-	0	 0.109	0.101
DBF4	HGNC:17364	-	0	 0.111	0.093
DBF4B	HGNC:17883	-	0	 0.087	0.089
DBH	HGNC:2689	-	0	 0.099	0.108
DBI	HGNC:2690	-	0	 0.113	0.098
DBN1	HGNC:2695	-	0	 0.113	0.114
DBNDD1	HGNC:28455	-	0	 0.095	0.110
DBNDD2	HGNC:15881	-	0	 0.103	0.107
DBNL	HGNC:2696	-	0	 0.112	0.116
DBP	HGNC:2697	-	0	 0.130	0.126
DBR1	HGNC:15594	-	0	 0.100	0.093
DBT	HGNC:2698	-	0	 0.111	0.119
DBX1	HGNC:33185	-	0	 0.085	0.095
DBX2	HGNC:33186	-	0	 0.085	0.089
DCAF10	HGNC:23686	-	0	 0.097	0.092
DCAF11	HGNC:20258	-	0	 0.104	0.101
DCAF12	HGNC:19911	-	0	 0.094	0.090
DCAF12L1	HGNC:29395	-	0	 0.090	0.096
DCAF12L2	HGNC:32950	-	0	 0.085	0.085
DCAF13	HGNC:24535	-	0	 0.093	0.090
DCAF15	HGNC:25095	-	0	 0.094	0.089
DCAF16	HGNC:25987	-	0	 0.091	0.094
DCAF17	HGNC:25784	-	0	 0.095	0.093
DCAF4	HGNC:20229	-	0	 0.095	0.091
DCAF4L1	HGNC:27723	-	0	 0.085	0.084
DCAF4L2	HGNC:26657	-	0	 0.084	0.082
DCAF5	HGNC:20224	-	0	 0.096	0.096
DCAF6	HGNC:30002	-	0	 0.103	0.109
DCAF7	HGNC:30915	-	0	 0.112	0.111
DCAF8	HGNC:24891	-	0	 0.106	0.098
DCAF8L1	HGNC:31810	-	0	 0.082	0.081
DCAF8L2	HGNC:31811	-	0	 0.083	0.082
DCAKD	HGNC:26238	-	0	 0.097	0.094
DCBLD1	HGNC:21479	-	0	 0.093	0.091
DCBLD2	HGNC:24627	-	0	 0.118	0.128
DCC	HGNC:2701	-	0	 0.115	0.118
DCD	HGNC:14669	-	0	 0.087	0.084
DCDC1	HGNC:20625	-	0	 0.083	0.082
DCDC2	HGNC:18141	-	0	 0.098	0.091
DCDC2B	HGNC:32576	-	0	 0.086	0.084
DCDC2C	HGNC:32696	-	0	 0.085	0.083
DCDC5	HGNC:24799	-	0	 0.090	0.091
DCHS1	HGNC:13681	-	0	 0.101	0.103
DCHS2	HGNC:23111	-	0	 0.093	0.107
DCK	HGNC:2704	-	0	 0.116	0.113
DCLK1	HGNC:2700	-	0	 0.126	0.142
DCLK2	HGNC:19002	-	0	 0.097	0.106
DCLK3	HGNC:19005	-	0	 0.090	0.092
DCLRE1A	HGNC:17660	-	0	 0.097	0.100
DCLRE1B	HGNC:17641	-	0	 0.095	0.101
DCLRE1C	HGNC:17642	-	0	 0.102	0.088
DCN	HGNC:2705	-	0	 0.130	0.163
DCP1A	HGNC:18714	-	0	 0.128	0.095
DCP1B	HGNC:24451	-	0	 0.113	0.085
DCP2	HGNC:24452	-	0	 0.125	0.100
DCPS	HGNC:29812	-	0	 0.104	0.093
DCST1	HGNC:26539	-	0	 0.085	0.082
DCST2	HGNC:26562	-	0	 0.086	0.083
DCSTAMP	HGNC:18549	-	1	 0.224	0.141
DCT	HGNC:2709	-	0	 0.112	0.125
DCTD	HGNC:2710	-	0	 0.101	0.087
DCTN1	HGNC:2711	-	0	 0.117	0.101
DCTN2	HGNC:2712	-	0	 0.113	0.109
DCTN3	HGNC:2713	-	0	 0.112	0.106
DCTN4	HGNC:15518	-	0	 0.113	0.101
DCTN5	HGNC:24594	-	0	 0.100	0.091
DCTN6	HGNC:16964	-	0	 0.106	0.101
DCTPP1	HGNC:28777	-	0	 0.104	0.107
DCUN1D1	HGNC:18184	-	0	 0.109	0.104
DCUN1D2	HGNC:20328	-	0	 0.093	0.088
DCUN1D3	HGNC:28734	-	0	 0.107	0.110
DCUN1D4	HGNC:28998	-	0	 0.105	0.101
DCUN1D5	HGNC:28409	-	0	 0.092	0.094
DCX	HGNC:2714	-	0	 0.121	0.128
DCXR	HGNC:18985	-	0	 0.102	0.102
DDA1	HGNC:28360	-	0	 0.104	0.098
DDAH1	HGNC:2715	-	0	 0.111	0.130
DDAH2	HGNC:2716	-	0	 0.116	0.102
DDB1	HGNC:2717	-	0	 0.120	0.096
DDB2	HGNC:2718	-	0	 0.128	0.112
DDC	HGNC:2719	-	0	 0.105	0.105
DDHD1	HGNC:19714	-	0	 0.105	0.109
DDHD2	HGNC:29106	-	0	 0.103	0.107
DDI1	HGNC:18961	-	0	 0.086	0.094
DDI2	HGNC:24578	-	0	 0.091	0.086
DDIT3	HGNC:2726	-	0	 0.161	0.147
DDIT4	HGNC:24944	-	0	 0.149	0.135
DDIT4L	HGNC:30555	-	0	 0.097	0.097
DDN	HGNC:24458	-	0	 0.098	0.115
DDO	HGNC:2727	-	0	 0.095	0.097
DDOST	HGNC:2728	-	0	 0.112	0.093
DDR1	HGNC:2730	-	0	 0.130	0.124
DDR2	HGNC:2731	-	0	 0.121	0.115
DDRGK1	HGNC:16110	-	0	 0.095	0.094
DDT	HGNC:2732	-	0	 0.104	0.095
DDTL	HGNC:33446	-	0	 0.083	0.082
DDX1	HGNC:2734	-	1	 0.180	0.117
DDX10	HGNC:2735	-	0	 0.101	0.105
DDX11	HGNC:2736	-	0	 0.109	0.093
DDX17	HGNC:2740	-	0	 0.134	0.122
DDX18	HGNC:2741	-	0	 0.106	0.098
DDX19A	HGNC:25628	-	0	 0.095	0.090
DDX19B	HGNC:2742	-	0	 0.100	0.087
DDX20	HGNC:2743	-	0	 0.098	0.089
DDX21	HGNC:2744	-	0	 0.115	0.102
DDX23	HGNC:17347	-	0	 0.101	0.096
DDX24	HGNC:13266	-	0	 0.104	0.091
DDX25	HGNC:18698	-	0	 0.100	0.094
DDX26B	HGNC:27334	-	0	 0.092	0.100
DDX27	HGNC:15837	-	0	 0.096	0.089
DDX28	HGNC:17330	-	0	 0.093	0.092
DDX31	HGNC:16715	-	0	 0.092	0.088
DDX39A	HGNC:17821	-	0	 0.113	0.093
DDX39B	HGNC:13917	-	0	 0.097	0.086
DDX3X	HGNC:2745	-	0	 0.132	0.109
DDX3Y	HGNC:2699	-	0	 0.126	0.110
DDX4	HGNC:18700	-	0	 0.096	0.097
DDX41	HGNC:18674	-	0	 0.100	0.094
DDX42	HGNC:18676	-	0	 0.106	0.106
DDX43	HGNC:18677	-	0	 0.090	0.085
DDX46	HGNC:18681	-	0	 0.104	0.096
DDX47	HGNC:18682	-	0	 0.098	0.095
DDX49	HGNC:18684	-	0	 0.100	0.098
DDX5	HGNC:2746	-	0	 0.122	0.113
DDX50	HGNC:17906	-	0	 0.103	0.097
DDX51	HGNC:20082	-	0	 0.095	0.096
DDX52	HGNC:20038	-	0	 0.098	0.095
DDX53	HGNC:20083	-	0	 0.090	0.086
DDX54	HGNC:20084	-	0	 0.105	0.097
DDX55	HGNC:20085	-	0	 0.092	0.087
DDX56	HGNC:18193	-	0	 0.094	0.089
DDX58	HGNC:19102	-	0	 0.154	0.105
DDX59	HGNC:25360	-	0	 0.094	0.095
DDX6	HGNC:2747	-	1	 0.455	0.172
DDX60	HGNC:25942	-	0	 0.121	0.103
DDX60L	HGNC:26429	-	0	 0.096	0.094
DEAF1	HGNC:14677	-	0	 0.103	0.098
DEC1	HGNC:23658	-	0	 0.091	0.087
DECR1	HGNC:2753	-	0	 0.113	0.171
DECR2	HGNC:2754	-	0	 0.096	0.089
DEDD	HGNC:2755	-	0	 0.115	0.112
DEDD2	HGNC:24450	-	0	 0.103	0.095
DEF6	HGNC:2760	-	0	 0.109	0.105
DEF8	HGNC:25969	-	0	 0.093	0.088
DEFA1	HGNC:2761	-	0	 0.103	0.090
DEFA1B	HGNC:33596	-	0	 0.090	0.082
DEFA3	HGNC:2762	-	0	 0.093	0.083
DEFA4	HGNC:2763	-	0	 0.099	0.087
DEFA5	HGNC:2764	-	0	 0.099	0.087
DEFA6	HGNC:2765	-	0	 0.093	0.092
DEFB1	HGNC:2766	-	0	 0.130	0.107
DEFB103A	HGNC:15967	-	0	 0.119	0.083
DEFB103B	HGNC:31702	-	0	 0.108	0.083
DEFB104A	HGNC:18115	-	0	 0.087	0.081
DEFB104B	HGNC:26165	-	0	 0.086	0.081
DEFB105A	HGNC:18087	-	0	 0.087	0.083
DEFB105B	HGNC:29930	-	0	 0.086	0.081
DEFB106A	HGNC:18088	-	0	 0.087	0.083
DEFB106B	HGNC:28879	-	0	 0.086	0.081
DEFB107A	HGNC:18086	-	0	 0.087	0.083
DEFB107B	HGNC:31918	-	0	 0.086	0.081
DEFB108B	HGNC:29966	-	0	 0.088	0.083
DEFB110	HGNC:18091	-	0	 0.087	0.083
DEFB112	HGNC:18093	-	0	 0.086	0.081
DEFB113	HGNC:18094	-	0	 0.086	0.081
DEFB114	HGNC:18095	-	0	 0.087	0.081
DEFB115	HGNC:18096	-	0	 0.087	0.082
DEFB116	HGNC:18097	-	0	 0.087	0.082
DEFB118	HGNC:16196	-	0	 0.090	0.081
DEFB119	HGNC:18099	-	0	 0.089	0.086
DEFB121	HGNC:18101	-	0	 0.085	0.081
DEFB123	HGNC:18103	-	0	 0.087	0.087
DEFB124	HGNC:18104	-	0	 0.091	0.090
DEFB125	HGNC:18105	-	0	 0.088	0.089
DEFB126	HGNC:15900	-	0	 0.091	0.087
DEFB127	HGNC:16206	-	0	 0.092	0.081
DEFB128	HGNC:18106	-	0	 0.085	0.081
DEFB129	HGNC:16218	-	0	 0.087	0.085
DEFB130	HGNC:18107	-	0	 0.086	0.081
DEFB131	HGNC:18108	-	0	 0.086	0.081
DEFB132	HGNC:33806	-	0	 0.087	0.083
DEFB133	HGNC:31331	-	0	 0.082	0.081
DEFB134	HGNC:32399	-	0	 0.086	0.081
DEFB135	HGNC:32400	-	0	 0.087	0.082
DEFB136	HGNC:34433	-	0	 0.086	0.081
DEFB4A	HGNC:2767	-	0	 0.119	0.094
DEFB4B	HGNC:30193	-	0	 0.097	0.081
DEGS1	HGNC:13709	-	0	 0.121	0.108
DEGS2	HGNC:20113	-	0	 0.097	0.097
DEK	HGNC:2768	-	0	 0.121	0.099
DENND1A	HGNC:29324	-	1	 0.225	0.124
DENND1B	HGNC:28404	-	2	 0.837	0.190
DENND1C	HGNC:26225	-	0	 0.096	0.088
DENND2A	HGNC:22212	-	0	 0.091	0.089
DENND2C	HGNC:24748	-	0	 0.091	0.089
DENND2D	HGNC:26192	-	0	 0.110	0.101
DENND3	HGNC:29134	-	0	 0.113	0.105
DENND4A	HGNC:24321	-	0	 0.103	0.105
DENND4B	HGNC:29044	-	0	 0.097	0.090
DENND4C	HGNC:26079	-	0	 0.095	0.094
DENND5A	HGNC:19344	-	0	 0.131	0.113
DENND5B	HGNC:28338	-	0	 0.091	0.099
DENND6A	HGNC:26635	-	0	 0.098	0.100
DENND6B	HGNC:32690	-	0	 0.088	0.085
DENR	HGNC:2769	-	0	 0.104	0.096
DEPDC1	HGNC:22949	-	0	 0.098	0.093
DEPDC1B	HGNC:24902	-	0	 0.096	0.095
DEPDC4	HGNC:22952	-	0	 0.085	0.085
DEPDC5	HGNC:18423	-	0	 0.095	0.105
DEPDC7	HGNC:29899	-	0	 0.099	0.103
DEPTOR	HGNC:22953	-	0	 0.107	0.099
DERA	HGNC:24269	-	0	 0.096	0.089
DERL1	HGNC:28454	-	0	 0.119	0.100
DERL2	HGNC:17943	-	0	 0.109	0.093
DERL3	HGNC:14236	-	0	 0.091	0.090
DES	HGNC:2770	-	0	 0.116	0.195
DESI1	HGNC:24577	-	0	 0.098	0.089
DESI2	HGNC:24264	-	0	 0.100	0.099
DET1	HGNC:25477	-	0	 0.102	0.089
DEXI	HGNC:13267	-	0	 0.102	0.100
DFFA	HGNC:2772	-	0	 0.144	0.109
DFFB	HGNC:2773	-	0	 0.135	0.115
DFNA5	HGNC:2810	-	0	 0.104	0.107
DFNB31	HGNC:16361	-	0	 0.100	0.119
DFNB59	HGNC:29502	-	0	 0.085	0.084
DGAT1	HGNC:2843	-	0	 0.113	0.148
DGAT2	HGNC:16940	-	0	 0.117	0.151
DGAT2L6	HGNC:23250	-	0	 0.082	0.081
DGCR14	HGNC:16817	-	0	 0.097	0.103
DGCR2	HGNC:2845	-	0	 0.107	0.102
DGCR6	HGNC:2846	-	0	 0.097	0.102
DGCR6L	HGNC:18551	-	0	 0.088	0.084
DGCR8	HGNC:2847	-	0	 0.099	0.091
DGKA	HGNC:2849	-	0	 0.154	0.121
DGKB	HGNC:2850	-	0	 0.107	0.092
DGKD	HGNC:2851	-	0	 0.154	0.120
DGKE	HGNC:2852	-	0	 0.118	0.103
DGKG	HGNC:2853	-	0	 0.118	0.119
DGKH	HGNC:2854	-	2	 0.563	0.272
DGKI	HGNC:2855	-	0	 0.118	0.125
DGKK	HGNC:32395	-	0	 0.096	0.086
DGKQ	HGNC:2856	-	1	 0.223	0.631
DGKZ	HGNC:2857	-	0	 0.128	0.110
DGUOK	HGNC:2858	-	0	 0.105	0.098
DHCR24	HGNC:2859	-	0	 0.138	0.130
DHCR7	HGNC:2860	-	0	 0.119	0.120
DHDDS	HGNC:20603	-	0	 0.093	0.094
DHDH	HGNC:17887	-	0	 0.086	0.087
DHFR	HGNC:2861	-	0	 0.120	0.099
DHFRL1	HGNC:27309	-	0	 0.085	0.083
DHH	HGNC:2865	-	0	 0.102	0.129
DHODH	HGNC:2867	-	0	 0.105	0.112
DHPS	HGNC:2869	-	0	 0.104	0.093
DHRS1	HGNC:16445	-	0	 0.108	0.102
DHRS11	HGNC:28639	-	0	 0.097	0.097
DHRS12	HGNC:25832	-	0	 0.089	0.089
DHRS13	HGNC:28326	-	0	 0.090	0.099
DHRS2	HGNC:18349	-	0	 0.103	0.108
DHRS3	HGNC:17693	-	0	 0.141	0.256
DHRS4	HGNC:16985	-	0	 0.095	0.136
DHRS4L1	HGNC:19732	-	0	 0.082	0.081
DHRS4L2	HGNC:19731	-	0	 0.085	0.142
DHRS7	HGNC:21524	-	0	 0.109	0.100
DHRS7B	HGNC:24547	-	0	 0.095	0.093
DHRS7C	HGNC:32423	-	0	 0.084	0.094
DHRS9	HGNC:16888	-	0	 0.110	0.210
DHRSX	HGNC:18399	-	0	 0.087	0.088
DHTKD1	HGNC:23537	-	0	 0.093	0.089
DHX15	HGNC:2738	-	0	 0.117	0.107
DHX16	HGNC:2739	-	0	 0.101	0.091
DHX29	HGNC:15815	-	0	 0.095	0.088
DHX30	HGNC:16716	-	0	 0.108	0.102
DHX32	HGNC:16717	-	0	 0.101	0.094
DHX33	HGNC:16718	-	0	 0.092	0.091
DHX34	HGNC:16719	-	0	 0.092	0.089
DHX35	HGNC:15861	-	0	 0.090	0.089
DHX36	HGNC:14410	-	0	 0.097	0.092
DHX37	HGNC:17210	-	0	 0.088	0.088
DHX38	HGNC:17211	-	0	 0.099	0.099
DHX40	HGNC:18018	-	0	 0.109	0.107
DHX57	HGNC:20086	-	0	 0.095	0.101
DHX58	HGNC:29517	-	0	 0.132	0.101
DHX8	HGNC:2749	-	0	 0.101	0.100
DHX9	HGNC:2750	-	0	 0.113	0.097
DIABLO	HGNC:21528	-	0	 0.137	0.102
DIAPH1	HGNC:2876	-	0	 0.115	0.130
DIAPH2	HGNC:2877	-	0	 0.105	0.099
DIAPH3	HGNC:15480	-	0	 0.098	0.097
DICER1	HGNC:17098	-	0	 0.113	0.105
DIDO1	HGNC:2680	-	0	 0.109	0.092
DIEXF	HGNC:28440	-	0	 0.097	0.095
DIMT1	HGNC:30217	-	0	 0.094	0.090
DIO1	HGNC:2883	-	0	 0.096	0.108
DIO2	HGNC:2884	-	0	 0.114	0.114
DIO3	HGNC:2885	-	0	 0.097	0.111
DIP2A	HGNC:17217	-	0	 0.097	0.158
DIP2B	HGNC:29284	-	0	 0.095	0.092
DIP2C	HGNC:29150	-	0	 0.107	0.110
DIRAS1	HGNC:19127	-	0	 0.096	0.098
DIRAS2	HGNC:19323	-	0	 0.103	0.127
DIRAS3	HGNC:687	-	0	 0.103	0.099
DIRC1	HGNC:15760	-	0	 0.085	0.087
DIRC2	HGNC:16628	-	0	 0.096	0.092
DIS3	HGNC:20604	-	0	 0.107	0.093
DIS3L	HGNC:28698	-	0	 0.092	0.094
DIS3L2	HGNC:28648	-	0	 0.093	0.098
DISC1	HGNC:2888	-	0	 0.101	0.124
DISP1	HGNC:19711	-	0	 0.088	0.089
DISP2	HGNC:19712	-	0	 0.089	0.101
DIXDC1	HGNC:23695	-	0	 0.106	0.115
DKC1	HGNC:2890	-	0	 0.108	0.095
DKK1	HGNC:2891	-	0	 0.119	0.122
DKK2	HGNC:2892	-	0	 0.107	0.131
DKK3	HGNC:2893	-	0	 0.110	0.106
DKK4	HGNC:2894	-	0	 0.102	0.104
DKKL1	HGNC:16528	-	1	 0.289	0.154
DLAT	HGNC:2896	-	0	 0.108	0.098
DLC1	HGNC:2897	-	0	 0.132	0.149
DLD	HGNC:2898	-	1	 0.312	0.144
DLEC1	HGNC:2899	-	0	 0.105	0.094
DLEU7	HGNC:17567	-	0	 0.089	0.094
DLG1	HGNC:2900	-	0	 0.129	0.263
DLG2	HGNC:2901	-	0	 0.120	0.253
DLG3	HGNC:2902	-	0	 0.125	0.214
DLG4	HGNC:2903	-	0	 0.120	0.188
DLG5	HGNC:2904	-	0	 0.115	0.101
DLGAP1	HGNC:2905	-	0	 0.100	0.104
DLGAP2	HGNC:2906	-	0	 0.100	0.110
