gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
ACE2	HGNC:13557	-	0	 0.104	0.102
ACER1	HGNC:18356	-	0	 0.090	0.091
ACER2	HGNC:23675	-	0	 0.095	0.091
ACER3	HGNC:16066	-	0	 0.098	0.090
ACHE	HGNC:108	-	0	 0.118	0.122
ACIN1	HGNC:17066	-	0	 0.123	0.151
ACKR2	HGNC:1565	-	0	 0.123	0.099
ACKR3	HGNC:23692	-	0	 0.129	0.117
ACKR4	HGNC:1611	-	0	 0.115	0.106
ACLY	HGNC:115	-	0	 0.116	0.121
ACMSD	HGNC:19288	-	0	 0.086	0.086
ACN9	HGNC:21752	-	0	 0.093	0.090
ACO1	HGNC:117	-	0	 0.111	0.103
ACO2	HGNC:118	-	0	 0.116	0.109
ACOT1	HGNC:33128	-	0	 0.094	0.092
ACOT11	HGNC:18156	-	0	 0.098	0.097
ACOT12	HGNC:24436	-	0	 0.089	0.090
ACOT13	HGNC:20999	-	0	 0.099	0.095
ACOT2	HGNC:18431	-	0	 0.097	0.094
ACOT4	HGNC:19748	-	0	 0.092	0.086
ACOT6	HGNC:33159	-	0	 0.089	0.083
ACOT7	HGNC:24157	-	0	 0.116	0.109
ACOT8	HGNC:15919	-	0	 0.104	0.095
ACOT9	HGNC:17152	-	0	 0.107	0.098
ACOX1	HGNC:119	-	0	 0.127	0.124
ACOX2	HGNC:120	-	0	 0.110	0.129
ACOX3	HGNC:121	-	0	 0.103	0.094
ACOXL	HGNC:25621	-	1	 0.201	0.125
ACP1	HGNC:122	-	0	 0.112	0.091
ACP2	HGNC:123	-	0	 0.115	0.100
ACP5	HGNC:124	-	0	 0.129	0.102
ACP6	HGNC:29609	-	0	 0.099	0.096
ACPL2	HGNC:26303	-	0	 0.098	0.094
ACPP	HGNC:125	-	0	 0.108	0.103
ACPT	HGNC:14376	-	0	 0.089	0.090
ACR	HGNC:126	-	0	 0.105	0.089
ACRBP	HGNC:17195	-	0	 0.090	0.088
ACRC	HGNC:15805	-	0	 0.090	0.088
ACRV1	HGNC:127	-	0	 0.098	0.099
ACSBG1	HGNC:29567	-	0	 0.102	0.093
ACSBG2	HGNC:24174	-	0	 0.088	0.089
ACSF2	HGNC:26101	-	0	 0.097	0.096
ACSF3	HGNC:27288	-	0	 0.087	0.084
ACSL1	HGNC:3569	-	0	 0.153	0.148
ACSL3	HGNC:3570	-	0	 0.125	0.113
ACSL4	HGNC:3571	-	0	 0.123	0.119
ACSL5	HGNC:16526	-	0	 0.119	0.115
ACSL6	HGNC:16496	-	0	 0.106	0.108
ACSM1	HGNC:18049	-	0	 0.088	0.099
ACSM2A	HGNC:32017	-	0	 0.087	0.086
ACSM2B	HGNC:30931	-	0	 0.084	0.089
ACSM3	HGNC:10522	-	0	 0.097	0.095
ACSM4	HGNC:32016	-	0	 0.082	0.081
ACSM5	HGNC:26060	-	0	 0.092	0.103
ACSS1	HGNC:16091	-	0	 0.105	0.136
ACSS2	HGNC:15814	-	0	 0.103	0.156
ACSS3	HGNC:24723	-	0	 0.091	0.117
ACTA1	HGNC:129	-	0	 0.129	0.176
ACTA2	HGNC:130	-	0	 0.120	0.121
ACTB	HGNC:132	-	0	 0.150	0.178
ACTBL2	HGNC:17780	-	0	 0.087	0.084
ACTC1	HGNC:143	± HC-S	0	 0.117	0.187
ACTG1	HGNC:144	-	0	 0.130	0.149
ACTG2	HGNC:145	-	0	 0.112	0.118
ACTL10	HGNC:16127	-	0	 0.084	0.086
ACTL6A	HGNC:24124	-	0	 0.110	0.095
ACTL6B	HGNC:160	-	0	 0.101	0.110
ACTL7A	HGNC:161	-	0	 0.089	0.092
ACTL7B	HGNC:162	-	0	 0.089	0.087
ACTL8	HGNC:24018	-	0	 0.090	0.088
ACTL9	HGNC:28494	-	1	 0.246	0.106
ACTN1	HGNC:163	-	0	 0.173	0.195
ACTN2	HGNC:164	-	0	 0.138	0.392
ACTN3	HGNC:165	-	0	 0.106	0.129
ACTN4	HGNC:166	-	0	 0.137	0.140
ACTR10	HGNC:17372	-	0	 0.096	0.092
ACTR1A	HGNC:167	-	0	 0.118	0.113
ACTR1B	HGNC:168	-	0	 0.111	0.093
ACTR2	HGNC:169	-	0	 0.115	0.145
ACTR3	HGNC:170	-	0	 0.115	0.115
ACTR3B	HGNC:17256	-	0	 0.095	0.095
ACTR3C	HGNC:37282	-	0	 0.083	0.081
ACTR5	HGNC:14671	-	0	 0.090	0.089
ACTR6	HGNC:24025	-	0	 0.098	0.092
ACTR8	HGNC:14672	-	0	 0.091	0.091
ACTRT1	HGNC:24027	-	0	 0.087	0.091
ACTRT2	HGNC:24026	-	0	 0.087	0.087
ACTRT3	HGNC:24022	-	0	 0.086	0.083
ACVR1	HGNC:171	-	0	 0.173	0.246
ACVR1B	HGNC:172	-	0	 0.154	0.140
ACVR1C	HGNC:18123	-	0	 0.109	0.111
ACVR2A	HGNC:173	-	0	 0.168	0.351
ACVR2B	HGNC:174	-	0	 0.129	0.269
ACVRL1	HGNC:175	-	0	 0.141	0.142
ACY1	HGNC:177	-	0	 0.105	0.105
ACY3	HGNC:24104	-	0	 0.094	0.093
ACYP1	HGNC:179	-	0	 0.104	0.099
ACYP2	HGNC:180	-	0	 0.109	0.093
ADA	HGNC:186	-	0	 0.130	0.117
ADAD1	HGNC:30713	-	0	 0.088	0.094
ADAD2	HGNC:30714	-	0	 0.084	0.082
ADAL	HGNC:31853	-	0	 0.093	0.084
ADAM10	HGNC:188	-	0	 0.140	0.131
ADAM11	HGNC:189	-	0	 0.106	0.113
ADAM12	HGNC:190	-	0	 0.125	0.137
ADAM15	HGNC:193	-	0	 0.113	0.103
ADAM17	HGNC:195	-	0	 0.139	0.119
ADAM18	HGNC:196	-	0	 0.090	0.099
ADAM19	HGNC:197	-	0	 0.143	0.127
ADAM2	HGNC:198	-	0	 0.100	0.111
ADAM20	HGNC:199	-	0	 0.093	0.095
ADAM21	HGNC:200	-	0	 0.086	0.081
ADAM22	HGNC:201	-	0	 0.101	0.107
ADAM23	HGNC:202	-	0	 0.112	0.119
ADAM28	HGNC:206	-	0	 0.114	0.114
ADAM29	HGNC:207	-	1	 0.173	0.117
ADAM30	HGNC:208	-	1	 0.275	0.112
ADAM32	HGNC:15479	-	0	 0.091	0.108
ADAM33	HGNC:15478	-	0	 0.089	0.103
ADAM7	HGNC:214	-	0	 0.089	0.088
ADAM8	HGNC:215	-	0	 0.124	0.113
ADAM9	HGNC:216	-	0	 0.131	0.128
ADAMDEC1	HGNC:16299	-	0	 0.108	0.099
ADAMTS1	HGNC:217	-	0	 0.116	0.112
ADAMTS10	HGNC:13201	-	0	 0.094	0.093
ADAMTS12	HGNC:14605	-	0	 0.095	0.111
ADAMTS13	HGNC:1366	-	0	 0.102	0.094
ADAMTS14	HGNC:14899	-	0	 0.091	0.098
ADAMTS15	HGNC:16305	-	0	 0.092	0.112
ADAMTS16	HGNC:17108	-	0	 0.087	0.090
ADAMTS17	HGNC:17109	-	0	 0.090	0.095
ADAMTS18	HGNC:17110	-	0	 0.093	0.108
ADAMTS19	HGNC:17111	-	0	 0.093	0.094
ADAMTS2	HGNC:218	-	0	 0.104	0.114
ADAMTS20	HGNC:17178	-	0	 0.092	0.092
ADAMTS3	HGNC:219	-	0	 0.105	0.112
ADAMTS4	HGNC:220	-	0	 0.116	0.121
ADAMTS5	HGNC:221	-	0	 0.126	0.128
ADAMTS6	HGNC:222	-	0	 0.110	0.112
ADAMTS7	HGNC:223	-	1	 0.159	0.125
ADAMTS8	HGNC:224	-	0	 0.101	0.109
ADAMTS9	HGNC:13202	-	1	 0.200	0.608
ADAMTSL1	HGNC:14632	-	0	 0.097	0.109
ADAMTSL2	HGNC:14631	-	0	 0.096	0.099
ADAMTSL3	HGNC:14633	-	0	 0.100	0.120
ADAMTSL4	HGNC:19706	-	0	 0.108	0.096
ADAMTSL5	HGNC:27912	-	0	 0.091	0.095
ADAP1	HGNC:16486	-	0	 0.109	0.104
ADAP2	HGNC:16487	-	0	 0.111	0.123
ADAR	HGNC:225	-	0	 0.137	0.102
ADARB1	HGNC:226	-	0	 0.111	0.108
ADARB2	HGNC:227	-	0	 0.098	0.114
ADAT1	HGNC:228	-	0	 0.097	0.086
ADAT2	HGNC:21172	-	0	 0.091	0.095
ADAT3	HGNC:25151	-	0	 0.088	0.086
ADC	HGNC:29957	-	0	 0.092	0.091
ADCK1	HGNC:19038	-	0	 0.094	0.091
ADCK2	HGNC:19039	-	0	 0.095	0.090
ADCK3	HGNC:16812	-	0	 0.108	0.106
ADCK4	HGNC:19041	-	0	 0.097	0.113
ADCK5	HGNC:21738	-	0	 0.087	0.087
ADCY1	HGNC:232	-	0	 0.131	0.153
ADCY10	HGNC:21285	-	0	 0.101	0.098
ADCY2	HGNC:233	-	0	 0.128	0.152
ADCY3	HGNC:234	-	1	 0.245	0.289
ADCY4	HGNC:235	-	0	 0.122	0.171
ADCY5	HGNC:236	-	0	 0.112	0.138
ADCY6	HGNC:237	-	0	 0.136	0.145
ADCY7	HGNC:238	-	0	 0.167	0.154
ADCY8	HGNC:239	-	0	 0.141	0.197
ADCY9	HGNC:240	-	1	 0.244	0.251
ADCYAP1	HGNC:241	-	0	 0.120	0.122
ADCYAP1R1	HGNC:242	-	0	 0.110	0.119
ADD1	HGNC:243	-	0	 0.122	0.133
ADD2	HGNC:244	-	0	 0.099	0.107
ADD3	HGNC:245	-	0	 0.140	0.127
ADGB	HGNC:21212	-	0	 0.089	0.083
ADH1A	HGNC:249	-	0	 0.106	0.137
ADH1B	HGNC:250	-	2	 0.387	0.381
ADH1C	HGNC:251	-	0	 0.108	0.158
ADH4	HGNC:252	-	0	 0.107	0.169
ADH5	HGNC:253	-	0	 0.104	0.124
ADH6	HGNC:255	-	0	 0.100	0.156
ADH7	HGNC:256	-	0	 0.098	0.155
ADHFE1	HGNC:16354	-	0	 0.132	0.106
ADI1	HGNC:30576	-	0	 0.106	0.095
ADIG	HGNC:28606	-	0	 0.093	0.086
ADIPOQ	HGNC:13633	-	0	 0.113	0.106
ADIPOR1	HGNC:24040	-	0	 0.109	0.096
ADIPOR2	HGNC:24041	-	0	 0.127	0.109
ADIRF	HGNC:24043	-	0	 0.106	0.104
ADK	HGNC:257	-	0	 0.115	0.118
ADM	HGNC:259	-	0	 0.180	0.140
ADM2	HGNC:28898	-	0	 0.092	0.098
ADM5	HGNC:27293	-	0	 0.083	0.083
ADNP	HGNC:15766	-	0	 0.109	0.103
ADNP2	HGNC:23803	-	0	 0.102	0.099
ADO	HGNC:23506	-	0	 0.103	0.105
ADORA1	HGNC:262	-	0	 0.129	0.133
ADORA2A	HGNC:263	-	0	 0.134	0.146
ADORA2B	HGNC:264	-	0	 0.131	0.141
ADORA3	HGNC:268	-	0	 0.122	0.117
ADPGK	HGNC:25250	-	0	 0.098	0.094
ADPRH	HGNC:269	-	0	 0.096	0.095
ADPRHL1	HGNC:21303	-	0	 0.088	0.088
ADPRHL2	HGNC:21304	-	0	 0.089	0.086
ADPRM	HGNC:30925	-	0	 0.103	0.087
ADRA1A	HGNC:277	-	0	 0.124	0.146
ADRA1B	HGNC:278	-	0	 0.123	0.135
ADRA1D	HGNC:280	-	0	 0.117	0.121
ADRA2A	HGNC:281	-	0	 0.133	0.133
ADRA2B	HGNC:282	-	0	 0.117	0.130
ADRA2C	HGNC:283	-	0	 0.119	0.132
ADRB1	HGNC:285	-	0	 0.133	0.164
ADRB2	HGNC:286	-	0	 0.165	0.137
ADRB3	HGNC:288	-	0	 0.125	0.117
ADRBK1	HGNC:289	-	0	 0.130	0.135
ADRBK2	HGNC:290	-	0	 0.114	0.101
ADRM1	HGNC:15759	-	0	 0.113	0.099
ADSL	HGNC:291	-	0	 0.110	0.091
ADSS	HGNC:292	-	0	 0.108	0.095
ADSSL1	HGNC:20093	-	0	 0.096	0.092
ADTRP	HGNC:21214	-	0	 0.104	0.107
AEBP1	HGNC:303	-	0	 0.124	0.120
AEBP2	HGNC:24051	-	0	 0.103	0.105
AEN	HGNC:25722	-	0	 0.103	0.097
AES	HGNC:307	-	0	 0.107	0.098
AFAP1	HGNC:24017	-	0	 0.103	0.097
AFAP1L1	HGNC:26714	-	0	 0.086	0.085
AFAP1L2	HGNC:25901	-	0	 0.110	0.109
AFF1	HGNC:7135	-	1	 0.367	0.144
AFF2	HGNC:3776	-	0	 0.100	0.113
AFF3	HGNC:6473	-	1	 0.337	0.152
AFF4	HGNC:17869	-	0	 0.122	0.117
AFG3L2	HGNC:315	-	0	 0.099	0.093
AFM	HGNC:316	-	1	 0.175	0.126
AFMID	HGNC:20910	-	0	 0.088	0.086
AFP	HGNC:317	-	0	 0.107	0.129
AFTPH	HGNC:25951	-	0	 0.101	0.094
AGA	HGNC:318	-	0	 0.102	0.093
AGAP1	HGNC:16922	-	0	 0.110	0.104
AGAP10	HGNC:23462	-	0	 0.082	0.081
AGAP11	HGNC:29421	-	0	 0.083	0.083
AGAP2	HGNC:16921	-	0	 0.110	0.119
AGAP3	HGNC:16923	-	0	 0.095	0.091
AGAP4	HGNC:23459	-	0	 0.088	0.090
AGAP5	HGNC:23467	-	0	 0.082	0.081
AGAP6	HGNC:23466	-	0	 0.083	0.081
AGAP7	HGNC:23465	-	0	 0.083	0.081
AGAP8	HGNC:23464	-	0	 0.082	0.081
AGAP9	HGNC:23463	-	0	 0.082	0.081
AGBL1	HGNC:26504	-	0	 0.084	0.086
AGBL2	HGNC:26296	-	0	 0.091	0.093
AGBL3	HGNC:27981	-	0	 0.088	0.088
AGBL4	HGNC:25892	-	0	 0.086	0.092
AGBL5	HGNC:26147	-	0	 0.097	0.100
AGER	HGNC:320	-	0	 0.128	0.105
AGFG1	HGNC:5175	-	0	 0.115	0.109
AGFG2	HGNC:5177	-	0	 0.100	0.109
AGGF1	HGNC:24684	-	0	 0.102	0.102
AGK	HGNC:21869	-	0	 0.100	0.089
AGL	HGNC:321	-	0	 0.109	0.098
AGMAT	HGNC:18407	-	0	 0.095	0.102
AGMO	HGNC:33784	-	0	 0.085	0.089
AGO1	HGNC:3262	-	0	 0.119	0.109
AGO2	HGNC:3263	-	0	 0.127	0.100
AGO3	HGNC:18421	-	0	 0.098	0.090
AGO4	HGNC:18424	-	0	 0.103	0.099
AGPAT1	HGNC:324	-	0	 0.120	0.107
AGPAT2	HGNC:325	-	0	 0.122	0.107
AGPAT3	HGNC:326	-	0	 0.111	0.104
AGPAT4	HGNC:20885	-	0	 0.118	0.115
AGPAT5	HGNC:20886	-	0	 0.111	0.107
AGPAT6	HGNC:20880	-	0	 0.113	0.102
AGPAT9	HGNC:28157	-	0	 0.109	0.116
AGPS	HGNC:327	-	0	 0.107	0.096
AGR2	HGNC:328	-	0	 0.111	0.121
AGR3	HGNC:24167	-	0	 0.096	0.101
AGRN	HGNC:329	-	0	 0.134	0.145
AGRP	HGNC:330	-	0	 0.110	0.106
AGT	HGNC:333	-	0	 0.137	0.133
AGTPBP1	HGNC:17258	-	0	 0.102	0.098
AGTR1	HGNC:336	-	0	 0.127	0.128
AGTR2	HGNC:338	-	0	 0.126	0.131
AGTRAP	HGNC:13539	-	0	 0.096	0.100
AGXT	HGNC:341	-	0	 0.111	0.119
AGXT2	HGNC:14412	-	0	 0.099	0.087
AHCTF1	HGNC:24618	-	0	 0.103	0.097
AHCY	HGNC:343	-	0	 0.111	0.103
AHCYL1	HGNC:344	-	0	 0.109	0.105
AHCYL2	HGNC:22204	-	0	 0.108	0.097
AHDC1	HGNC:25230	-	0	 0.098	0.094
AHI1	HGNC:21575	-	1	 0.301	0.159
AHNAK	HGNC:347	-	0	 0.127	0.121
AHNAK2	HGNC:20125	-	0	 0.101	0.097
AHR	HGNC:348	-	0	 0.162	0.148
AHRR	HGNC:346	-	0	 0.094	0.090
AHSA1	HGNC:1189	-	0	 0.105	0.091
AHSA2	HGNC:20437	-	0	 0.095	0.086
AHSG	HGNC:349	-	0	 0.111	0.101
AHSP	HGNC:18075	-	0	 0.091	0.086
AICDA	HGNC:13203	-	0	 0.107	0.096
AIDA	HGNC:25761	-	0	 0.098	0.087
AIF1	HGNC:352	-	0	 0.136	0.098
AIF1L	HGNC:28904	-	0	 0.099	0.107
AIFM1	HGNC:8768	-	0	 0.121	0.105
AIFM2	HGNC:21411	-	0	 0.101	0.096
AIFM3	HGNC:26398	-	0	 0.101	0.110
AIG1	HGNC:21607	-	0	 0.100	0.107
AIM1	HGNC:356	-	0	 0.122	0.104
AIM1L	HGNC:17295	-	0	 0.097	0.109
AIM2	HGNC:357	-	0	 0.136	0.118
AIMP1	HGNC:10648	-	0	 0.115	0.102
AIMP2	HGNC:20609	-	0	 0.112	0.097
AIP	HGNC:358	-	0	 0.112	0.100
AIPL1	HGNC:359	-	0	 0.097	0.102
AIRE	HGNC:360	-	1	 0.344	0.130
AJAP1	HGNC:30801	-	1	 0.167	0.233
AJUBA	HGNC:20250	-	0	 0.107	0.111
AK1	HGNC:361	-	0	 0.110	0.122
AK2	HGNC:362	-	0	 0.116	0.130
AK3	HGNC:17376	-	0	 0.108	0.099
AK4	HGNC:363	-	0	 0.113	0.112
AK5	HGNC:365	-	0	 0.116	0.128
AK6	HGNC:49151	-	0	 0.082	0.081
AK7	HGNC:20091	-	0	 0.093	0.089
AK8	HGNC:26526	-	0	 0.090	0.087
AK9	HGNC:33814	-	0	 0.090	0.088
AKAP1	HGNC:367	-	0	 0.113	0.099
AKAP10	HGNC:368	-	0	 0.106	0.099
AKAP11	HGNC:369	-	0	 0.103	0.099
AKAP12	HGNC:370	-	0	 0.140	0.141
AKAP13	HGNC:371	-	0	 0.121	0.141
AKAP14	HGNC:24061	-	0	 0.087	0.094
AKAP17A	HGNC:18783	-	0	 0.095	0.093
AKAP2	HGNC:372	-	0	 0.110	0.101
AKAP3	HGNC:373	-	0	 0.097	0.106
AKAP4	HGNC:374	-	0	 0.098	0.097
AKAP5	HGNC:375	-	0	 0.108	0.263
AKAP6	HGNC:376	-	0	 0.107	0.102
AKAP7	HGNC:377	-	0	 0.108	0.109
AKAP8	HGNC:378	-	0	 0.103	0.092
AKAP8L	HGNC:29857	-	0	 0.101	0.104
AKAP9	HGNC:379	-	0	 0.126	0.208
AKIP1	HGNC:1170	-	0	 0.095	0.093
AKIRIN1	HGNC:25744	-	0	 0.106	0.105
AKIRIN2	HGNC:21407	-	0	 0.108	0.102
AKNA	HGNC:24108	-	0	 0.102	0.098
AKNAD1	HGNC:28398	-	0	 0.087	0.084
AKR1A1	HGNC:380	-	0	 0.114	0.116
AKR1B1	HGNC:381	-	0	 0.126	0.121
AKR1B10	HGNC:382	-	0	 0.101	0.098
AKR1B15	HGNC:37281	-	0	 0.092	0.092
AKR1C1	HGNC:384	-	0	 0.120	0.127
AKR1C2	HGNC:385	-	0	 0.104	0.109
AKR1C3	HGNC:386	-	0	 0.121	0.112
AKR1C4	HGNC:387	-	0	 0.098	0.098
AKR1CL1	HGNC:23469	-	0	 0.082	0.081
AKR1D1	HGNC:388	-	0	 0.103	0.101
AKR1E2	HGNC:23437	-	0	 0.094	0.097
AKR7A2	HGNC:389	-	0	 0.104	0.108
AKR7A3	HGNC:390	-	0	 0.094	0.096
AKR7L	HGNC:24056	-	0	 0.083	0.082
AKT1	HGNC:391	-	0	 0.233	0.132
AKT1S1	HGNC:28426	-	0	 0.114	0.113
AKT2	HGNC:392	-	0	 0.169	0.130
AKT3	HGNC:393	-	0	 0.182	0.149
AKTIP	HGNC:16710	-	0	 0.123	0.114
ALAD	HGNC:395	-	0	 0.103	0.095
ALAS1	HGNC:396	-	0	 0.121	0.107
ALAS2	HGNC:397	-	0	 0.112	0.099
ALB	HGNC:399	-	0	 0.142	0.115
ALCAM	HGNC:400	-	0	 0.180	0.129
ALDH16A1	HGNC:28114	-	0	 0.088	0.086
ALDH18A1	HGNC:9722	-	0	 0.108	0.096
ALDH1A1	HGNC:402	-	0	 0.147	0.276
ALDH1A2	HGNC:15472	-	0	 0.118	0.231
ALDH1A3	HGNC:409	-	0	 0.112	0.120
ALDH1B1	HGNC:407	-	0	 0.114	0.131
ALDH1L1	HGNC:3978	-	0	 0.100	0.097
ALDH1L2	HGNC:26777	-	0	 0.092	0.086
ALDH2	HGNC:404	-	1	 0.215	0.286
ALDH3A1	HGNC:405	-	0	 0.104	0.118
ALDH3A2	HGNC:403	-	0	 0.127	0.141
